,difficulty,gaslimit,rate,gasprice,confirmtime
13416,2.7279,81064,92.52,2,3
13417,2.7279,200000,126.25,10,3
13418,2.7279,500000,112.7,2,3
13419,2.7279,21000,116.24,2,3
13420,2.7279,70000,119.13,20,3
13421,2.7279,21000,111.11,30,3
13422,2.7279,21000,119.05,20,3
13423,2.7279,70000,119.13,20,3
13424,2.7279,350317,128.85,2,3
13425,2.7279,4000000,115.66,6,5
13426,2.7279,21000,111.11,30,5
13427,2.7279,400000,114.91,14,5
13428,2.7279,21000,129.87,11,5
13429,2.7279,21000,79.37,6,5
13430,2.7279,21000,112.04,51,5
13431,2.7279,500000,120.27,2,5
13432,2.7279,21000,126.98,15,5
13433,2.7279,21000,111.11,30,16
13434,2.7279,21000,111.11,30,18
13435,2.72845,95021,115.35,15,0
13436,2.72845,90000,95.01,10,0
13437,2.72845,100000,106.51,6,0
13438,2.72845,21000,119.05,40,0
13439,2.72845,21000,119.05,20,2
13440,2.72845,21000,119.05,40,2
13441,2.72845,21000,119.05,40,2
13442,2.72845,70000,118.93,20,2
13443,2.72845,70000,119.33,20,2
13444,2.72845,21000,102.04,14,2
13445,2.72845,70000,118.93,20,2
13446,2.72845,70000,119.13,20,2
13447,2.72845,335000,87.91,8.165,2
13448,2.72845,82779,120.8,10,2
13449,2.72845,50000,129.87,11,2
13450,2.72845,21000,119.05,40,2
13451,2.72845,21000,111.11,30,2
13452,2.72845,21000,119.05,40,4
13453,2.72845,420000,122.45,35,4
13454,2.72845,420000,108.84,35,4
13455,2.72845,21000,111.11,30,4
13456,2.729,81064,92.52,2,9
13457,2.729,100000,94.55,2,11
13458,2.729,600000,116.23,3,11
13459,2.729,67141,80.68,2.4,11
13460,2.729,313222,119.72,2,13
13461,2.729,479149,119.11,1.6,88
13462,2.72955,37830,116.05,41,3
13463,2.72955,21000,126.98,15,3
13464,2.72955,150000,112.36,13,3
13465,2.72955,21000,124.22,23,3
13466,2.72955,90000,126.96,15,5
13467,2.72955,250000,109.9,2,5
13468,2.72955,37953,118.39,16,5
13469,2.72955,21000,129.87,11,5
13470,2.72955,400000,120,14,5
13471,2.72955,65000,123.79,12,7
13472,2.72955,70000,118.93,20,7
13473,2.72955,70000,119.13,20,7
13474,2.72955,250000,109.9,2,7
13475,2.72955,60000,118.69,33.344,7
13476,2.72955,210000,116.25,2,7
13477,2.72955,70000,118.93,20,7
13478,2.72955,21000,111.11,30,7
13479,2.72955,70000,119.13,20,7
13480,2.72955,21000,95.24,5,7
13481,2.72955,100000,123.04,10,7
13482,2.72955,100000,92.41,5,7
13483,2.72955,4000000,115.66,6,7
13484,2.72955,76869,91.96,3,7
13485,2.72955,70000,118.93,20,7
13486,2.72955,55000,108.3,10,9
13487,2.72955,55000,108.11,10,9
13488,2.72955,254463,93.51,1.4,22
13489,2.72955,218037,142.35,1.4,56
13490,2.73198,21000,111.11,30,0
13491,2.73198,41906,118.12,20,0
13492,2.73198,89354,120.87,10,0
13493,2.73198,105000,115.37,35,0
13494,2.73198,21000,119.05,20,2
13495,2.73198,70000,119.13,20,2
13496,2.73119,41830,118.43,11,7
13497,2.73119,25200,104.61,13.656,7
13498,2.73119,21000,129.87,11,7
13499,2.73119,21000,115.76,2,7
13500,2.73119,21000,119.05,20,9
13501,2.73119,21000,111.11,30,10
13502,2.73119,100000,103.82,1.5,10
13503,2.73119,4000000,116.48,25,10
13504,2.73119,21000,115.67,2,12
13505,2.73119,21000,105.82,9,14
13506,2.73119,500000,116.2,15,14
13507,2.73119,66666,114.49,66,14
13508,2.73119,21000,111.11,30,16
13509,2.73119,100000,92.14,5,16
13510,2.73119,21000,111.11,30,16
13511,2.73119,79985,113.66,7.7,16
13512,2.73119,4000000,115.66,6,18
13513,2.73119,60000,117,10,18
13514,2.73119,100000,116.31,1.8,18
13515,2.73119,235000,112.31,8,18
13516,2.73119,4000000,114.29,25,18
13517,2.73119,70000,118.93,20,20
13518,2.73119,70000,119.13,20,20
13519,2.73119,70000,118.93,20,20
13520,2.73119,55000,95.24,10,20
13521,2.73119,150000,112.36,13,20
13522,2.73119,55000,95.24,10,20
13523,2.73119,70000,119.13,20,20
13524,2.73119,232924,117.09,2.75,20
13525,2.73119,235000,112.02,8,20
13526,2.73119,60000,115.89,10,20
13527,2.73119,55000,95.24,10,20
13528,2.73119,150000,112.39,13,20
13529,2.73119,100000,115.5,1.8,22
13530,2.73308,21000,111.11,30,10
13531,2.73363,762837,115.47,2,1
13532,2.73363,60000,105.33,10,2
13533,2.73363,21000,129.87,11,8
13534,2.73363,21000,115.61,1.8,8
13535,2.73363,100000,115.69,1.8,8
13536,2.73363,60000,92.74,2.875,10
13537,2.73363,55000,108.11,10,10
13538,2.73363,250000,108.87,4,10
13539,2.73363,210000,120.69,6,12
13540,2.73363,21000,116.14,41,12
13541,2.73363,60000,112.07,44.678,12
13542,2.73363,21000,95.24,10,14
13543,2.73363,100000,115.89,1.8,14
13544,2.73363,500000,118.33,15,14
13545,2.73363,105000,115.32,35,14
13546,2.73363,70000,105.8,10,14
13547,2.73363,37499,107.95,10.1,14
13548,2.73363,242350,120.02,10,16
13549,2.73363,160180,137.9,1.89,16
13550,2.73418,21000,111.11,30,2
13551,2.73418,60000,115.89,10,2
13552,2.73418,70000,119.13,20,2
13553,2.73418,47641,113.7,2.4,2
13554,2.73418,60000,88.19,5,2
13555,2.73418,55000,108.3,10,2
13556,2.73418,36658,109.12,5,2
13557,2.73418,105000,115.32,35,2
13558,2.73418,70000,118.93,20,2
13559,2.73418,100000,91.87,5,4
13560,2.73418,21000,116.24,2,4
13561,2.73418,37698,115.7,2,4
13562,2.73418,21000,126.98,15,4
13563,2.73418,21000,129.87,11,4
13564,2.73418,100000,100.43,3,4
13565,2.73418,52698,94.88,2,4
13566,2.73418,76869,91.96,3,4
13567,2.73418,64930,138.61,5,4
13568,2.73418,1000000,116.22,2,4
13569,2.73418,40000,114.29,50,4
13570,2.73418,104130,115.24,40,6
13571,2.73418,104002,115.38,40,6
13572,2.73418,21000,111.11,30,6
13573,2.73418,90000,115.83,37,6
13574,2.73418,21000,95.24,10,6
13575,2.73418,21000,95.24,10,6
13576,2.73418,400000,115.17,14,6
13577,2.73418,100000,116.26,2,6
13578,2.73418,100000,123.12,4.8,6
13579,2.73418,4000000,115.66,6,6
13580,2.73418,240000,98.09,2,8
13581,2.73418,100000,92.14,5,8
13582,2.73418,105000,115.32,35,8
13583,2.73418,110000,108.44,10,10
13584,2.73418,90000,114.89,10,10
13585,2.73418,70000,119.33,20,10
13586,2.73418,21000,119.05,20,10
13587,2.73418,500000,111.04,1.5,10
13588,2.73418,90000,114.94,29,10
13589,2.73418,90000,115.83,37,12
13590,2.73418,21000,111.11,30,12
13591,2.73418,21000,102.04,14,12
13592,2.73418,70000,118.93,20,12
13593,2.73418,70000,118.93,20,12
13594,2.73418,500000,111.04,1.5,12
13595,2.73418,400000,117.57,14,22
13596,2.73418,21000,111.11,30,24
13597,2.73418,21000,111.11,30,26
13598,2.73339,100000,116.23,1.8,1
13599,2.73339,1600000,119.05,20,1
13600,2.73339,250000,113.22,2,1
13601,2.73339,150000,112.45,13,1
13602,2.73339,21000,116.14,41,1
13603,2.73339,168000,115.76,2,3
13604,2.73339,235000,112.07,8,5
13605,2.73339,22000,119.02,16,5
13606,2.73339,100000,115.9,1.8,5
13607,2.73339,211396,114.02,5,5
13608,2.73339,52241,89.51,3,5
13609,2.73528,81064,92.52,2,0
13610,2.73528,21000,129.87,11,0
13611,2.73528,50000,116.1,1,2
13612,2.73528,50000,115.76,1,2
13613,2.73528,50000,116.19,1,2
13614,2.73528,250000,115.72,2,2
13615,2.73528,21000,111.11,30,2
13616,2.73528,55000,108.11,10,2
13617,2.73528,60000,115.89,10,2
13618,2.73528,50000,114.95,1,2
13619,2.73528,50000,129.87,11,2
13620,2.73528,50000,115.71,1,4
13621,2.73528,50000,115.52,1,4
13622,2.73528,50000,115.9,1,6
13623,2.73528,50000,116.29,1,6
13624,2.73528,50000,115.76,1,6
13625,2.73583,54732,115.38,5,5
13626,2.73583,21000,95.24,10,5
13627,2.73583,21000,95.24,5,5
13628,2.73583,87430,102.94,5,5
13629,2.73583,336373,114.79,2,5
13630,2.73583,89354,120.87,10,7
13631,2.73583,65000,124.66,12,7
13632,2.73583,4000000,115.66,6,7
13633,2.73583,65000,123.86,12,7
13634,2.73583,51481,113.31,12,7
13635,2.73583,4000000,116.48,25,7
13636,2.73583,21000,95.24,10,7
13637,2.73583,21000,102.04,14,7
13638,2.73583,62533,115.14,10,7
13639,2.73583,100000,92.14,5,7
13640,2.73583,150000,107.71,10,9
13641,2.73583,150000,116.47,10,9
13642,2.73583,21000,95.24,10,9
13643,2.73771,21000,111.11,30,13
13644,2.73771,90000,115.83,37,15
13645,2.73771,50000,129.87,11,15
13646,2.73771,21000,111.11,30,17
13647,2.73771,21000,119.05,20,21
13648,2.73771,115000,118.3,11,21
13649,2.73771,90000,112.84,37,23
13650,2.73771,21000,129.87,11,23
13651,2.73771,90000,115.04,37,23
13652,2.73771,21000,124.22,23,25
13653,2.73559,750000,111.18,8,4
13654,2.73559,100000,111.23,1.4,4
13655,2.73559,105000,114.37,35,4
13656,2.73559,267429,81.21,1.4,4
13657,2.73559,21000,119.05,8,6
13658,2.73559,60000,106.46,20,6
13659,2.73559,60000,116.98,10,6
13660,2.73559,121000,117.27,134,6
13661,2.73559,60000,97.77,2.078,8
13662,2.73559,21000,116.1,4,8
13663,2.73559,90000,119.05,20,10
13664,2.73559,50000,116.24,1,48
13665,2.73559,50000,115.67,1,48
13666,2.73559,50000,115.86,1,48
13667,2.73614,21000,111.11,30,17
13668,2.73614,21000,111.11,30,19
13669,2.73614,90000,114.52,37,19
13670,2.73614,50000,126.54,10,19
13671,2.73614,21000,111.11,30,21
13672,2.73614,90000,115.11,37,21
13673,2.73614,90000,115.83,37,21
13674,2.73614,50000,95.24,10,21
13675,2.73614,21000,111.11,30,23
13676,2.73614,21000,111.11,30,23
13677,2.73614,90000,113.25,37,23
13678,2.73912,200000,113.26,6,0
13679,2.73912,400000,121.07,20,0
13680,2.73912,211396,114.02,5,0
13681,2.73912,121000,113.14,20,0
13682,2.73912,6720000,110.52,20,0
13683,2.73912,104900,114.39,40,0
13684,2.73912,250000,123.57,5,0
13685,2.73912,100000,92.14,5,2
13686,2.73912,21000,95.24,5,4
13687,2.73912,166666,114.29,50,4
13688,2.73912,1000000,105.6,2,4
13689,2.73912,80000,103.96,8,4
13690,2.73912,21000,129.87,11,4
13691,2.73912,100000,116.22,1.4,7
13692,2.73967,110000,115.67,15,1
13693,2.73967,50000,95.01,10,1
13694,2.73967,36785,108.74,10,1
13695,2.73967,21000,111.11,30,1
13696,2.73967,100000,92.14,5,3
13697,2.73967,60000,115.67,10,3
13698,2.73967,21000,102.04,14,3
13699,2.73967,90000,116.69,36.5,3
13700,2.73967,45000,119.05,60,3
13701,2.73967,90000,117.42,36.5,3
13702,2.73967,50000,95.24,10,3
13703,2.73967,21000,111.11,30,3
13704,2.73967,42000,115.88,2.25,3
13705,2.73967,21000,129.87,11,3
13706,2.73967,21000,95.24,10,5
13707,2.73967,21884,137.09,10,5
13708,2.73967,69330,93.75,2,5
13709,2.73967,100000,106.51,6,5
13710,2.73967,21000,111.11,30,5
13711,2.73967,90000,117.42,36.5,5
13712,2.73967,25200,104.38,18.248,5
13713,2.73967,100000,92.14,5,7
13714,2.73967,50000,95.24,10,7
13715,2.73967,21000,111.11,30,7
13716,2.73967,60000,113.22,10,7
13717,2.73967,50000,129.87,11,7
13718,2.73967,50000,126.54,10,7
13719,2.73967,21000,95.24,10,7
13720,2.73967,21000,95.24,10,7
13721,2.73967,60000,95.95,4.75,7
13722,2.73967,50000,95.24,10,9
13723,2.73967,70000,105.62,10,9
13724,2.73967,21000,115.78,2.1,9
13725,2.73967,354822,118.37,5,9
13726,2.73967,50000,95.24,10,16
13727,2.73967,90000,117.42,36.5,16
13728,2.73967,50000,95.24,10,18
13729,2.73967,21000,111.11,30,18
13730,2.73967,21000,111.11,30,20
13731,2.73967,90000,116.69,36.5,20
13732,2.73967,50000,95.24,10,20
13733,2.73967,90000,118.72,36.5,23
13734,2.73967,21000,111.11,30,23
13735,2.74022,21000,95.24,10,1
13736,2.74022,21000,111.11,30,1
13737,2.74022,4000000,114.23,5.4,3
13738,2.74022,21000,111.11,30,3
13739,2.74022,21000,111.11,30,5
13740,2.74022,65000,124.43,12,6
13741,2.74022,21000,111.11,30,6
13742,2.74022,100000,116.98,50,8
13743,2.74022,25200,115.88,2.875,8
13744,2.74022,90000,118.82,60,8
13745,2.74022,90000,117.74,36.4,10
13746,2.74022,326187,123.48,2,10
13747,2.74022,21000,111.11,30,10
13748,2.74022,100000,113.1,21,10
13749,2.74022,250000,106.51,5,10
13750,2.74022,21000,95.24,10,10
13751,2.74022,21000,95.24,5,10
13752,2.74022,90000,116.78,36.4,10
13753,2.74022,21000,95.24,10,10
13754,2.74022,210000,120.79,4,10
13755,2.74022,210000,127.56,17,12
13756,2.74022,50000,95.24,10,12
13757,2.74022,100000,92.41,5,12
13758,2.74077,105000,114.9,35,3
13759,2.74077,90000,114.94,29,3
13760,2.74132,90000,115.89,1.401,20
13761,2.74132,36840,115.85,1.4,22
13762,2.74132,217845,142.53,1.4,35
13763,2.74132,90769,116.32,1.4,41
13764,2.74132,60000,113.51,1.79,47
13765,2.74754,90000,117.42,36.5,2
13766,2.74754,108000,123.93,14,2
13767,2.74754,21000,119.05,16,4
13768,2.74754,60000,116.98,10,4
13769,2.74754,105000,115.08,35,4
13770,2.74754,105000,116.86,35,4
13771,2.74754,42000,119.05,20,4
13772,2.74754,21000,119.05,16,4
13773,2.74754,60000,117.73,44.766,4
13774,2.74754,42000,115.48,2.1,4
13775,2.74754,21000,95.24,10,4
13776,2.74754,65000,124.43,12,4
13777,2.74754,21000,111.11,30,4
13778,2.74754,21000,95.24,10,4
13779,2.74754,105000,112.37,35,4
13780,2.74754,60000,115.89,10,4
13781,2.74754,21000,115.57,2,4
13782,2.74754,250000,126.5,4,4
13783,2.74754,750000,111.18,8,4
13784,2.74754,100000,92.41,5,4
13785,2.74754,90000,114.94,29,6
13786,2.74754,21000,111.11,30,6
13787,2.74754,4000000,114.23,5.4,6
13788,2.74809,4000000,115.66,5.5,10
13789,2.74809,21000,126.98,15,10
13790,2.74809,70000,119.13,20,12
13791,2.74809,90000,126.54,10,12
13792,2.74809,42000,119.05,20,12
13793,2.74809,70000,119.13,20,12
13794,2.74809,38695,108.54,5,12
13795,2.74809,70000,119.33,20,12
13796,2.74809,70000,119.13,20,12
13797,2.74809,70000,119.13,20,12
13798,2.74809,100000,92.41,5,12
13799,2.74809,21000,111.11,30,12
13800,2.74809,21000,119.05,40,14
13801,2.74809,200000,119.28,51.9,14
13802,2.74809,70000,118.93,20,14
13803,2.74809,90000,117.42,36.5,14
13804,2.74809,211396,114.02,5,14
13805,2.74809,105000,115.29,35,14
13806,2.74809,21000,119.05,40,14
13807,2.74809,70000,118.93,20,14
13808,2.74809,21000,116.14,41,16
13809,2.74809,21000,119.05,40,16
13810,2.74809,120000,107.61,10,16
13811,2.74809,21000,111.11,30,16
13812,2.7473,90000,116.38,1.5,5
13813,2.7473,4000000,114.29,25,7
13814,2.7473,21000,116.23,1.96,7
13815,2.7473,52967,115.49,1.4,26
13816,2.74919,100000,115.49,1.3,36
13817,2.74974,150000,115.79,50,8
13818,2.74974,65000,123.93,12,8
13819,2.74974,21000,111.11,30,8
13820,2.74974,52000,111.11,30,8
13821,2.74974,90000,117.3,36.362,8
13822,2.74974,166666,114.29,50,8
13823,2.74974,420000,108.84,35,8
13824,2.74974,80000,107.66,10,8
13825,2.74974,90000,114.94,29,10
13826,2.74467,200000,117.08,80,1
13827,2.74467,100000,92.14,5,1
13828,2.74467,500000,118.45,15,1
13829,2.74467,90000,115.83,37,1
13830,2.74467,90000,138.73,10,1
13831,2.74467,21000,119.05,40,3
13832,2.74467,250000,109.01,10,3
13833,2.74467,335692,114.9,7,3
13834,2.74467,90000,138.73,10,3
13835,2.74467,90000,116.4,90,3
13836,2.74467,111000,108.44,12,6
13837,2.74467,2000000,121.69,12,6
13838,2.74467,60000,112.32,20,6
13839,2.74467,2000000,125.17,10,6
13840,2.74467,90000,114.94,29,8
13841,2.74467,4000000,116.48,25,8
13842,2.74467,90000,138.33,10,8
13843,2.74467,22000,116.4,45,14
13844,2.74467,60000,90.1,5.285,14
13845,2.74467,150000,105.71,10,16
13846,2.74467,60000,95.24,10,18
13847,2.74467,79985,113.66,7.7,18
13848,2.74467,4000000,116.48,25,18
13849,2.74467,90000,93.57,10,20
13850,2.74467,90000,114.94,29,20
13851,2.74467,60000,116.98,10,20
13852,2.74467,105000,116.1,35,22
13853,2.74467,105000,115.23,35,22
13854,2.74467,90000,116.68,21,22
13855,2.74467,105000,117.5,35,22
13856,2.74467,50000,95.24,10,22
13857,2.74467,100000,92.14,5,24
13858,2.74467,60000,86.81,5.219,24
13859,2.74467,105000,113.36,35,43
13860,2.74467,105000,114.42,35,43
13861,2.74467,105000,118.7,35,43
13862,2.74467,95111,115.19,15,45
13863,2.74467,100000,92.14,5,47
13864,2.74467,25200,95.24,10,47
13865,2.74467,21000,79.37,6,49
13866,2.74467,25200,95.24,10,49
13867,2.74467,65000,123.73,12,49
13868,2.74467,74340,112.76,20,49
13869,2.74467,21000,79.37,6,49
13870,2.74467,21000,79.37,6,49
13871,2.74467,65000,124.43,12,49
13872,2.74467,100000,95.24,10,49
13873,2.74467,21000,79.37,6,49
13874,2.74467,395328,116.87,5,49
13875,2.74467,70000,119.13,20,49
13876,2.74467,210000,107.32,5,52
13877,2.74467,300000,116.14,16,52
13878,2.74388,21000,129.87,11,3
13879,2.74388,25200,109.96,8.661,5
13880,2.74388,90000,138.73,10,5
13881,2.74388,60000,123.7,26.312,5
13882,2.74388,25200,116.81,32.613,5
13883,2.74388,42000,119.05,20,7
13884,2.74388,90000,138.73,10,9
13885,2.74388,25200,114.5,45.746,9
13886,2.74388,37371,111.75,20,11
13887,2.74388,42000,119.05,20,11
13888,2.74388,42000,119.05,20,11
13889,2.74388,22000,116.4,45,13
13890,2.74388,42000,119.05,20,13
13891,2.74388,100000,91.87,5,13
13892,2.74388,78271,120.12,14.43,13
13893,2.74388,21000,115.76,2,21
13894,2.74388,447880,117.22,2,21
13895,2.74388,90000,115.88,2,21
13896,2.74388,60000,116.29,2,21
13897,2.74388,1000000,134.94,5,38
13898,2.74388,250000,109.9,2,40
13899,2.74388,21000,115.52,2,42
13900,2.74388,21000,111.11,30,61
13901,2.74388,21000,111.11,30,61
13902,2.74388,21000,111.11,30,63
13903,2.74388,21000,111.11,30,67
13904,2.74388,500000,109.81,2.4,67
13905,2.74041,1000000,116.1,2,39
13906,2.74041,60000,97.77,2.078,39
13907,2.7423,21000,114.29,50,0
13908,2.7423,139166,118.56,10,0
13909,2.7423,210000,116.37,10,0
13910,2.7423,86374,115.78,7,3
13911,2.7423,90000,95.24,10,3
13912,2.7423,141792,118.48,12.5,3
13913,2.7423,100000,117.1,61,3
13914,2.7423,70000,119.13,20,5
13915,2.7423,21000,109.89,13,5
13916,2.7423,70000,118.93,20,5
13917,2.7423,67141,80.68,2.4,5
13918,2.7423,233641,130.02,2,5
13919,2.7423,21000,119.05,16,5
13920,2.7423,21000,111.11,30,54
13921,2.7423,21000,111.11,30,56
13922,2.7423,21000,111.11,30,62
13923,2.7423,21000,111.11,30,64
13924,2.7423,21000,111.11,30,67
13925,2.7423,21000,111.11,30,67
13926,2.74151,70000,118.93,20,3
13927,2.74151,60000,115.89,10,3
13928,2.74151,74340,114.34,40,3
13929,2.74151,21000,116.38,2,3
13930,2.74151,70000,119.13,20,3
13931,2.74151,120000,115.93,2.6,5
13932,2.74151,21000,119.05,20,5
13933,2.74151,21000,126.98,15,5
13934,2.74151,104106,115.27,40,5
13935,2.74151,21000,129.87,11,7
13936,2.74151,3209158,116.85,2,20
13937,2.74151,21000,111.11,30,66
13938,2.74151,21000,111.11,30,66
13939,2.74151,21000,111.11,30,70
13940,2.74206,65000,123.92,12,4
13941,2.74206,350317,128.85,2,6
13942,2.74395,21000,111.11,30,1
13943,2.74395,300000,116.35,17,1
13944,2.74395,60000,115.89,10,1
13945,2.74395,400000,112.22,14,1
13946,2.74395,119000,122.73,8,3
13947,2.74395,120000,115.25,10,3
13948,2.74395,235000,113.12,8,3
13949,2.74395,210000,108.19,17,3
13950,2.74395,143572,121.89,6,3
13951,2.74395,90000,126.96,15,3
13952,2.74395,21000,126.98,15,3
13953,2.74395,35000,112.27,11.5,3
13954,2.74395,21000,111.11,30,5
13955,2.74395,21000,111.11,30,5
13956,2.74395,21000,111.11,30,7
13957,2.74395,21000,111.11,30,30
13958,2.74395,21000,111.11,30,33
13959,2.74584,21000,129.87,11,1
13960,2.74584,21000,129.87,11,1
13961,2.74584,4000000,114.29,25,1
13962,2.74584,500000,122.85,10,1
13963,2.74584,4000000,115.66,6,1
13964,2.74584,500000,108.08,10,1
13965,2.74584,21000,118.92,28.03,1
13966,2.74584,21000,115.51,3,1
13967,2.74584,70000,115.85,2,4
13968,2.74584,60000,112.17,32.875,4
13969,2.74584,139103,115.56,1.4,10
13970,2.74584,50000,116.38,1,37
13971,2.74584,50000,116.24,1,37
13972,2.74584,50000,115.9,1,37
13973,2.74584,50000,116.24,1,40
13974,2.74584,50000,116.38,1,40
13975,2.74584,50000,115.86,1,40
13976,2.74584,135963,116.39,1.6,87
13977,2.74505,305830,118.18,2.4,0
13978,2.74505,21000,129.87,11,0
13979,2.74505,21000,111.11,30,0
13980,2.74505,200000,89.76,3,0
13981,2.74505,4000000,116.48,25,0
13982,2.74505,200000,116.3,3,0
13983,2.74505,60000,108.39,10,0
13984,2.74505,60000,115.66,1.5,0
13985,2.74505,200000,115.79,60,0
13986,2.74505,347060,116.8,6,2
13987,2.74505,210000,116.26,2,2
13988,2.74505,21000,111.11,30,2
13989,2.74505,60000,115.53,1.5,2
13990,2.74505,126717,103.39,2,2
13991,2.74505,21000,102.04,14,2
13992,2.74505,90000,117.36,37,4
13993,2.74505,135963,109.87,2,4
13994,2.74505,60000,115.81,1.5,4
13995,2.74505,21000,111.11,30,25
13996,2.74694,60000,104.38,10,2
13997,2.74694,21000,111.11,30,2
13998,2.74694,60000,112.9,10,2
13999,2.74694,60000,112.56,10,2
14000,2.74694,60000,115.87,3,2
14001,2.74694,250000,111.45,16,2
14002,2.74694,60000,116.98,10,2
14003,2.74804,108888,115.82,1.4,21
14004,2.74804,110397,89.98,1.51,21
14005,2.75182,21000,129.87,11,2
14006,2.75182,21000,129.87,11,2
14007,2.75182,90000,96.88,2,57
14008,2.75372,60000,116.28,1.938,1
14009,2.75372,42000,119.05,20,1
14010,2.75372,90000,115.83,37,1
14011,2.75372,42000,119.05,20,1
14012,2.75372,42000,119.05,20,1
14013,2.75372,210000,107.7,7,1
14014,2.75372,42000,119.05,20,1
14015,2.75372,100000,111.23,1.4,1
14016,2.75372,50000,95.24,5,1
14017,2.75372,42000,119.05,20,1
14018,2.75372,42000,119.05,20,1
14019,2.75372,21000,95.24,10,1
14020,2.75561,60000,115.89,10,1
14021,2.75481,52967,94.4,2,7
14022,2.75481,100000,116.26,2,7
14023,2.75481,250000,109.73,4,7
14024,2.75481,42000,119.05,20,7
14025,2.75481,115000,118.3,11,7
14026,2.75481,60000,116.03,10,7
14027,2.75481,60000,95.24,10,7
14028,2.75481,21000,95.24,10,9
14029,2.75481,42000,119.05,20,9
14030,2.75481,42000,119.05,20,9
14031,2.75481,210000,108.19,17,9
14032,2.75481,81568,91.95,2,9
14033,2.75481,80000,114.29,25,9
14034,2.75481,250000,94.35,4,11
14035,2.75481,42000,119.05,20,11
14036,2.75481,150000,114.29,50,11
14037,2.75481,112000,116.89,14,11
14038,2.75481,57145,116.26,3,11
14039,2.75481,42000,119.05,20,11
14040,2.75481,100000,92.14,5,11
14041,2.75481,42000,119.05,20,14
14042,2.75481,42000,119.05,20,20
14043,2.75481,42000,119.05,20,20
14044,2.75481,60000,113.81,37.094,20
14045,2.75481,42000,119.05,20,20
14046,2.75481,500000,78.7,2.4,20
14047,2.75481,100000,92.14,5,20
14048,2.75481,42000,119.05,20,20
14049,2.75481,102706,106.26,10,20
14050,2.75481,237108,106.08,2,20
14051,2.75481,42000,119.05,20,20
14052,2.75536,286252,104.8,2,23
14053,2.75536,21000,111.11,30,25
14054,2.75536,21000,111.11,30,27
14055,2.75536,21000,111.11,30,36
14056,2.75536,218037,142.35,1.4,36
14057,2.75457,100000,92.41,5,3
14058,2.75457,100000,115.83,1.3,3
14059,2.75457,250000,115.35,4,3
14060,2.75457,21000,136.05,7,3
14061,2.75457,21000,129.87,11,5
14062,2.75457,1000000,115.8,4,5
14063,2.75457,1600000,127.87,3,7
14064,2.75457,21000,129.87,11,7
14065,2.75457,21000,116.35,2.4,7
14066,2.75457,1600000,127.87,3,7
14067,2.75457,21000,129.87,11,7
14068,2.75457,99000,93.13,10,7
14069,2.75457,60000,116.98,10,7
14070,2.75457,1600000,127.87,3,7
14071,2.75457,21000,129.87,11,7
14072,2.75457,100000,92.14,5,7
14073,2.75457,25200,95.24,10,7
14074,2.75457,1600000,127.87,3,7
14075,2.75457,90000,114.94,29,7
14076,2.75457,100000,114.66,1.543,9
14077,2.75457,750000,111.18,8,9
14078,2.75457,210000,123.44,17,11
14079,2.75457,100000,92.41,5,11
14080,2.75457,60000,122.41,20,11
14081,2.75457,21000,115.44,99,11
14082,2.75457,104418,110.26,10,13
14083,2.75457,21000,119.05,20,13
14084,2.75457,200000,105.1,10,15
14085,2.75457,21000,95.24,10,15
14086,2.75457,150000,115.87,50,15
14087,2.75457,300000,115.65,45,15
14088,2.75457,30000,136.05,7,15
14089,2.75457,21000,119.05,20,15
14090,2.75457,521397,113.53,5,15
14091,2.75457,41836,118.32,20,15
14092,2.75457,42000,115.81,3,15
14093,2.75457,150000,114.39,50,15
14094,2.75457,126328,115.08,1.4,15
14095,2.75457,340000,116.48,8,17
14096,2.75457,70000,119.13,20,17
14097,2.75457,70000,119.13,20,17
14098,2.75457,120000,123.22,15,17
14099,2.75457,70000,119.13,20,17
14100,2.75457,335000,87.91,8.165,17
14101,2.75457,360000,89.86,8.164,17
14102,2.75457,21040,115.76,3,17
14103,2.75457,50000,95.24,5,17
14104,2.75457,760000,112.75,6.5,17
14105,2.75457,100000,88.44,2,17
14106,2.75646,21000,111.11,30,6
14107,2.75646,21000,111.11,30,6
14108,2.75646,21000,111.11,30,8
14109,2.75646,21000,111.11,30,14
14110,2.76215,90000,119.23,21,2
14111,2.76215,70000,105.8,10,2
14112,2.76215,320374,103.9,2,2
14113,2.76215,21000,111.11,30,2
14114,2.76215,21000,99.2,14.401,4
14115,2.76215,360000,90.2,8.126,4
14116,2.76215,340000,88.15,8,4
14117,2.76215,211396,114.02,5,4
14118,2.76215,210000,123.44,17,4
14119,2.76215,21000,111.11,30,4
14120,2.76215,400000,118.66,14,4
14121,2.76215,166666,114.29,50,6
14122,2.76215,21000,111.11,30,6
14123,2.76215,21000,95.24,10,6
14124,2.76215,60000,85.73,2.37,6
14125,2.76215,25200,116.36,2.875,6
14126,2.76215,21000,109.89,13,6
14127,2.76215,200000,119.28,51.9,6
14128,2.76215,1000000,86.36,4,6
14129,2.76215,21000,129.87,11,6
14130,2.76215,21000,111.11,30,8
14131,2.76215,200000,119.28,51.9,8
14132,2.76215,21000,111.11,30,8
14133,2.76215,166666,114.29,50,8
14134,2.76215,55848,85.72,2.2,8
14135,2.7627,400000,114.86,14,1
14136,2.7627,21000,129.87,11,1
14137,2.7627,107180,116.63,40,1
14138,2.7627,360000,112.36,8.208,3
