,height,date,difficulty,gaslimit,rate,gaspricel1,confirmtime,transaction_count,size,reward,rewardl1,gaslimitbl1,gasprice
1019,7130169,26174914,2.74E+15,184428,118.16,1.3,1,99,21236,3.08,3.02,8000029,3
1020,7130170,26174923,2.74E+15,100000,125.85,3,6,43,11680,3.02,3.08,8000029,1.3
1021,7130172,26175009,2.74E+15,250000,107.32,1.3,38,118,35600,3.1,3.02,8000029,3
1022,7130173,26175017,2.74E+15,250000,110.04,3,4,68,25427,3.07,3.1,8000029,3
1023,7130174,26175032,2.74E+15,4000000,114.29,3,3,39,13119,3.04,3.07,8007840,1.1
1024,7130175,26175033,2.74E+15,150000,115.87,1.1,10,5,1945,3.01,3.04,8000029,50
1025,7130176,26175125,2.74E+15,400000,114.86,50,1,137,33425,3.13,3.01,8003928,1
1026,7130177,26175206,2.73E+15,105000,114.29,1,14,70,25148,3.07,3.13,8000029,4
1027,7130178,26175310,2.73E+15,21000,119.05,4,2,140,31273,3.12,3.07,8000029,1
1028,7130179,26175327,2.73E+15,55000,106.52,1,11,43,23589,3.06,3.12,8000029,3
1029,7130180,26175412,2.72E+15,120000,119.07,3,35,49,24325,3.11,3.06,8000029,3
1030,7130181,26175435,2.72E+15,42000,105.42,3,12,41,21891,3.06,3.11,8000029,3
1031,7130182,26175438,2.72E+15,400000,114.71,3,23,37,15243,3.04,3.06,8000029,3
1032,7130183,26175440,2.72E+15,235507,118.76,3,141,45,15281,3.12,3.04,8000029,2
1033,7130184,26175455,2.73E+15,4000000,115.66,2,12,58,25854,3.07,3.12,8000029,2
1034,7130185,26175515,2.73E+15,50000,116.33,2,387,40,25133,3.04,3.07,8000029,1.3
1035,7130186,26175529,2.73E+15,93024,110.76,1.3,26,3,23362,3.07,3.04,8000029,5
1036,7130188,26175607,2.73E+15,120000,116.77,5,5,61,18636,3.12,3.07,8007840,2
1037,7130189,26175644,2.72E+15,93536,110.59,2,42,80,25900,3.09,3.12,8000029,3
1038,7130190,26175719,2.72E+15,211396,114.02,3,23,47,23262,3.06,3.09,8007840,2
1039,7130191,26175728,2.72E+15,21000,116.26,2,34,9,23719,3.1,3.06,8000029,2
1040,7130192,26175732,2.72E+15,1600000,127.87,2,67,9,24903,3.06,3.1,8000029,1.711
1041,7130193,26175746,2.72E+15,2166054,110.86,1.711,120,1,12787,3.03,3.06,8000000,3
1042,7130195,26175834,2.72E+15,21000,124.22,3,3,61,25371,3.09,3.03,8000029,5
1043,7130197,26175911,2.72E+15,118580,114.06,5,8,58,8546,3.02,3.09,8000000,1
1044,7130198,26175918,2.72E+15,21000,116.22,1,15,63,30229,3.05,3.02,8000000,2
1045,7130201,26180019,2.72E+15,104688,114.63,2,19,88,25867,3.09,3.05,8000029,4
1046,7130202,26180113,2.71E+15,87939,111.72,4,39,160,29972,3.1,3.09,8000029,3
1047,7130203,26180133,2.71E+15,21000,115.89,3,105,109,25798,3.06,3.1,8007840,3
1048,7130205,26180224,2.71E+15,392742,118.15,3,34,97,25091,3.06,3.06,8015659,1.6
1049,7130206,26180231,2.71E+15,500000,112.67,1.6,48,66,18405,3.04,3.06,8000029,2
1050,7130207,26180307,2.71E+15,500000,114.32,2,29,93,27258,3.06,3.04,8000029,1.5
1051,7130210,26180359,2.71E+15,500000,124.92,1.5,23,37,16789,3.02,3.06,8000029,1.01
1052,7130211,26180410,2.71E+15,150000,114.29,1.01,8,104,29370,3.04,3.02,8000029,1
1053,7130212,26180413,2.71E+15,47641,151.6,1,1,11,6532,3.01,3.04,8000029,3.6
1054,7130214,26180456,2.71E+15,21000,119.05,3.6,30,104,27867,3.06,3.01,8007840,2
1055,7130216,26180517,2.71E+15,1529862,116.98,2,141,21,10101,3.02,3.06,8000029,1.3
1056,7130218,26180707,2.70E+15,90000,120.57,1.3,2,101,28397,3.09,3.02,8000029,2
1057,7130219,26180737,2.70E+15,21000,126.98,2,28,100,26655,3.09,3.09,8000029,2
1058,7130220,26180739,2.70E+15,1000000,113.92,2,51,35,12645,3.03,3.09,8000029,1.8
1059,7130221,26180743,2.70E+15,1000000,115.71,1.8,16,29,15231,3.13,3.03,8000029,2
1060,7130222,26180750,2.70E+15,279255,101.73,2,122,42,11732,3.02,3.13,8000029,1.3
1061,7130223,26180753,2.71E+15,21000,119.05,1.3,2,12,6246,3.02,3.02,8000029,2
1062,7130224,26180844,2.70E+15,250000,115.87,2,2,91,22063,3.1,3.02,8000029,3
1063,7130225,26180905,2.70E+15,816630,136.54,3,48,13,17897,3.05,3.1,8007840,2
1064,7130226,26180921,2.70E+15,710000,110.45,2,6,51,27995,3.07,3.05,8000029,2
1065,7130227,26180959,2.70E+15,21000,119.05,2,5,47,27887,3.06,3.07,8000029,1
1066,7130229,26181023,2.70E+15,360000,116.47,1,17,61,23613,3.06,3.06,8000029,1
1067,7130230,26181046,2.70E+15,67141,80.68,1,40,113,32385,3.16,3.06,8000029,1
1068,7130231,26181107,2.70E+15,6720000,120.56,1,17,21,18577,3.05,3.16,8000000,1
1069,7130233,26181159,2.70E+15,42000,116.33,1,14,13,9865,3.08,3.05,8000029,2
1070,7130234,26181212,2.70E+15,1000000,117.34,2,25,9,16061,3.08,3.08,8000029,1
1071,7130236,26181250,2.70E+15,21000,111.11,1,4,2,751,3,3.08,8000029,30
1072,7130237,26181300,2.70E+15,60000,115.89,30,9,67,30145,3.06,3,8003875,1.5
1073,7130238,26181340,2.70E+15,200000,119.05,1.5,25,109,21552,3.07,3.06,8000029,1.5
1074,7130240,26181449,2.69E+15,400000,114.56,1.5,106,80,27365,3.07,3.07,8000029,2
1075,7130241,26181517,2.69E+15,52967,94.4,2,96,44,21249,3.16,3.07,8000029,1.6
1076,7130242,26181538,2.69E+15,1600000,127.87,1.6,138,19,21647,3.07,3.16,8000029,3
1077,7130243,26181541,2.69E+15,7200026,113.67,3,859,1,10483,3.03,3.07,8007840,3.25
1078,7130244,26181604,2.69E+15,250000,127.81,3.25,2,20,23122,3.08,3.03,8015659,4
1079,7130245,26181609,2.69E+15,57354,116.1,4,70,41,24106,3.03,3.08,8007836,1
1080,7130247,26181644,2.69E+15,60000,106.32,1,20,65,28664,3.08,3.03,8000029,1
1081,7130248,26181703,2.69E+15,21000,116.14,1,16,67,31187,3.08,3.08,8000029,2
1082,7130249,26181744,2.69E+15,21000,102.04,2,5,88,26015,3.09,3.08,8000029,3
1083,7130251,26181830,2.69E+15,333996,116.23,3,11,76,25326,3.07,3.09,8007840,3
1084,7130252,26181840,2.69E+15,1600000,127.87,3,78,30,33951,3.03,3.07,8000000,2
1085,7130254,26182103,2.67E+15,21000,119.05,2,86,115,27799,3.08,3.03,8000029,2
1086,7130255,26182122,2.67E+15,70000,119.33,2,109,47,19616,3.06,3.08,8000029,5
1087,7130256,26182139,2.67E+15,52698,94.88,5,35,44,28972,3.03,3.06,8000000,1.6
1088,7130257,26182142,2.67E+15,100000,115.65,1.6,86,10,11255,3.03,3.03,8000029,1.5
1089,7130259,26182213,2.67E+15,70000,118.93,1.5,17,107,29517,3.08,3.03,8000029,2
1090,7130261,26182240,2.68E+15,70000,119.13,2,4,75,24398,3.05,3.08,8000029,1
1091,7130262,26182254,2.68E+15,21000,119.05,1,14,41,16032,3.03,3.05,8000029,1.4
1092,7130263,26182336,2.67E+15,180000,122.73,1.4,19,126,31589,3.11,3.03,8000029,2
1093,7130264,26182343,2.67E+15,400000,116.22,2,4,43,14558,3.03,3.11,8000029,1.4
1094,7130265,26182358,2.67E+15,150000,106.24,1.4,15,83,23765,3.07,3.03,8000029,5
1095,7130266,26182417,2.67E+15,235507,133.6,5,32,36,7441,3.02,3.07,8000000,1.3
1096,7130267,26182421,2.68E+15,50000,116.29,1.3,94,78,16204,3.03,3.02,8000029,1
1097,7130269,26182500,2.67E+15,100000,109.47,1,14,73,21126,3.05,3.03,8000029,1.3
1098,7130270,26182508,2.68E+15,21000,95.24,1.3,1,23,14009,3.04,3.05,8000021,1.4
1099,7130271,26182526,2.68E+15,80967,115.87,1.4,16,14,18221,3.05,3.04,8000029,1
1100,7130272,26182534,2.68E+15,1983804,115.36,1,5419,2,19341,3.05,3.05,8000000,1
1101,7130273,26182538,2.68E+15,7600027,115.93,1,1219,4,3799,3.02,3.05,8000000,1
1102,7130274,26182557,2.68E+15,70000,105.62,1,10,9,7401,3.06,3.02,8000029,10
1103,7130275,26182605,2.68E+15,4000000,115.66,10,24,48,23878,3.05,3.06,8000029,1.4
1104,7130276,26182621,2.68E+15,100000,116.41,1.4,6,48,12373,3.03,3.05,8000029,1.3
1105,7130278,26182723,2.68E+15,150000,116.02,1.3,1,30,9190,3.03,3.03,8000029,3
1106,7130280,26182726,2.68E+15,70000,118.93,3,2,1,2392,3.01,3.03,8015659,20
1107,7130281,26182730,2.68E+15,50000,116.68,20,66,29,17631,3.03,3.01,8000017,1.4
1108,7130282,26182755,2.68E+15,90000,114.94,1.4,7,16,3135,3.01,3.03,8000029,20
1109,7130283,26182802,2.68E+15,90000,125.02,20,8,86,21975,3.05,3.01,8000000,5
1110,7130284,26182810,2.69E+15,70000,119.13,5,5,70,20811,3.03,3.05,8000029,1.4
1111,7130285,26182821,2.69E+15,90000,107.19,1.4,27,17,18148,3.04,3.03,8000029,5
1112,7130286,26182931,2.68E+15,400000,115.17,5,30,144,39415,3.09,3.04,7992222,1
1113,7130287,26182941,2.68E+15,21000,95.24,1,73,45,23552,3.05,3.09,7999992,5
1114,7130288,26182946,2.68E+15,100000,115.88,5,95,71,27413,3.04,3.05,8000029,1.4
1115,7130289,26183022,2.68E+15,52065,122.22,1.4,4,54,29993,3.2,3.04,8000029,5
1116,7130290,26183041,2.68E+15,42000,105.42,5,41,73,26983,3.07,3.2,8000000,2
1117,7130291,26183135,2.67E+15,21000,119.05,2,4,51,24869,3.1,3.07,8000029,5.5
1118,7130292,26183140,2.67E+15,45272,118.76,5.5,1,50,20908,3.08,3.1,8000029,4
1119,7130293,26183149,2.67E+15,111951,125.02,4,12,14,14278,3.05,3.08,8000000,2
1120,7130294,26183240,2.67E+15,90000,125.02,2,144,74,22432,3.09,3.05,8000029,5
1121,7130297,26183250,2.68E+15,37417,116.41,5,93,41,17289,3.05,3.09,8000029,1.5
1122,7130298,26183312,2.67E+15,150000,120.52,1.5,5,25,8081,3.05,3.05,8000029,10.1
1123,7130300,26183330,2.68E+15,21000,79.37,10.1,36,42,15589,3.09,3.05,8000029,1.5
1124,7130301,26183349,2.68E+15,250000,116.33,1.5,116,56,26564,3.05,3.09,8000029,1.5
1125,7130302,26183351,2.68E+15,50000,95.24,1.5,15,62,15946,3.1,3.05,8000029,5
1126,7130304,26183409,2.68E+15,100000,115.75,5,37,23,13233,3.05,3.1,8000029,1.4
1127,7130305,26183446,2.68E+15,21000,136.05,1.4,16,41,17493,3.11,3.05,8000029,1.5
1128,7130306,26183458,2.68E+15,166666,114.29,1.5,8,31,18949,3.05,3.11,8000029,2
1129,7130307,26183500,2.68E+15,50000,115.9,2,3,27,4888,3,3.05,8000029,1
1130,7130311,26183549,2.68E+15,2451000,115.81,1,92,1,22009,3.05,3,8000000,6
1131,7130312,26183551,2.68E+15,250000,102.18,6,222,1,26925,3.03,3.05,8007840,1.5
1132,7130315,26183613,2.69E+15,55000,115.38,1.5,2,22,6708,3.02,3.03,8000029,1.5
1133,7130316,26183636,2.69E+15,250000,113.38,1.5,19,102,23621,3.08,3.02,8000029,2
1134,7130318,26183806,2.68E+15,50000,115.9,2,1201,168,34807,3.06,3.08,8000029,1
1135,7130323,26183926,2.68E+15,2280000,116.32,1,11,22,14694,3.03,3.06,8000021,1
1136,7130324,26183928,2.68E+15,42000,119.05,1,1,1,826,3,3.03,8000000,20
1137,7130326,26183952,2.68E+15,90000,115.48,20,17,12,13225,3.03,3,8000000,2
1138,7130328,26184007,2.69E+15,21000,116.24,2,2,42,15801,3.04,3.03,8000029,1.5
1139,7130330,26184029,2.69E+15,1200000,106.46,1.5,9,20,19994,3.04,3.04,8000029,2
1140,7130332,26184057,2.69E+15,1345000,119.09,2,4,72,23342,3.06,3.04,8000029,1.7
1141,7130333,26184103,2.69E+15,50000,116.38,1.7,41,44,21693,3.04,3.06,8000029,1
1142,7130335,26184139,2.69E+15,67902,118.91,1,17,111,26602,3.17,3.04,8000029,2
1143,7130337,26184151,2.70E+15,21000,115.55,2,6,43,12403,3.04,3.17,8000029,2
1144,7130340,26184313,2.69E+15,1000000,117,2,5,107,19758,3.04,3.04,8000029,2
1145,7130342,26184330,2.69E+15,600000,116.68,2,7,17,28872,3.02,3.04,8000029,1.5
1146,7130343,26184401,2.69E+15,21000,119.05,1.5,14,59,24383,3.07,3.02,8000000,1.5
1147,7130344,26184426,2.69E+15,150000,114.14,1.5,21,39,20590,3.12,3.07,8000029,5
1148,7130345,26184606,2.68E+15,42000,119.05,5,51,67,22073,3.13,3.12,8000000,20
1149,7130346,26184626,2.68E+15,21000,79.37,20,14,67,27211,3.07,3.13,8000000,3
1150,7130347,26184654,2.68E+15,21000,136.05,3,9,51,18531,3.09,3.07,8000029,3
1151,7130348,26184703,2.68E+15,21000,115.83,3,118,41,28012,3.03,3.09,8007840,2
1152,7130349,26184713,2.68E+15,70000,119.13,2,7,13,2730,3.01,3.03,8000029,20
1153,7130350,26184736,2.68E+15,21000,95.24,20,16,80,25565,3.05,3.01,8003917,2
1154,7130351,26184738,2.68E+15,40000,116.21,2,225,16,18219,3.02,3.05,8000029,1.4
1155,7130352,26184746,2.68E+15,4000000,115.66,1.4,2,58,16217,3.04,3.02,8000029,2
1156,7130353,26184755,2.68E+15,50000,116.24,2,68,101,27048,3.03,3.04,8000029,1
1157,7130354,26184758,2.68E+15,200000,122.57,1,339,28,9532,3.02,3.03,8000029,1.176
1158,7130355,26184837,2.68E+15,38370,108.59,1.176,13,89,20338,3.08,3.02,8000029,2.4
1159,7130356,26184845,2.68E+15,100000,114.31,2.4,6,35,13686,3.08,3.08,8000029,3
1160,7130357,26184901,2.68E+15,144028,132.94,3,45,68,24101,3.04,3.08,8007840,1.4
1161,7130359,26184951,2.68E+15,50000,115.82,1.4,72,38,22196,3.15,3.04,8000029,1.5
1162,7130360,26184955,2.68E+15,500000,111.04,1.5,19,33,19719,3.03,3.15,8000029,1
1163,7130361,26185006,2.68E+15,21000,129.87,1,2,46,28326,3.08,3.03,8000000,2
1164,7130362,26185116,2.68E+15,21000,115.71,2,58,128,28066,3.07,3.08,8000029,1.711
1165,7130363,26185129,2.68E+15,635000,99.62,1.711,10,69,28146,3.08,3.07,8000029,2
1166,7130364,26185139,2.68E+15,65000,132.72,2,6,58,17799,3.03,3.08,8000000,1.4
1167,7130365,26185154,2.68E+15,65000,127.3,1.4,19,59,19761,3.05,3.03,8000029,1
1168,7130367,26185231,2.68E+15,21000,109.89,1,18,53,22702,3.07,3.05,8000029,2
1169,7130368,26185241,2.68E+15,420000,122.45,2,8,30,31894,3.04,3.07,8000029,3
1170,7130370,26185303,2.68E+15,1000000,117.24,3,32,43,23399,3.05,3.04,8000029,1
1171,7130371,26185320,2.68E+15,4000000,115.66,1,11,4,7137,3.02,3.05,8000000,1
1172,7130372,26185332,2.68E+15,335000,112,1,8,28,16038,3.15,3.02,8000029,4
1173,7130374,26185417,2.68E+15,50000,116.24,4,30,49,17725,3.02,3.15,8007840,1
1174,7130375,26185442,2.68E+15,21000,136.05,1,28,49,25169,3.04,3.02,8007833,1.5
1175,7130376,26185443,2.68E+15,5077315,115.7,1.5,10225,7,17825,3.02,3.04,8000014,1.4
1176,7130378,26185525,2.68E+15,37762,115.9,1.4,13,19,11548,3.02,3.02,8000029,1.5
1177,7130379,26185555,2.68E+15,21000,102.04,1.5,23,70,26695,3.08,3.02,8000029,2
1178,7130380,26185610,2.68E+15,400000,98.43,2,54,22,20393,3.03,3.08,8000029,1.4
1179,7130383,26185715,2.68E+15,21000,116.25,1.4,11,11,7942,3.02,3.03,8000029,1
1180,7130387,26185823,2.68E+15,90000,97.46,1,36,106,26926,3.07,3.02,8000000,1.5
1181,7130388,26185831,2.68E+15,150000,115.87,1.5,42,13,2974,3.02,3.07,8000029,20
1182,7130389,26185840,2.68E+15,70000,119.13,20,7,92,26455,3.08,3.02,8003919,3
1183,7130390,26185912,2.68E+15,90000,128.29,3,6,25,20199,3.03,3.08,8000000,2
1184,7130391,26185930,2.68E+15,70000,119.13,2,16,81,25347,3.07,3.03,8000029,2
1185,7130392,26185959,2.68E+15,50000,116.24,2,18,98,27041,3.03,3.07,8000029,1
1186,7130394,26190045,2.67E+15,50000,95.01,1,5,78,29564,3.07,3.03,8000029,3
1187,7130395,26190113,2.67E+15,21000,109.89,3,13,122,29505,3.06,3.07,8000029,2
1188,7130398,26190245,2.67E+15,105000,114.79,2,21,5,1768,3.01,3.06,7992222,20
1189,7130399,26190249,2.67E+15,70000,107.68,20,17,102,18722,3.04,3.01,8000000,2
1190,7130400,26190303,2.67E+15,198006,129.44,2,147,43,19586,3.04,3.04,8000029,1.4
1191,7130401,26190315,2.67E+15,21000,95.24,1.4,10,74,23329,3.07,3.04,8000029,3
1192,7130402,26190325,2.67E+15,33705,115.52,3,20,40,9880,3.02,3.07,8007840,1
1193,7130403,26190337,2.67E+15,1260000,115.69,1,8,51,20060,3.06,3.02,8000021,1.4
1194,7130405,26190408,2.67E+15,104482,104.88,1.4,1,81,23126,3.07,3.06,8000029,2
1195,7130406,26190428,2.67E+15,40000,116.32,2,6,30,24178,3.02,3.07,8000029,1.4
1196,7130408,26190517,2.67E+15,2000000,115.43,1.4,4,111,28163,3.08,3.02,8000029,1.053
1197,7130410,26190606,2.67E+15,250000,114.48,1.053,9,66,25298,3.06,3.08,8000029,1
1198,7130411,26190611,2.67E+15,420000,122.45,1,10,19,12097,3.18,3.06,8000029,2
1199,7130412,26190618,2.67E+15,293691,127.69,2,44,7,20738,3.04,3.18,8000029,2
1200,7130413,26190620,2.67E+15,500000,118.97,2,17,16,17686,3.02,3.04,8000029,1.4
1201,7130414,26190636,2.68E+15,21000,136.05,1.4,7,44,17574,3.08,3.02,8000000,1.4
1202,7130415,26190655,2.67E+15,1600000,117.73,1.4,26,4,17965,3.05,3.08,8000029,4.101
1203,7130416,26190702,2.68E+15,50000,87.95,4.101,914,3,13182,3.02,3.05,8007840,1
1204,7130417,26190709,2.68E+15,5032059,116.78,1,10971,1,18771,3.03,3.02,8000029,1.4
1205,7130419,26190732,2.68E+15,5500000,114.86,1.4,9633,1,8614,3.03,3.03,8000029,1.4
1206,7130420,26190747,2.68E+15,1600000,127.87,1.4,3,37,22876,3.06,3.03,8000029,2
1207,7130423,26190911,2.67E+15,21000,116.22,2,26,118,29284,3.1,3.06,8000029,2
1208,7130425,26190947,2.67E+15,110397,135.87,2,22,8,8670,3.02,3.1,8000029,1.5
1209,7130426,26190948,2.68E+15,350000,127.53,1.5,42,17,13509,3.03,3.02,8000021,1.122
1210,7130428,26191010,2.68E+15,200001,137.57,1.122,78,2,10070,3.02,3.03,8000029,1.122
1211,7130432,26191128,2.68E+15,50000,116.29,1.122,15,33,19525,3.02,3.02,8000029,1
1212,7130433,26191137,2.68E+15,60000,109.41,1,3,15,15438,3.04,3.02,8000029,2
1213,7130435,26191144,2.68E+15,710000,110.45,2,5,8,10192,3.03,3.04,8000029,5
1214,7130436,26191153,2.68E+15,235000,112.35,5,1,29,23154,3.07,3.03,8000029,3
1215,7130437,26191217,2.68E+15,7600027,116.91,3,770,6,11540,3.02,3.07,8007840,2
1216,7130438,26191223,2.68E+15,50000,115.76,2,47,25,16407,3.02,3.02,8000029,1
1217,7130440,26191244,2.69E+15,90000,116.4,1,5,6,12622,3.03,3.02,8000029,2
1218,7130441,26191311,2.68E+15,42000,119.05,2,9,26,11937,3.06,3.03,8000029,20
1219,7130442,26191329,2.68E+15,21000,126.98,20,27,67,24606,3.06,3.06,8003913,2
1220,7130443,26191400,2.68E+15,60000,116.22,2,56,45,23222,3.05,3.06,8000029,1.263
1221,7130444,26191407,2.68E+15,70000,105.45,1.263,29,10,25671,3.03,3.05,8000029,1.047
1222,7130446,26191442,2.68E+15,175000,121.14,1.047,420,11,17139,3.02,3.03,8000029,1.021
1223,7130449,26191509,2.69E+15,6720000,110.52,1.021,1,15,12337,3.05,3.02,8000029,1.5
1224,7130450,26191528,2.68E+15,21000,136.05,1.5,7,66,22381,3.08,3.05,8000029,1.5
1225,7130451,26191602,2.68E+15,710000,110.45,1.5,30,94,25403,3.07,3.08,8000029,3
1226,7130452,26191606,2.68E+15,328332,114.21,3,9,19,17947,3.05,3.07,8007840,2
1227,7130453,26191628,2.68E+15,133000,102.47,2,23,17,18992,3.03,3.05,8000029,1.3
1228,7130455,26191731,2.68E+15,90000,105.25,1.3,27,58,27022,3.1,3.03,8000029,1.1
1229,7130456,26191743,2.68E+15,40000,115.86,1.1,49,16,14053,3.02,3.1,8000000,1.4
1230,7130457,26191851,2.67E+15,21000,119.05,1.4,45,117,27495,3.1,3.02,8000029,3
1231,7130459,26191904,2.68E+15,21000,95.24,3,5,88,25640,3.07,3.1,8007840,2
1232,7130461,26192002,2.67E+15,50000,95.24,2,23,114,27889,3.08,3.07,8000029,2
1233,7130465,26192041,2.68E+15,144011,141.83,2,37,21,10357,3.02,3.08,8000029,1.3
1234,7130466,26192050,2.68E+15,21000,95.24,1.3,1,31,11578,3.09,3.02,8000029,2
1235,7130470,26192133,2.68E+15,21000,136.05,2,15,69,22192,3.09,3.09,8000029,2
1236,7130471,26192144,2.68E+15,90000,115.71,2,22,14,24886,3.06,3.09,8000029,2
1237,7130473,26192212,2.68E+15,108770,125.57,2,3,8,7563,3.02,3.06,8000029,1.4
1238,7130474,26192235,2.68E+15,21000,119.05,1.4,7,36,19604,3.07,3.02,7992222,1
1239,7130475,26192240,2.68E+15,2048455,117.69,1,2,13,9374,3.04,3.07,7999992,1.4
1240,7130476,26192256,2.68E+15,70000,119.13,1.4,14,60,18262,3.05,3.04,8000029,1.3
1241,7130477,26192305,2.68E+15,21000,116.14,1.3,1,31,24717,3.06,3.05,8000029,2
1242,7130478,26192327,2.68E+15,21000,102.04,2,1,3,1411,3,3.06,8000029,13
1243,7130479,26192341,2.68E+15,350317,128.85,13,13,62,19144,3.05,3,8000029,1.5
1244,7130480,26192351,2.69E+15,4000000,115.66,1.5,16,5,12931,3.04,3.05,8000029,1
1245,7130481,26192359,2.69E+15,180000,115.77,1,5,59,20490,3.06,3.04,8000029,2
1246,7130482,26192417,2.69E+15,50000,116.33,2,21,86,17316,3.02,3.06,8000029,1
1247,7130485,26192518,2.69E+15,62973,117.04,1,2,21,20682,3.07,3.02,8000029,3
1248,7130487,26192635,2.68E+15,70000,119.13,3,39,24,5665,3.04,3.07,8007840,20
1249,7130488,26192709,2.68E+15,400000,114.81,20,12,86,27491,3.08,3.04,8003631,5
1250,7130489,26192752,2.67E+15,50000,95.24,5,55,111,32287,3.1,3.08,8000029,3
1251,7130490,26192804,2.68E+15,50000,95.24,3,60,35,24086,3.09,3.1,8000029,5
1252,7130491,26192842,2.67E+15,1600000,127.87,5,58,109,26800,3.03,3.09,8000000,2
1253,7130492,26193001,2.66E+15,21000,116.28,2,76,59,31979,3.1,3.03,8000029,2.2
1254,7130493,26193014,2.66E+15,1600000,127.87,2.2,49,40,27985,3.05,3.1,8000029,2
1255,7130495,26193037,2.67E+15,120000,116.21,2,74,58,23952,3.03,3.05,8000029,2
1256,7130496,26193045,2.67E+15,21000,119.05,2,3,25,17026,3.04,3.03,8000029,1.3
1257,7130498,26193109,2.67E+15,100000,117.1,1.3,1,61,21846,3.1,3.04,8000029,3
1258,7130499,26193121,2.67E+15,42000,115.76,3,30,34,22131,3.03,3.1,8007840,1.186
1259,7130501,26193142,2.67E+15,60000,115.89,1.186,10,50,21653,3.07,3.03,8000029,2.2
1260,7130502,26193153,2.67E+15,121962,97.43,2.2,15,45,24431,3.05,3.07,7996070,1.3
1261,7130506,26193412,2.66E+15,1600000,127.87,1.3,16,68,18482,3.03,3.05,8000000,1.5
1262,7130507,26193440,2.66E+15,65543,111.12,1.5,29,2,22357,3.09,3.03,8000029,7
1263,7130508,26193511,2.66E+15,104944,114.35,7,22,62,17391,3.07,3.09,8007840,5
1264,7130509,26193514,2.66E+15,500000,130.79,5,4,43,18032,3.04,3.07,8000021,2
1265,7130511,26193641,2.65E+15,90000,115.95,2,22,132,24751,3.08,3.04,8000029,1
1266,7130512,26193722,2.65E+15,70000,119.13,1,37,67,21421,3.19,3.08,8000029,5
1267,7130513,26193725,2.65E+15,100000,94.26,5,70,65,24657,3.04,3.19,8000029,2
1268,7130514,26193727,2.66E+15,40000,115.56,2,269,29,22678,3.02,3.04,8000029,1.3
1269,7130515,26193753,2.65E+15,90000,118.77,1.3,9,91,27296,3.11,3.02,8000029,1.3
1270,7130516,26193805,2.66E+15,200000,130.46,1.3,6,42,19644,3.04,3.11,8000029,1
1271,7130517,26193827,2.65E+15,1348000,102.71,1,1,72,20779,3.06,3.04,8000029,1.3
1272,7130518,26193843,2.66E+15,42000,119.05,1.3,1,12,2298,3.01,3.06,8000029,20
1273,7130519,26193908,2.65E+15,119977,118.77,20,3,66,21800,3.11,3.01,8003629,4
1274,7130520,26193917,2.66E+15,42000,116.28,4,42,52,23600,3.04,3.11,8000029,1.4
1275,7130521,26193931,2.66E+15,65000,127.24,1.4,20,7,24494,3.09,3.04,8000029,2
1276,7130524,26194023,2.66E+15,52967,78.02,2,37,62,17907,3.06,3.09,8000029,2
1277,7130526,26194035,2.66E+15,56407,115.66,2,1,26,5502,3.02,3.06,8000029,2
1278,7130528,26194050,2.66E+15,1600000,77.85,2,3,21,6619,3.02,3.02,8000029,1.51
1279,7130529,26194133,2.66E+15,50000,95.24,1.51,16,92,29024,3.08,3.02,8000029,2
1280,7130530,26194151,2.66E+15,70000,119.13,2,15,70,20066,3.06,3.08,8000029,1.3
1281,7130531,26194153,2.66E+15,50000,95.24,1.3,19,15,23882,3.07,3.06,8000029,7
1282,7130532,26194207,2.66E+15,2250000,115.06,7,195,5,11425,3.01,3.07,8007840,1.4
1283,7130533,26194212,2.66E+15,50000,115.48,1.4,1252,80,25960,3.06,3.01,8000029,1
1284,7130534,26194230,2.66E+15,229599,92.54,1,8,24,16439,3.04,3.06,8000000,1.4
1285,7130535,26194251,2.66E+15,50000,95.24,1.4,23,7,23072,3.08,3.04,8000029,5
1286,7130541,26194348,2.67E+15,2250000,112.11,5,296,1,15190,3.03,3.08,8000029,1.51
1287,7130542,26194434,2.66E+15,246586,115.06,1.51,20,100,27350,3.1,3.03,8000029,3
1288,7130543,26194503,2.66E+15,21000,124.22,3,4,50,9307,3.12,3.1,8000029,20
1289,7130544,26194545,2.66E+15,21000,136.05,20,25,65,22729,3.07,3.12,8000000,7
1290,7130545,26194547,2.66E+15,42000,116.24,7,23,76,24809,3.05,3.07,8000000,2
1291,7130546,26194607,2.66E+15,21000,115.83,2,13,81,18757,3.04,3.05,8000029,1.5
1292,7130547,26194612,2.66E+15,70000,119.13,1.5,1,76,21580,3.07,3.04,8000029,5
1293,7130549,26194655,2.66E+15,60000,109.7,5,4,30,8376,3.03,3.07,8000000,1.352
1294,7130551,26194734,2.66E+15,21000,115.62,1.352,26,26,8985,3.04,3.03,8000029,2
1295,7130553,26194818,2.66E+15,21000,129.87,2,8,16,8093,3.23,3.04,8000029,7
1296,7130554,26194824,2.66E+15,1000000,116.57,7,29,23,6814,3.23,3.23,8000000,11
1297,7130555,26194852,2.66E+15,50000,116.33,11,44,64,24074,3.16,3.23,8000029,1
1298,7130556,26194917,2.66E+15,21000,119.05,1,39,76,17395,3.24,3.16,8000029,10
1299,7130557,26194938,2.66E+15,1000000,115.47,10,88,34,10945,3.2,3.24,8000000,7
