,gasprice,height,heightl1,totaldifficulty,totaldiffl1,difficulty,diffl1,gaslimit,limitl1,rate,ratel1,timestamp,timestampl1,gaspricel1,gaspricel2,gaspricel3,gaspricel4,gaspricel5,confirmtime,conl1,conl2,conl3,conl4,conl5,timespan1,timespan2,timespan3,timespan4,timespan5
0,1.7,7128593,7128592,8890508619679116358784,8890505916139689418466,2703539426940318,2701670496079517,50000,21000,95.24,116.14,1548469521,1548469519,41.0,5.0,1.7,3.0,3.02,18.0,1.0,49.0,33.0,3.0,17.0,2,3,69,21,27
1,1.6,7128594,7128593,8890511323768299112990,8890508619679116358784,2704089182754206,2703539426940318,54224,50000,112.7,95.24,1548469535,1548469521,1.7,41.0,5.0,1.7,3.0,10.0,18.0,1.0,49.0,33.0,3.0,14,2,3,69,21
2,1.6,7128595,7128594,8890514024446169542286,8890511323768299112990,2700677870429296,2704089182754206,60000,54224,115.89,112.7,1548469573,1548469535,1.6,1.7,41.0,5.0,1.7,37.0,10.0,18.0,1.0,49.0,33.0,38,14,2,3,69
3,1.54491,7128596,7128595,8890516724355105419050,8890514024446169542286,2699908935876764,2700677870429296,150000,60000,107.11,115.89,1548469597,1548469573,1.6,1.6,1.7,41.0,5.0,12.0,37.0,10.0,18.0,1.0,49.0,24,38,14,2,3
4,2.0,7128597,7128596,8890519423495482199606,8890516724355105419050,2699140376780556,2699908935876764,104346,150000,115.0,107.11,1548469617,1548469597,1.54491,1.6,1.6,1.7,41.0,30.0,12.0,37.0,10.0,18.0,1.0,20,24,38,14,2
5,8.05039,7128598,7128597,8890522124503554431149,8890519423495482199606,2701008072231543,2699140376780556,52412,104346,118.5,115.0,1548469621,1548469617,2.0,1.54491,1.6,1.6,1.7,15.0,30.0,12.0,37.0,10.0,18.0,4,20,24,38,14
6,2.0,7128599,7128598,8890524823423679281042,8890522124503554431149,2698920124849893,2701008072231543,420000,52412,108.84,118.5,1548469651,1548469621,8.05039,2.0,1.54491,1.6,1.6,23.0,15.0,30.0,12.0,37.0,10.0,30,4,20,24,38
7,2.0,7128600,7128599,8890527522893559944823,8890524823423679281042,2699469880663781,2698920124849893,21040,420000,116.4,108.84,1548469661,1548469651,2.0,8.05039,2.0,1.54491,1.6,1.0,23.0,15.0,30.0,12.0,37.0,10,30,4,20,24
8,1.6,7128601,7128600,8890530222913196422492,8890527522893559944823,2700019636477669,2699469880663781,70000,21040,119.13,116.4,1548469671,1548469661,2.0,2.0,8.05039,2.0,1.54491,7.0,1.0,23.0,15.0,30.0,12.0,10,10,30,4,20
9,2.0,7128602,7128601,8890532924800957677172,8890530222913196422492,2701887761254680,2700019636477669,3000000,70000,116.16,119.13,1548469678,1548469671,1.6,2.0,2.0,8.05039,2.0,5.0,7.0,1.0,23.0,15.0,30.0,7,10,10,30,4
10,2.0,7128603,7128602,8890535627238474745740,8890532924800957677172,2702437517068568,2701887761254680,500000,3000000,121.78,116.16,1548469695,1548469678,2.0,1.6,2.0,2.0,8.05039,10.0,5.0,7.0,1.0,23.0,15.0,17,7,10,10,30
11,1.6,7128605,7128603,8890541027163363981652,8890535627238474745740,2700896265060099,2702437517068568,250000,500000,99.21,121.78,1548469739,1548469695,2.0,2.0,1.6,2.0,2.0,32.0,10.0,5.0,7.0,1.0,23.0,44,17,7,10,10
12,1.6,7128606,7128605,8890543728609384855639,8890541027163363981652,2701446020873987,2700896265060099,21000,250000,129.87,99.21,1548469748,1548469739,1.6,2.0,2.0,1.6,2.0,2.0,32.0,10.0,5.0,7.0,1.0,9,44,17,7,10
13,2.0,7128607,7128606,8890546431924226983393,8890543728609384855639,2703314842127754,2701446020873987,55000,21000,108.11,129.87,1548469751,1548469748,1.6,1.6,2.0,2.0,1.6,1.0,2.0,32.0,10.0,5.0,7.0,3,9,44,17,7
14,3.0,7128608,7128607,8890549133148869024521,8890546431924226983393,2701224642041128,2703314842127754,60000,55000,110.17,108.11,1548469783,1548469751,2.0,1.6,1.6,2.0,2.0,4.0,1.0,2.0,32.0,10.0,5.0,32,3,9,44,17
15,1.0,7128609,7128608,8890551833604309534791,8890549133148869024521,2700455440510270,2701224642041128,90000,60000,114.94,110.17,1548469804,1548469783,3.0,2.0,1.6,1.6,2.0,2.0,4.0,1.0,2.0,32.0,10.0,21,32,3,9,44
16,1.6,7128611,7128609,8890557232207693480770,8890551833604309534791,2700235351137943,2700455440510270,21000,90000,136.05,114.94,1548469857,1548469804,1.0,3.0,2.0,1.6,1.6,13.0,2.0,4.0,1.0,2.0,32.0,53,21,32,3,9
17,1.6,7128612,7128611,8890559934311274725148,8890557232207693480770,2702103581244378,2700235351137943,21000,21000,116.21,136.05,1548469861,1548469857,1.6,1.0,3.0,2.0,1.6,0.0,13.0,2.0,4.0,1.0,2.0,4,53,21,32,3
18,1.0,7128613,7128612,8890562638283998297693,8890559934311274725148,2703972723572545,2702103581244378,50000,21000,116.33,116.21,1548469865,1548469861,1.6,1.6,1.0,3.0,2.0,46.0,0.0,13.0,2.0,4.0,1.0,4,4,53,21,32
19,20.0,7128614,7128613,8890565344126776865557,8890562638283998297693,2705842778567864,2703972723572545,150000,50000,115.87,116.33,1548469872,1548469865,1.0,1.6,1.6,1.0,3.0,12.0,46.0,0.0,13.0,2.0,4.0,7,4,4,53,21
20,2.0,7128615,7128614,8890568047876886658865,8890565344126776865557,2703750109793308,2705842778567864,50000,150000,95.24,115.87,1548469906,1548469872,20.0,1.0,1.6,1.6,1.0,43.0,12.0,46.0,0.0,13.0,2.0,34,7,4,4,53
21,6.63,7128616,7128615,8890570746895990332873,8890568047876886658865,2699019103674008,2703750109793308,21000,50000,119.05,95.24,1548469952,1548469906,2.0,20.0,1.0,1.6,1.6,1.0,43.0,12.0,46.0,0.0,13.0,46,34,7,4,4
22,1.6,7128617,7128616,8890573446464849820769,8890570746895990332873,2699568859487896,2699019103674008,50000,21000,95.24,119.05,1548469966,1548469952,6.63,2.0,20.0,1.0,1.6,11.0,1.0,43.0,12.0,46.0,0.0,14,46,34,7,4
23,2.0,7128618,7128617,8890576142629018551040,8890573446464849820769,2696164168730271,2699568859487896,210000,50000,109.09,95.24,1548470006,1548469966,1.6,6.63,2.0,20.0,1.0,19.0,11.0,1.0,43.0,12.0,46.0,40,14,46,34,7
24,2.0,7128619,7128618,8890578838026456684687,8890576142629018551040,2695397438133647,2696164168730271,60000,210000,111.64,109.09,1548470024,1548470006,2.0,1.6,6.63,2.0,20.0,9.0,19.0,11.0,1.0,43.0,12.0,18,40,14,46,34
25,10.0,7128620,7128619,8890581519496418298504,8890578838026456684687,2681469961613817,2695397438133647,65000,60000,102.02,111.64,1548470138,1548470024,2.0,2.0,1.6,6.63,2.0,77.0,9.0,19.0,11.0,1.0,43.0,114,18,40,14,46
26,4.0,7128621,7128620,8890584202825447230903,8890581519496418298504,2683329028932399,2681469961613817,350000,65000,116.2,102.02,1548470143,1548470138,10.0,2.0,2.0,1.6,6.63,17.0,77.0,9.0,19.0,11.0,1.0,5,114,18,40,14
27,1.6,7128622,7128621,8890586886704231977190,8890584202825447230903,2683878784746287,2683329028932399,52967,350000,94.4,116.2,1548470153,1548470143,4.0,10.0,2.0,2.0,1.6,71.0,17.0,77.0,9.0,19.0,11.0,10,5,114,18,40
28,3.0,7128623,7128622,8890589572443260225229,8890586886704231977190,2685739028248039,2683878784746287,40000,52967,137.03,94.4,1548470156,1548470153,1.6,4.0,10.0,2.0,2.0,17.0,71.0,17.0,77.0,9.0,19.0,3,10,5,114,18
29,1.6,7128624,7128623,8890592257420648277270,8890589572443260225229,2684977388052041,2685739028248039,53000,40000,116.4,137.03,1548470178,1548470156,3.0,1.6,4.0,10.0,2.0,165.0,17.0,71.0,17.0,77.0,9.0,22,3,10,5,114
30,1.7,7128625,7128624,8890594942947792143199,8890592257420648277270,2685527143865929,2684977388052041,60000,53000,136.05,116.4,1548470188,1548470178,1.6,3.0,1.6,4.0,10.0,5.0,165.0,17.0,71.0,17.0,77.0,10,22,3,10,5
31,1.6,7128626,7128625,8890597626402106721586,8890594942947792143199,2683454314578387,2685527143865929,50000,60000,95.24,136.05,1548470217,1548470188,1.7,1.6,3.0,1.6,4.0,10.0,5.0,165.0,17.0,71.0,17.0,29,10,22,3,10
32,1.0,7128627,7128626,8890600309095896686821,8890597626402106721586,2682693789965235,2683454314578387,21000,50000,119.05,95.24,1548470241,1548470217,1.6,1.7,1.6,3.0,1.6,4.0,10.0,5.0,165.0,17.0,71.0,24,29,10,22,3
33,1.6,7128628,7128627,8890602992339442465944,8890600309095896686821,2683243545779123,2682693789965235,400000,21000,113.55,119.05,1548470254,1548470241,1.0,1.6,1.7,1.6,3.0,0.0,4.0,10.0,5.0,165.0,17.0,13,24,29,10,22
34,2.0,7128629,7128628,8890605676132744058955,8890602992339442465944,2683793301593011,2683243545779123,21000,400000,114.29,113.55,1548470264,1548470254,1.6,1.0,1.6,1.7,1.6,16.0,0.0,4.0,10.0,5.0,165.0,10,13,24,29,10
35,1.6,7128630,7128629,8890608359165355517811,8890605676132744058955,2683032611458856,2683793301593011,121045,21000,125.17,114.29,1548470285,1548470264,2.0,1.6,1.0,1.6,1.7,3.0,16.0,0.0,4.0,10.0,5.0,21,10,13,24,29
36,5.0,7128631,7128630,8890611044057797307868,8890608359165355517811,2684892441790057,2683032611458856,50000,121045,95.24,125.17,1548470289,1548470285,1.6,2.0,1.6,1.0,1.6,28.0,3.0,16.0,0.0,4.0,10.0,4,21,10,13,24
37,1.6,7128632,7128631,8890613730810977549405,8890611044057797307868,2686753180241537,2684892441790057,352741,50000,120.92,95.24,1548470291,1548470289,5.0,1.6,2.0,1.6,1.0,30.0,28.0,3.0,16.0,0.0,4.0,2,4,21,10,13
38,2.0,7128634,7128632,8890619109903188085342,8890613730810977549405,2690477383279223,2686753180241537,50000,352741,95.24,120.92,1548470294,1548470291,1.6,5.0,1.6,2.0,1.6,11.0,30.0,28.0,3.0,16.0,0.0,3,2,4,21,10
39,1.54491,7128635,7128634,8890621800930327178453,8890619109903188085342,2691027139093111,2690477383279223,55000,50000,114.94,95.24,1548470307,1548470294,2.0,1.6,5.0,1.6,2.0,191.0,11.0,30.0,28.0,3.0,16.0,13,3,2,4,21
40,1.1,7128636,7128635,8890624491193243990192,8890621800930327178453,2690262916811739,2691027139093111,21000,55000,126.98,114.94,1548470326,1548470307,1.54491,2.0,1.6,5.0,1.6,15.0,191.0,11.0,30.0,28.0,3.0,19,13,3,2,4
41,5.0,7128637,7128636,8890627179378706736121,8890624491193243990192,2688185462745929,2690262916811739,130000,21000,126.63,126.98,1548470358,1548470326,1.1,1.54491,2.0,1.6,5.0,4.0,15.0,191.0,11.0,30.0,28.0,32,19,13,3,2
42,2.0,7128638,7128637,8890629864176153621995,8890627179378706736121,2684797446885874,2688185462745929,55921,130000,115.8,126.63,1548470394,1548470358,5.0,1.1,1.54491,2.0,1.6,43.0,4.0,15.0,191.0,11.0,30.0,36,32,19,13,3
43,4.0,7128639,7128638,8890632544279611308309,8890629864176153621995,2680103457686314,2684797446885874,60000,55921,85.59,115.8,1548470439,1548470394,2.0,5.0,1.1,1.54491,2.0,11.0,43.0,4.0,15.0,191.0,11.0,45,36,32,19,13
44,1.6,7128640,7128639,8890635226241469074959,8890632544279611308309,2681961857766650,2680103457686314,60000,60000,115.89,85.59,1548470441,1548470439,4.0,2.0,5.0,1.1,1.54491,2.0,11.0,43.0,4.0,15.0,191.0,2,45,36,32,19
45,2.0,7128641,7128640,8890637906133979278773,8890635226241469074959,2679892510203814,2681961857766650,60000,60000,131.78,115.89,1548470469,1548470441,1.6,4.0,2.0,5.0,1.1,7.0,2.0,11.0,43.0,4.0,15.0,28,2,45,36,32
46,1.6,7128642,7128641,8890640586576245296475,8890637906133979278773,2680442266017702,2679892510203814,52967,60000,116.41,131.78,1548470479,1548470469,2.0,1.6,4.0,2.0,5.0,6.0,7.0,2.0,11.0,43.0,4.0,10,28,2,45,36
47,3.0,7128643,7128642,8890643263641838027456,8890640586576245296475,2677065592730981,2680442266017702,50000,52967,95.24,116.41,1548470520,1548470479,1.6,2.0,1.6,4.0,2.0,4.0,6.0,7.0,2.0,11.0,43.0,41,10,28,2,45
48,3.0,7128644,7128643,8890645941257186572325,8890643263641838027456,2677615348544869,2677065592730981,60000,50000,116.11,95.24,1548470537,1548470520,3.0,1.6,2.0,1.6,4.0,4.0,4.0,6.0,7.0,2.0,11.0,17,41,10,28,2
49,1.6,7128645,7128644,8890648619422290931082,8890645941257186572325,2678165104358757,2677615348544869,90000,60000,116.36,116.11,1548470548,1548470537,3.0,3.0,1.6,2.0,1.6,64.0,4.0,4.0,6.0,7.0,2.0,11,17,41,10,28
50,3.0,7128646,7128645,8890651295521755494003,8890648619422290931082,2676099464562921,2678165104358757,116189,90000,114.76,116.36,1548470577,1548470548,1.6,3.0,3.0,1.6,2.0,21.0,64.0,4.0,4.0,6.0,7.0,29,11,17,41,10
51,10.0,7128647,7128646,8890653970864286679131,8890651295521755494003,2675342531185128,2676099464562921,21000,116189,95.24,114.76,1548470601,1548470577,3.0,1.6,3.0,3.0,1.6,15.0,21.0,64.0,4.0,4.0,6.0,24,29,11,17,41
52,40.0,7128648,7128647,8890656648062893273452,8890653970864286679131,2677198606594321,2675342531185128,90000,21000,119.05,95.24,1548470604,1548470601,10.0,3.0,1.6,3.0,3.0,5.0,15.0,21.0,64.0,4.0,4.0,3,24,29,11,17
53,1.0,7128649,7128648,8890659325811255681661,8890656648062893273452,2677748362408209,2677198606594321,21000,90000,119.05,119.05,1548470621,1548470604,40.0,10.0,3.0,1.6,3.0,9.0,5.0,15.0,21.0,64.0,4.0,17,3,24,29,11
54,1.6,7128650,7128649,8890662005416868221340,8890659325811255681661,2679605612539679,2677748362408209,21000,21000,136.05,119.05,1548470623,1548470621,1.0,40.0,10.0,3.0,1.6,1.0,9.0,5.0,15.0,21.0,64.0,2,17,3,24,29
55,7.0,7128651,7128650,8890664685572236574907,8890662005416868221340,2680155368353567,2679605612539679,150000,21000,93.05,136.05,1548470633,1548470623,1.6,1.0,40.0,10.0,3.0,43.0,1.0,9.0,5.0,15.0,21.0,10,2,17,3,24
56,1.6,7128652,7128651,8890667359734012675097,8890664685572236574907,2674161776100190,2680155368353567,67596,150000,119.45,93.05,1548470689,1548470633,7.0,1.6,1.0,40.0,10.0,9.0,43.0,1.0,9.0,5.0,15.0,56,10,2,17,3
57,20.0,7128653,7128652,8890670035751287643911,8890667359734012675097,2676017274968814,2674161776100190,25200,67596,114.5,119.45,1548470694,1548470689,1.6,7.0,1.6,1.0,40.0,1.0,9.0,43.0,1.0,9.0,5.0,5,56,10,2,17
58,1.6,7128654,7128653,8890672713624967486656,8890670035751287643911,2677873679842745,2676017274968814,113532,25200,82.58,114.5,1548470701,1548470694,20.0,1.6,7.0,1.6,1.0,2.0,1.0,9.0,43.0,1.0,9.0,7,5,56,10,2
59,5.0,7128655,7128654,8890675392048403143289,8890672713624967486656,2678423435656633,2677873679842745,21000,113532,108.84,82.58,1548470710,1548470701,1.6,20.0,1.6,7.0,1.6,0.0,2.0,1.0,9.0,43.0,1.0,9,7,5,56,10
60,1.3,7128656,7128655,8890678072329418557001,8890675392048403143289,2680281015413712,2678423435656633,1000000,21000,114.72,108.84,1548470715,1548470710,5.0,1.6,20.0,1.6,7.0,5.0,0.0,2.0,1.0,9.0,43.0,5,9,7,5,56
61,5.0,7128657,7128656,8890680753160189784601,8890678072329418557001,2680830771227600,2680281015413712,37169,1000000,100.89,114.72,1548470729,1548470715,1.3,5.0,1.6,20.0,1.6,6.0,5.0,0.0,2.0,1.0,9.0,14,5,9,7,5
62,3.0,7128658,7128657,8890683435849716226102,8890680753160189784601,2682689526441501,2680830771227600,60000,37169,115.89,100.89,1548470740,1548470729,5.0,1.3,5.0,1.6,20.0,1.0,6.0,5.0,0.0,2.0,1.0,11,14,5,9,7
63,2.0,7128659,7128658,8890686120398905476823,8890683435849716226102,2684549189250721,2682689526441501,79857,60000,93.92,115.89,1548470748,1548470740,3.0,5.0,1.3,5.0,1.6,16.0,1.0,6.0,5.0,0.0,2.0,8,11,14,5,9
64,3.0,7128660,7128659,8890688806808665575245,8890686120398905476823,2686409760098422,2684549189250721,90000,79857,114.94,93.92,1548470756,1548470748,2.0,3.0,5.0,1.3,5.0,27.0,16.0,1.0,6.0,5.0,0.0,8,8,11,14,5
65,1.7,7128661,7128660,8890691489833010940536,8890688806808665575245,2683024345365291,2686409760098422,79857,90000,93.92,114.94,1548470797,1548470756,3.0,2.0,3.0,5.0,1.3,39.0,27.0,16.0,1.0,6.0,5.0,41,8,8,11,14
66,1.6,7128662,7128661,8890694173407112119715,8890691489833010940536,2683574101179179,2683024345365291,21000,79857,136.05,93.92,1548470808,1548470797,1.7,3.0,2.0,3.0,5.0,8.0,39.0,27.0,16.0,1.0,6.0,11,41,8,8,11
67,2.0,7128663,7128662,8890696857530969112782,8890694173407112119715,2684123856993067,2683574101179179,200000,21000,105.79,136.05,1548470818,1548470808,1.6,1.7,3.0,2.0,3.0,0.0,8.0,39.0,27.0,16.0,1.0,10,11,41,8,8
68,3.0,7128664,7128663,8890699542204581919737,8890696857530969112782,2684673612806955,2684123856993067,25034,200000,116.22,105.79,1548470830,1548470818,2.0,1.6,1.7,3.0,2.0,28.0,0.0,8.0,39.0,27.0,16.0,12,10,11,41,8
69,1.6,7128665,7128664,8890702224806198965574,8890699542204581919737,2682601617045837,2684673612806955,60000,25034,116.4,116.22,1548470861,1548470830,3.0,2.0,1.6,1.7,3.0,17.0,28.0,0.0,8.0,39.0,27.0,31,12,10,11,41
70,5.0,7128666,7128665,8890704909267435896122,8890702224806198965574,2684461236930548,2682601617045837,55278,60000,115.32,116.4,1548470864,1548470861,1.6,3.0,2.0,1.6,1.7,6.0,17.0,28.0,0.0,8.0,39.0,3,31,12,10,11
71,1.6,7128667,7128666,8890707592967656552214,8890704909267435896122,2683700220656092,2684461236930548,500000,55278,112.91,115.32,1548470886,1548470864,5.0,1.6,3.0,2.0,1.6,2.0,6.0,17.0,28.0,0.0,8.0,22,3,31,12,10
72,1.6,7128668,7128667,8890710278528033520561,8890707592967656552214,2685560376968347,2683700220656092,90000,500000,114.94,112.91,1548470894,1548470886,1.6,5.0,1.6,3.0,2.0,6.0,2.0,6.0,17.0,28.0,0.0,8,22,3,31,12
73,1.6,7128669,7128668,8890712960704239969348,8890710278528033520561,2682176206448787,2685560376968347,107000,90000,108.44,114.94,1548470930,1548470894,1.6,1.6,5.0,1.6,3.0,24.0,6.0,2.0,6.0,17.0,28.0,36,8,22,3,31
74,5.0,7128670,7128669,8890715644739858582828,8890712960704239969348,2684035618613480,2682176206448787,54838,107000,109.41,108.44,1548470936,1548470930,1.6,1.6,1.6,5.0,1.6,178.0,24.0,6.0,2.0,6.0,17.0,6,36,8,22,3
75,1.0,7128671,7128670,8890718330635797277097,8890715644739858582828,2685895938694269,2684035618613480,50000,54838,116.19,109.41,1548470939,1548470936,5.0,1.6,1.6,1.6,5.0,16.0,178.0,24.0,6.0,2.0,6.0,3,6,36,8,22
76,20.0,7128672,7128671,8890721017081491785254,8890718330635797277097,2686445694508157,2685895938694269,70000,50000,119.13,116.19,1548470954,1548470939,1.0,5.0,1.6,1.6,1.6,7.0,16.0,178.0,24.0,6.0,2.0,15,3,6,36,8
77,1.54491,7128673,7128672,8890723701453459983757,8890721017081491785254,2684371968198503,2686445694508157,400000,70000,115.43,119.13,1548470987,1548470954,20.0,1.0,5.0,1.6,1.6,17.0,7.0,16.0,178.0,24.0,6.0,33,15,3,6,36
78,2.0,7128674,7128673,8890726386375183996148,8890723701453459983757,2684921724012391,2684371968198503,70000,400000,118.93,115.43,1548470998,1548470987,1.54491,20.0,1.0,5.0,1.6,9.0,17.0,7.0,16.0,178.0,24.0,11,33,15,3,6
79,1.0,7128675,7128674,8890729073157660757979,8890726386375183996148,2686782476761831,2684921724012391,52903,70000,116.28,118.93,1548471003,1548470998,2.0,1.54491,20.0,1.0,5.0,47.0,9.0,17.0,7.0,16.0,178.0,5,11,33,15,3
80,2.31736,7128676,7128675,8890731763113704346160,8890729073157660757979,2689956043588181,2686782476761831,138848,52903,85.8,116.28,1548471004,1548471003,1.0,2.0,1.54491,20.0,1.0,7.0,47.0,9.0,17.0,7.0,16.0,1,5,11,33,15
81,2.31736,7128677,7128676,8890734453619503748229,8890731763113704346160,2690505799402069,2689956043588181,50000,138848,95.24,85.8,1548471018,1548471004,2.31736,1.0,2.0,1.54491,20.0,13.0,7.0,47.0,9.0,17.0,7.0,14,1,5,11,33
82,4.0,7128678,7128677,8890737140733888359594,8890734453619503748229,2687114384611365,2690505799402069,6720000,50000,120.56,95.24,1548471058,1548471018,2.31736,2.31736,1.0,2.0,1.54491,29.0,13.0,7.0,47.0,9.0,17.0,40,14,1,5,11
83,2.0,7128679,7128678,8890739829710096355458,8890737140733888359594,2688976207995864,2687114384611365,50000,6720000,95.24,120.56,1548471066,1548471058,4.0,2.31736,2.31736,1.0,2.0,32.0,29.0,13.0,7.0,47.0,9.0,8,40,14,1,5
84,3.0,7128680,7128679,8890742515297130173030,8890739829710096355458,2685587033817572,2688976207995864,1600000,50000,127.87,95.24,1548471106,1548471066,2.0,4.0,2.31736,2.31736,1.0,59.0,32.0,29.0,13.0,7.0,47.0,40,8,40,14,1
85,1.54491,7128681,7128680,8890745202745241598346,8890742515297130173030,2687448111425316,2685587033817572,60000,1600000,116.23,127.87,1548471107,1548471106,3.0,2.0,4.0,2.31736,2.31736,100.0,59.0,32.0,29.0,13.0,7.0,1,40,8,40,14
86,7.0,7128682,7128681,8890747889430878314394,8890745202745241598346,2686685636716048,2687448111425316,60000,60000,132.21,116.23,1548471133,1548471107,1.54491,3.0,2.0,4.0,2.31736,4.0,100.0,59.0,32.0,29.0,13.0,26,1,40,8,40
87,20.0,7128683,7128682,8890750577978129065382,8890747889430878314394,2688547250750988,2686685636716048,70000,60000,118.93,132.21,1548471135,1548471133,7.0,1.54491,3.0,2.0,4.0,1.0,4.0,100.0,59.0,32.0,29.0,2,26,1,40,8
88,2.0,7128684,7128683,8890753261824066781138,8890750577978129065382,2683845937715756,2688547250750988,70000,70000,119.13,118.93,1548471183,1548471135,20.0,7.0,1.54491,3.0,2.0,3.0,1.0,4.0,100.0,59.0,32.0,48,2,26,1,40
89,1.54491,7128685,7128684,8890755944909288661507,8890753261824066781138,2683085221880369,2683845937715756,62656,70000,118.96,119.13,1548471201,1548471183,2.0,20.0,7.0,1.54491,3.0,4.0,3.0,1.0,4.0,100.0,59.0,18,48,2,26,1
90,1.54491,7128686,7128685,8890758629854366561760,8890755944909288661507,2684945077900253,2683085221880369,1000000,62656,116.28,118.96,1548471209,1548471201,1.54491,2.0,20.0,7.0,1.54491,46.0,4.0,3.0,1.0,4.0,100.0,8,18,48,2,26
91,1.6,7128691,7128686,8890772078568995331731,8890758629854366561760,2692943880559207,2684945077900253,60000,1000000,115.48,116.28,1548471245,1548471209,1.54491,1.54491,2.0,20.0,7.0,2.0,46.0,4.0,3.0,1.0,4.0,36,8,18,48,2
92,2.0,7128692,7128691,8890774772062631704826,8890772078568995331731,2693493636373095,2692943880559207,60000,60000,136.05,115.48,1548471256,1548471245,1.6,1.54491,1.54491,2.0,20.0,0.0,2.0,46.0,4.0,3.0,1.0,11,36,8,18,48
93,1.6,7128693,7128692,8890777467421206331444,8890774772062631704826,2695358574626618,2693493636373095,100000,60000,115.77,136.05,1548471273,1548471256,2.0,1.6,1.54491,1.54491,2.0,26.0,0.0,2.0,46.0,4.0,3.0,17,11,36,8,18
94,4.0,7128695,7128693,8890782858471155784223,8890777467421206331444,2696457712066289,2695358574626618,21000,100000,114.29,115.77,1548471295,1548471273,1.6,2.0,1.6,1.54491,1.54491,18.0,26.0,0.0,2.0,46.0,4.0,22,17,11,36,8
95,1.54491,7128696,7128695,8890785551528734437743,8890782858471155784223,2693057578653520,2696457712066289,1000000,21000,112.71,114.29,1548471333,1548471295,4.0,1.6,2.0,1.6,1.54491,22.0,18.0,26.0,0.0,2.0,46.0,38,22,17,11,36
96,1.0,7128697,7128696,8890788246451038425977,8890785551528734437743,2694922303988234,2693057578653520,50000,1000000,116.38,112.71,1548471338,1548471333,1.54491,4.0,1.6,2.0,1.6,27.0,22.0,18.0,26.0,0.0,2.0,5,38,22,17,11
97,2.0,7128699,7128697,8890793639259882920351,8890788246451038425977,2696020904661008,2694922303988234,90000,50000,116.24,116.38,1548471363,1548471338,1.0,1.54491,4.0,1.6,2.0,8.0,27.0,22.0,18.0,26.0,0.0,25,5,38,22,17
98,2.0,7128700,7128699,8890796334514126937893,8890793639259882920351,2695254244017542,2696020904661008,7607448,90000,114.12,116.24,1548471388,1548471363,2.0,1.0,1.54491,4.0,1.6,19.0,8.0,27.0,22.0,18.0,26.0,25,25,5,38,22
99,2.0,7128701,7128700,8890799030318126769323,8890796334514126937893,2695803999831430,2695254244017542,1000000,7607448,116.84,114.12,1548471398,1548471388,2.0,2.0,1.0,1.54491,4.0,4.0,19.0,8.0,27.0,22.0,18.0,10,25,25,5,38
100,1.6,7128702,7128701,8890801727988192961433,8890799030318126769323,2697670066192110,2695803999831430,90000,1000000,116.33,116.84,1548471406,1548471398,2.0,2.0,2.0,1.0,1.54491,2.0,4.0,19.0,8.0,27.0,22.0,8,10,25,25,5
101,2.28205,7128704,7128702,8890807124975769567077,8890801727988192961433,2697450532887639,2697670066192110,21000,90000,136.05,116.33,1548471436,1548471406,1.6,2.0,2.0,2.0,1.0,19.0,2.0,4.0,19.0,8.0,27.0,30,8,10,25,25
102,2.0,7128705,7128704,8890809820341829232582,8890807124975769567077,2695366059665505,2697450532887639,90000,21000,115.48,136.05,1548471471,1548471436,2.28205,1.6,2.0,2.0,2.0,48.0,19.0,2.0,4.0,19.0,8.0,35,30,8,10,25
103,2.0,7128706,7128705,8890812513625451294333,8890809820341829232582,2693283622061751,2695366059665505,53370,90000,93.69,115.48,1548471502,1548471471,2.0,2.28205,1.6,2.0,2.0,0.0,48.0,19.0,2.0,4.0,19.0,31,35,30,8,10
104,2.0,7128707,7128706,8890815208773909063556,8890812513625451294333,2695148457769223,2693283622061751,70000,53370,119.13,93.69,1548471508,1548471502,2.0,2.0,2.28205,1.6,2.0,4.0,0.0,48.0,19.0,2.0,4.0,6,31,35,30,8
105,2.0,7128711,7128707,8890826006715590352490,8890815208773909063556,2701298185870053,2695148457769223,21000,70000,129.87,119.13,1548471536,1548471508,2.0,2.0,2.0,2.28205,1.6,1.0,4.0,0.0,48.0,19.0,2.0,28,6,31,35,30
106,2.0,7128712,7128711,8890828709882525291250,8890826006715590352490,2703166934938760,2701298185870053,21000,21000,95.24,129.87,1548471541,1548471536,2.0,2.0,2.0,2.0,2.28205,4.0,1.0,4.0,0.0,48.0,19.0,5,28,6,31,35
107,1.6,7128713,7128712,8890831414919121773848,8890828709882525291250,2705036596482598,2703166934938760,21000,21000,115.48,95.24,1548471545,1548471541,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,0.0,48.0,4,5,28,6,31
108,2.0,7128714,7128713,8890834115222199467830,8890831414919121773848,2700303077693982,2705036596482598,90000,21000,127.4,115.48,1548471593,1548471545,1.6,2.0,2.0,2.0,2.0,23.0,1.0,4.0,1.0,4.0,0.0,48,4,5,28,6
109,2.0,7128715,7128714,8890836816075032975700,8890834115222199467830,2700852833507870,2700303077693982,216000,90000,84.82,127.4,1548471605,1548471593,2.0,1.6,2.0,2.0,2.0,44.0,23.0,1.0,4.0,1.0,4.0,12,48,4,5,28
