,gasprice,height,heightl1,totaldifficulty,totaldiffl1,difficulty,diffl1,gaslimit,limitl1,rate,ratel1,timestamp,timestampl1,gaspricel1,gaspricel2,gaspricel3,gaspricel4,gaspricel5,confirmtime,conl1,conl2,conl3,conl4,conl5,timespan1,timespan2,timespan3,timespan4,timespan5
2401,1.1,7131384,7131383,8898111228169064245487,8898108491839270098633,2736329794146854,2735780038332966,50000,21000,95.24,109.89,1548516810,1548516797,1.0,1.05125,1.1,3.2,1.1,22.0,3.0,3.0,38.0,11.0,5.0,13,25,3,12,56
2402,3.0,7131385,7131384,8898113962376417141633,8898111228169064245487,2734207352896146,2736329794146854,50000,50000,95.24,95.24,1548516846,1548516810,1.1,1.0,1.05125,1.1,3.2,16.0,22.0,3.0,3.0,38.0,11.0,36,13,25,3,12
2403,2.0,7131386,7131385,8898116698468588035698,8898113962376417141633,2736092170894065,2734207352896146,200000,50000,105.71,95.24,1548516854,1548516846,3.0,1.1,1.0,1.05125,1.1,22.0,16.0,22.0,3.0,3.0,38.0,8,36,13,25,3
2404,12.0,7131387,7131386,8898119432438549733013,8898116698468588035698,2733969961697315,2736092170894065,21000,200000,119.05,105.71,1548516883,1548516854,2.0,3.0,1.1,1.0,1.05125,0.0,22.0,16.0,22.0,3.0,3.0,29,8,36,13,25
2405,1.1,7131388,7131387,8898122168293213514576,8898119432438549733013,2735854663781563,2733969961697315,158000,21000,115.65,119.05,1548516886,1548516883,12.0,2.0,3.0,1.1,1.0,73.0,0.0,22.0,16.0,22.0,3.0,3,29,8,36,13
2406,5.0,7131389,7131388,8898124906033499645076,8898122168293213514576,2737740286130500,2735854663781563,1900000,158000,126.14,115.65,1548516892,1548516886,1.1,12.0,2.0,3.0,1.1,3.0,73.0,0.0,22.0,16.0,22.0,6,3,29,8,36
2407,1.4,7131390,7131389,8898127644323541589464,8898124906033499645076,2738290041944388,2737740286130500,99000,1900000,134.91,126.14,1548516904,1548516892,5.0,1.1,12.0,2.0,3.0,7.0,3.0,73.0,0.0,22.0,16.0,12,6,3,29,8
2408,1.1,7131391,7131390,8898130384500395032283,8898127644323541589464,2740176853442819,2738290041944388,60000,99000,116.29,134.91,1548516912,1548516904,1.4,5.0,1.1,12.0,2.0,4.0,7.0,3.0,73.0,0.0,22.0,8,12,6,3,29
2409,1.4,7131392,7131391,8898133125227004288990,8898130384500395032283,2740726609256707,2740176853442819,21000,60000,115.54,116.29,1548516923,1548516912,1.1,1.4,5.0,1.1,12.0,4.0,4.0,7.0,3.0,73.0,0.0,11,8,12,6,3
2410,1.05125,7131393,7131392,8898135866503369359585,8898133125227004288990,2741276365070595,2740726609256707,250000,21000,107.38,115.54,1548516938,1548516923,1.4,1.1,1.4,5.0,1.1,11.0,4.0,4.0,7.0,3.0,73.0,15,11,8,12,6
2411,3.3,7131394,7131393,8898138609668004094200,8898135866503369359585,2743164634734615,2741276365070595,50000,250000,95.24,107.38,1548516941,1548516938,1.05125,1.4,1.1,1.4,5.0,3.0,11.0,4.0,4.0,7.0,3.0,3,15,11,8,12
2412,1.1,7131395,7131394,8898141352042958785899,8898138609668004094200,2742374954691699,2743164634734615,50000,50000,116.28,95.24,1548516962,1548516941,3.3,1.05125,1.4,1.1,1.4,20.0,3.0,11.0,4.0,4.0,7.0,21,3,15,11,8
2413,4.0,7131396,7131395,8898144096306719562331,8898141352042958785899,2744263760776432,2742374954691699,211129,50000,116.47,116.28,1548516969,1548516962,1.1,3.3,1.05125,1.4,1.1,4.0,20.0,3.0,11.0,4.0,4.0,7,21,3,15,11
2414,1.0,7131397,7131396,8898146842460208692092,8898144096306719562331,2746153489129761,2744263760776432,60000,211129,116.34,116.47,1548516971,1548516969,4.0,1.1,3.3,1.05125,1.4,2293.0,4.0,20.0,3.0,11.0,4.0,2,7,21,3,15
2415,1.1,7131398,7131397,8898149585140767860649,8898146842460208692092,2742680559168557,2746153489129761,72471,60000,116.12,116.34,1548517007,1548516971,1.0,4.0,1.1,3.3,1.05125,2.0,2293.0,4.0,20.0,3.0,11.0,36,2,7,21,3
2416,2.0,7131399,7131398,8898152329710282334875,8898149585140767860649,2744569514474226,2742680559168557,1011500,72471,115.81,116.12,1548517011,1548517007,1.1,1.0,4.0,1.1,3.3,0.0,2.0,2293.0,4.0,20.0,3.0,4,36,2,7,21
2417,6.5696,7131400,7131399,8898155076169674456228,8898152329710282334875,2746459392121353,2744569514474226,200000,1011500,100.8,115.81,1548517012,1548517011,2.0,1.1,1.0,4.0,1.1,2.0,0.0,2.0,2293.0,4.0,20.0,1,4,36,2,7
2418,2.0,7131401,7131400,8898157824519867016528,8898155076169674456228,2748350192560300,2746459392121353,4000000,200000,114.29,100.8,1548517015,1548517012,6.5696,2.0,1.1,1.0,4.0,1.0,2.0,0.0,2.0,2293.0,4.0,3,1,4,36,2
2419,1.1,7131403,7131401,8898163324211755881709,8898157824519867016528,2750791940490993,2748350192560300,935000,4000000,85.38,114.29,1548517032,1548517015,2.0,6.5696,2.0,1.1,1.0,1.0,1.0,2.0,0.0,2.0,2293.0,17,3,1,4,36
2420,2.0,7131404,7131403,8898166076896612313782,8898163324211755881709,2752684856432073,2750791940490993,117000,935000,115.67,85.38,1548517034,1548517032,1.1,2.0,6.5696,2.0,1.1,20.0,1.0,1.0,2.0,0.0,2.0,2,17,3,1,4
2421,25.0,7131405,7131404,8898168826098971352081,8898166076896612313782,2749202359038299,2752684856432073,4000000,117000,114.29,115.67,1548517072,1548517034,2.0,1.1,2.0,6.5696,2.0,16.0,20.0,1.0,1.0,2.0,0.0,38,2,17,3,1
2422,1.1,7131406,7131405,8898171571823934311146,8898168826098971352081,2745724962959065,2749202359038299,22500,4000000,116.75,114.29,1548517109,1548517072,25.0,2.0,1.1,2.0,6.5696,55.0,16.0,20.0,1.0,1.0,2.0,37,38,2,17,3
2423,1.0,7131407,7131406,8898174318098653084099,8898171571823934311146,2746274718772953,2745724962959065,78300,22500,109.47,116.75,1548517122,1548517109,1.1,25.0,2.0,1.1,2.0,5.0,55.0,16.0,20.0,1.0,1.0,13,37,38,2,17
2424,1.2001,7131408,7131407,8898177066264082123465,8898174318098653084099,2748165429039366,2746274718772953,70000,78300,113.74,109.47,1548517130,1548517122,1.0,1.1,25.0,2.0,1.1,3.0,5.0,55.0,16.0,20.0,1.0,8,13,37,38,2
2425,1.0,7131409,7131408,8898179813637389325821,8898177066264082123465,2747373307202356,2748165429039366,293691,70000,139.29,113.74,1548517149,1548517130,1.2001,1.0,1.1,25.0,2.0,1.0,3.0,5.0,55.0,16.0,20.0,19,8,13,37,38
2426,1.0,7131410,7131409,8898182562901943214722,8898179813637389325821,2749264553888901,2747373307202356,50000,293691,115.86,139.29,1548517155,1548517149,1.0,1.2001,1.0,1.1,25.0,1.0,1.0,3.0,5.0,55.0,16.0,6,19,8,13,37
2427,1.0,7131411,7131410,8898185314058667250464,8898182562901943214722,2751156724035742,2749264553888901,80000,50000,105.5,115.86,1548517159,1548517155,1.0,1.0,1.2001,1.0,1.1,9.0,1.0,1.0,3.0,5.0,55.0,4,6,19,8,13
2428,1.0,7131412,7131411,8898188065765147100094,8898185314058667250464,2751706479849630,2751156724035742,500000,80000,124.92,105.5,1548517170,1548517159,1.0,1.0,1.0,1.2001,1.0,3113.0,9.0,1.0,1.0,3.0,5.0,11,4,6,19,8
2429,7.0,7131413,7131412,8898190818021382763612,8898188065765147100094,2752256235663518,2751706479849630,190232,500000,116.95,124.92,1548517185,1548517170,1.0,1.0,1.0,1.0,1.2001,9.0,3113.0,9.0,1.0,1.0,3.0,15,11,4,6,19
2430,3.4625,7131414,7131413,8898193570827374241018,8898190818021382763612,2752805991477406,2752256235663518,90000,190232,125.02,116.95,1548517194,1548517185,7.0,1.0,1.0,1.0,1.0,16.0,9.0,3113.0,9.0,1.0,1.0,9,15,11,4,6
2431,1.0,7131415,7131414,8898196325527265082838,8898193570827374241018,2754699890841820,2752805991477406,2000000,90000,128.17,125.02,1548517202,1548517194,3.4625,7.0,1.0,1.0,1.0,1.0,16.0,9.0,3113.0,9.0,1.0,8,9,15,11,4
2432,1.05125,7131416,7131415,8898199079431843432471,8898196325527265082838,2753904578349633,2754699890841820,211396,2000000,114.02,128.17,1548517223,1548517202,1.0,3.4625,7.0,1.0,1.0,16.0,1.0,16.0,9.0,3113.0,9.0,21,8,9,15,11
2433,1.11,7131417,7131416,8898201833886177595992,8898199079431843432471,2754454334163521,2753904578349633,53639,211396,113.62,114.02,1548517234,1548517223,1.05125,1.0,3.4625,7.0,1.0,1.0,16.0,1.0,16.0,9.0,3113.0,11,21,8,9,15
2434,1.05125,7131418,7131417,8898204588890267573401,8898201833886177595992,2755004089977409,2754454334163521,150000,53639,115.45,113.62,1548517253,1548517234,1.11,1.05125,1.0,3.4625,7.0,5.0,1.0,16.0,1.0,16.0,9.0,19,11,21,8,9
2435,2.0,7131419,7131418,8898207341753679683080,8898204588890267573401,2752863412109679,2755004089977409,21000,150000,119.05,115.45,1548517283,1548517253,1.05125,1.11,1.05125,1.0,3.4625,20.0,5.0,1.0,16.0,1.0,16.0,30,19,11,21,8
2436,1.0,7131420,7131419,8898210093822676018703,8898207341753679683080,2752068996335623,2752863412109679,4000000,21000,116.48,119.05,1548517308,1548517283,2.0,1.05125,1.11,1.05125,1.0,0.0,20.0,5.0,1.0,16.0,1.0,25,30,19,11,21
2437,11.0,7131421,7131420,8898212846441428168214,8898210093822676018703,2752618752149511,2752068996335623,250000,4000000,115.87,116.48,1548517324,1548517308,1.0,2.0,1.05125,1.11,1.05125,1.0,0.0,20.0,5.0,1.0,16.0,16,25,30,19,11
2438,1.2,7131422,7131421,8898215600953988256686,8898212846441428168214,2754512560088472,2752618752149511,100000,250000,116.16,115.87,1548517330,1548517324,11.0,1.0,2.0,1.05125,1.11,16.0,1.0,0.0,20.0,5.0,1.0,6,16,25,30,19
2439,14.0,7131423,7131422,8898218357361280995026,8898215600953988256686,2756407292738340,2754512560088472,4300000,100000,119.36,116.16,1548517337,1548517330,1.2,11.0,1.0,2.0,1.05125,3.0,16.0,1.0,0.0,20.0,5.0,7,6,16,25,30
2440,5.05125,7131424,7131423,8898221115664231545661,8898218357361280995026,2758302950550635,2756407292738340,275754,4300000,115.4,119.36,1548517345,1548517337,14.0,1.2,11.0,1.0,2.0,11.0,3.0,16.0,1.0,0.0,20.0,8,7,6,16,25
2441,1.05125,7131425,7131424,8898223875863765522757,8898221115664231545661,2760199533977096,2758302950550635,382477,275754,106.94,115.4,1548517346,1548517345,5.05125,14.0,1.2,11.0,1.0,32.0,11.0,3.0,16.0,1.0,0.0,1,8,7,6,16
2442,1.1,7131426,7131425,8898226632569794277644,8898223875863765522757,2756706028754887,2760199533977096,21000,382477,129.87,106.94,1548517387,1548517346,1.05125,5.05125,14.0,1.2,11.0,6.0,32.0,11.0,3.0,16.0,1.0,41,1,8,7,6
2443,1.05,7131427,7131426,8898229391171626712021,8898226632569794277644,2758601832434377,2756706028754887,60000,21000,116.25,129.87,1548517391,1548517387,1.1,1.05125,5.05125,14.0,1.2,62.0,6.0,32.0,11.0,3.0,16.0,4,41,1,8,7
2444,1.05125,7131428,7131427,8898232150323214960286,8898229391171626712021,2759151588248265,2758601832434377,21000,60000,146.51,116.25,1548517411,1548517391,1.05,1.1,1.05125,5.05125,14.0,4.0,62.0,6.0,32.0,11.0,3.0,20,4,41,1,8
2445,1.0,7131429,7131428,8898234910024559022439,8898232150323214960286,2759701344062153,2759151588248265,21000,21000,119.05,146.51,1548517425,1548517411,1.05125,1.05,1.1,1.05125,5.05125,3.0,4.0,62.0,6.0,32.0,11.0,14,20,4,41,1
2446,3.1,7131430,7131429,8898237670275658898480,8898234910024559022439,2760251099876041,2759701344062153,21000,21000,129.87,119.05,1548517436,1548517425,1.0,1.05125,1.05,1.1,1.05125,1.0,3.0,4.0,62.0,6.0,32.0,11,14,20,4,41
2447,2.4,7131431,7131430,8898240432424293445770,8898237670275658898480,2762148634547290,2760251099876041,50000,21000,95.24,129.87,1548517437,1548517436,3.1,1.0,1.05125,1.05,1.1,2.0,1.0,3.0,4.0,62.0,6.0,1,11,14,20,4
2448,1.0,7131432,7131431,8898243196471389194910,8898240432424293445770,2764047095749140,2762148634547290,21000,50000,136.05,95.24,1548517438,1548517437,2.4,3.1,1.0,1.05125,1.05,7.0,2.0,1.0,3.0,4.0,62.0,1,1,11,14,20
2449,1.154,7131433,7131432,8898245959718608386967,8898243196471389194910,2763247219192057,2764047095749140,250000,21000,84.77,136.05,1548517463,1548517438,1.0,2.4,3.1,1.0,1.05125,0.0,7.0,2.0,1.0,3.0,4.0,25,1,1,11,14
2450,2.0,7131434,7131433,8898248723515583392912,8898245959718608386967,2763796975005945,2763247219192057,25200,250000,100.25,84.77,1548517473,1548517463,1.154,1.0,2.4,3.1,1.0,4.0,0.0,7.0,2.0,1.0,3.0,10,25,1,1,11
2451,1.05125,7131435,7131434,8898251487862314212745,8898248723515583392912,2764346730819833,2763796975005945,50000,25200,116.31,100.25,1548517482,1548517473,2.0,1.154,1.0,2.4,3.1,17.0,4.0,0.0,7.0,2.0,1.0,9,10,25,1,1
2452,1.1,7131436,7131435,8898254251409022169308,8898251487862314212745,2763546707956563,2764346730819833,103704,50000,115.71,116.31,1548517500,1548517482,1.05125,2.0,1.154,1.0,2.4,9.0,17.0,4.0,0.0,7.0,2.0,18,9,10,25,1
2453,2.0,7131437,7131436,8898257016854873980753,8898254251409022169308,2765445851811445,2763546707956563,100000,103704,116.4,115.71,1548517504,1548517500,1.1,1.05125,2.0,1.154,1.0,4.0,9.0,17.0,4.0,0.0,7.0,4,18,9,10,25
2454,2.0,7131438,7131437,8898259782850481606086,8898257016854873980753,2765995607625333,2765445851811445,635000,100000,133.76,116.4,1548517515,1548517504,2.0,1.1,1.05125,2.0,1.154,4.0,4.0,9.0,17.0,4.0,0.0,11,4,18,9,10
2455,2.0,7131439,7131438,8898262549395845045307,8898259782850481606086,2766545363439221,2765995607625333,200000,635000,105.71,133.76,1548517529,1548517515,2.0,2.0,1.1,1.05125,2.0,4.0,4.0,4.0,9.0,17.0,4.0,14,11,4,18,9
2456,1.0,7131440,7131439,8898265316490964298416,8898262549395845045307,2767095119253109,2766545363439221,78424,200000,116.35,105.71,1548517541,1548517529,2.0,2.0,2.0,1.1,1.05125,1043.0,4.0,4.0,4.0,9.0,17.0,12,14,11,4,18
2457,1.1,7131441,7131440,8898268085486960029110,8898265316490964298416,2768995995730694,2767095119253109,21000,78424,136.05,116.35,1548517546,1548517541,1.0,2.0,2.0,2.0,1.1,4.0,1043.0,4.0,4.0,4.0,9.0,5,12,14,11,4
2458,3.0,7131442,7131441,8898270855032711573692,8898268085486960029110,2769545751544582,2768995995730694,1900000,21000,126.18,136.05,1548517556,1548517546,1.1,1.0,2.0,2.0,2.0,8.0,4.0,1043.0,4.0,4.0,4.0,10,5,12,14,11
2459,3.0,7131443,7131442,8898273626480536193658,8898270855032711573692,2771447824619966,2769545751544582,21000,1900000,136.05,126.18,1548517562,1548517556,3.0,1.1,1.0,2.0,2.0,1.0,8.0,4.0,1043.0,4.0,4.0,6,10,5,12,14
2460,7.0,7131444,7131443,8898276398478116627512,8898273626480536193658,2771997580433854,2771447824619966,200000,21000,104.53,136.05,1548517576,1548517562,3.0,3.0,1.1,1.0,2.0,1.0,1.0,8.0,4.0,1043.0,4.0,14,6,10,5,12
2461,1.05,7131446,7131444,8898281948184017598777,8898276398478116627512,2775805050279952,2771997580433854,110635,200000,99.52,104.53,1548517581,1548517576,7.0,3.0,3.0,1.1,1.0,22.0,1.0,1.0,8.0,4.0,1043.0,5,14,6,10,5
2462,1.0,7131447,7131446,8898284719117329453789,8898281948184017598777,2770933311855012,2775805050279952,25200,110635,146.51,99.52,1548517627,1548517581,1.05,7.0,3.0,3.0,1.1,13.0,22.0,1.0,1.0,8.0,4.0,46,5,14,6,10
2463,3.0,7131448,7131447,8898287485188417997973,8898284719117329453789,2766071088544184,2770933311855012,60000,25200,106.46,146.51,1548517679,1548517627,1.0,1.05,7.0,3.0,3.0,24.0,13.0,22.0,1.0,1.0,8.0,52,46,5,14,6
2464,5.0,7131449,7131448,8898290253159883004748,8898287485188417997973,2767971465006775,2766071088544184,210000,60000,123.65,106.46,1548517683,1548517679,3.0,1.0,1.05,7.0,3.0,0.0,24.0,13.0,22.0,1.0,1.0,4,52,46,5,14
2465,1.0,7131450,7131449,8898293021681103825411,8898290253159883004748,2768521220820663,2767971465006775,235315,210000,106.98,123.65,1548517696,1548517683,5.0,3.0,1.0,1.05,7.0,64.0,0.0,24.0,13.0,22.0,1.0,13,4,52,46,5
2466,20.0,7131451,7131450,8898295789400263457609,8898293021681103825411,2767719159632198,2768521220820663,105000,235315,118.88,106.98,1548517717,1548517696,1.0,5.0,3.0,1.0,1.05,6.0,64.0,0.0,24.0,13.0,22.0,21,13,4,52,46
2467,1.84594,7131453,7131451,8898301325136033352541,8898295789400263457609,2768818279819760,2767719159632198,70000,105000,111.63,118.88,1548517742,1548517717,20.0,1.0,5.0,3.0,1.0,13.0,6.0,64.0,0.0,24.0,13.0,25,21,13,4,52
2468,2.0,7131454,7131453,8898304094504068986189,8898301325136033352541,2769368035633648,2768818279819760,100000,70000,116.4,111.63,1548517755,1548517742,1.84594,20.0,1.0,5.0,3.0,11.0,13.0,6.0,64.0,0.0,24.0,13,25,21,13,4
2469,1.0,7131455,7131454,8898306865774090919874,8898304094504068986189,2771270021933685,2769368035633648,50000,100000,115.9,116.4,1548517765,1548517755,2.0,1.84594,20.0,1.0,5.0,261.0,11.0,13.0,6.0,64.0,0.0,10,13,25,21,13
2470,1.1,7131456,7131455,8898309638947027857844,8898306865774090919874,2773172936937970,2771270021933685,21000,50000,119.05,115.9,1548517767,1548517765,1.0,2.0,1.84594,20.0,1.0,3.0,261.0,11.0,13.0,6.0,64.0,2,10,13,25,21
2471,2.0,7131457,7131456,8898312414023808957816,8898309638947027857844,2775076781099972,2773172936937970,21000,21000,116.31,119.05,1548517774,1548517767,1.1,1.0,2.0,1.84594,20.0,2.0,3.0,261.0,11.0,13.0,6.0,7,2,10,13,25
2472,2.0,7131458,7131457,8898315189650345871676,8898312414023808957816,2775626536913860,2775076781099972,2000000,21000,128.25,116.31,1548517788,1548517774,2.0,1.1,1.0,2.0,1.84594,12.0,2.0,3.0,261.0,11.0,13.0,14,7,2,10,13
2473,1.0,7131459,7131458,8898317965826638599424,8898315189650345871676,2776176292727748,2775626536913860,80442,2000000,118.3,128.25,1548517812,1548517788,2.0,2.0,1.1,1.0,2.0,2.0,12.0,2.0,3.0,261.0,11.0,24,14,7,2,10
2474,2.0,7131460,7131459,8898320743908241971493,8898317965826638599424,2778081603372069,2776176292727748,1600000,80442,114.97,118.3,1548517815,1548517812,1.0,2.0,2.0,1.1,1.0,0.0,2.0,12.0,2.0,3.0,261.0,3,24,14,7,2
2475,2.0,7131461,7131460,8898323522539601157450,8898320743908241971493,2778631359185957,2778081603372069,21000,1600000,116.33,114.97,1548517831,1548517815,2.0,1.0,2.0,2.0,1.1,11.0,0.0,2.0,12.0,2.0,3.0,16,3,24,14,7
2476,1.1,7131462,7131461,8898326304434223343999,8898323522539601157450,2781894622186549,2778631359185957,556975,21000,117.49,116.33,1548517833,1548517831,2.0,2.0,1.0,2.0,2.0,1.0,11.0,0.0,2.0,12.0,2.0,2,16,3,24,14
2477,20.0,7131463,7131462,8898329085520254360947,8898326304434223343999,2781086031016948,2781894622186549,104944,556975,114.35,117.49,1548517854,1548517833,1.1,2.0,2.0,1.0,2.0,9.0,1.0,11.0,0.0,2.0,12.0,21,2,16,3,24
2478,1.0,7131464,7131463,8898331868513993355365,8898329085520254360947,2782993738994418,2781086031016948,21000,104944,146.52,114.35,1548517860,1548517854,20.0,1.1,2.0,2.0,1.0,20.0,9.0,1.0,11.0,0.0,2.0,6,21,2,16,3
2479,1.1,7131465,7131464,8898334643904186193963,8898331868513993355365,2775390192838598,2782993738994418,65000,21000,116.28,146.52,1548517931,1548517860,1.0,20.0,1.1,2.0,2.0,55.0,20.0,9.0,1.0,11.0,0.0,71,6,21,2,16
2480,1.0,7131466,7131465,8898337417133792861257,8898334643904186193963,2773229606667294,2775390192838598,50000,65000,116.1,116.28,1548517962,1548517931,1.1,1.0,20.0,1.1,2.0,55.0,55.0,20.0,9.0,1.0,11.0,31,71,6,21,2
2481,3.0,7131467,7131466,8898340190913155342439,8898337417133792861257,2773779362481182,2773229606667294,4000000,50000,114.29,116.1,1548517976,1548517962,1.0,1.1,1.0,20.0,1.1,16.0,55.0,55.0,20.0,9.0,1.0,14,31,71,6,21
2482,10.0,7131468,7131467,8898342959824735820165,8898340190913155342439,2768911580477726,2773779362481182,90000,4000000,113.25,114.29,1548518021,1548517976,3.0,1.0,1.1,1.0,20.0,2.0,16.0,55.0,55.0,20.0,9.0,45,14,31,71,6
2483,2.0,7131469,7131468,8898345725230049288814,8898342959824735820165,2765405313468649,2768911580477726,50000,90000,126.54,113.25,1548518060,1548518021,10.0,3.0,1.0,1.1,1.0,41.0,2.0,16.0,55.0,55.0,20.0,39,45,14,31,71
2484,1.0,7131470,7131469,8898348492535414134568,8898345725230049288814,2767305364845754,2765405313468649,50000,50000,115.48,126.54,1548518067,1548518060,2.0,10.0,3.0,1.0,1.1,2041.0,41.0,2.0,16.0,55.0,55.0,7,39,45,14,31
2485,3.1,7131471,7131470,8898351259039311471532,8898348492535414134568,2766503897336964,2767305364845754,150000,50000,95.32,115.48,1548518089,1548518067,1.0,2.0,10.0,3.0,1.0,1.0,2041.0,41.0,2.0,16.0,55.0,22,7,39,45,14
2486,2.0,7131472,7131471,8898354027443796603505,8898351259039311471532,2768404485131973,2766503897336964,660000,150000,115.63,95.32,1548518093,1548518089,3.1,1.0,2.0,10.0,3.0,2.0,1.0,2041.0,41.0,2.0,16.0,4,22,7,39,45
2487,1.2,7131473,7131472,8898356797749797551871,8898354027443796603505,2770306000948366,2768404485131973,166666,660000,114.29,115.63,1548518094,1548518093,2.0,3.1,1.0,2.0,10.0,1.0,2.0,1.0,2041.0,41.0,2.0,1,4,22,7,39
2488,1.3,7131474,7131473,8898359569958242791150,8898356797749797551871,2772208445239279,2770306000948366,76869,166666,92.13,114.29,1548518096,1548518094,1.2,2.0,3.1,1.0,2.0,1.0,1.0,2.0,1.0,2041.0,41.0,2,1,4,22,7
2489,1.0,7131475,7131474,8898362341362826439416,8898359569958242791150,2771404583648266,2772208445239279,235000,76869,112.35,92.13,1548518117,1548518096,1.3,1.2,2.0,3.1,1.0,13.0,1.0,1.0,2.0,1.0,2041.0,21,2,1,4,22
2490,2.0,7131476,7131475,8898365106551041429775,8898362341362826439416,2765188214990359,2771404583648266,159914,235000,115.71,112.35,1548518177,1548518117,1.0,1.3,1.2,2.0,3.1,5.0,13.0,1.0,1.0,2.0,1.0,60,21,2,1,4
2491,1.2,7131477,7131476,8898367873639201792122,8898365106551041429775,2767088160362347,2765188214990359,74130,159914,114.66,115.71,1548518179,1548518177,2.0,1.0,1.3,1.2,2.0,42.0,5.0,13.0,1.0,1.0,2.0,2,60,21,2,1
2492,1.05,7131478,7131477,8898370639926000702556,8898367873639201792122,2766286798910434,2767088160362347,100000,74130,116.4,114.66,1548518204,1548518179,1.2,2.0,1.0,1.3,1.2,24.0,42.0,5.0,13.0,1.0,1.0,25,2,60,21,2
2493,1.1,7131479,7131478,8898373405411829450848,8898370639926000702556,2765485828748292,2766286798910434,360000,100000,119.52,116.4,1548518223,1548518204,1.05,1.2,2.0,1.0,1.3,17.0,24.0,42.0,5.0,13.0,1.0,19,25,2,60,21
2494,25.0,7131480,7131479,8898376171447414013028,8898373405411829450848,2766035584562180,2765485828748292,21000,360000,119.05,119.52,1548518238,1548518223,1.1,1.05,1.2,2.0,1.0,14.0,17.0,24.0,42.0,5.0,13.0,15,19,25,2,60
2495,3.0,7131481,7131480,8898378938032754389096,8898376171447414013028,2766585340376068,2766035584562180,90000,21000,125.02,119.05,1548518251,1548518238,25.0,1.1,1.05,1.2,2.0,15.0,14.0,17.0,24.0,42.0,5.0,13,15,19,25,2
2496,1.0,7131482,7131481,8898381702466107082592,8898378938032754389096,2764433352693496,2766585340376068,74316,90000,114.38,125.02,1548518284,1548518251,3.0,25.0,1.1,1.05,1.2,1.0,15.0,14.0,17.0,24.0,42.0,33,13,15,19,25
2497,2.0,7131483,7131482,8898384467449215589976,8898381702466107082592,2764983108507384,2764433352693496,335000,74316,113.46,114.38,1548518294,1548518284,1.0,3.0,25.0,1.1,1.05,7.0,1.0,15.0,14.0,17.0,24.0,10,33,13,15,19
2498,3.0,7131484,7131483,8898387234332169319698,8898384467449215589976,2766882953729722,2764983108507384,150000,335000,116.02,113.46,1548518301,1548518294,2.0,1.0,3.0,25.0,1.1,5.0,7.0,1.0,15.0,14.0,17.0,7,10,33,13,15
2499,2.0,7131485,7131484,8898389999062844728808,8898387234332169319698,2764730675409110,2766882953729722,38306,150000,116.29,116.02,1548518329,1548518301,3.0,2.0,1.0,3.0,25.0,23.0,5.0,7.0,1.0,15.0,14.0,28,7,10,33,13
2500,1.0,7131486,7131485,8898392761643343651602,8898389999062844728808,2762580498922794,2764730675409110,53538,38306,115.68,116.29,1548518360,1548518329,2.0,3.0,2.0,1.0,3.0,0.0,23.0,5.0,7.0,1.0,15.0,31,28,7,10,33
2501,1.456,7131487,7131486,8898395526122514647523,8898392761643343651602,2764479170995921,2762580498922794,21000,53538,119.05,115.68,1548518362,1548518360,1.0,2.0,3.0,2.0,1.0,2.0,0.0,23.0,5.0,7.0,1.0,2,31,28,7,10
2502,1.0,7131488,7131487,8898398289801598112120,8898395526122514647523,2763679083464597,2764479170995921,75156,21000,110.73,119.05,1548518382,1548518362,1.456,1.0,2.0,3.0,2.0,5.0,2.0,0.0,23.0,5.0,7.0,20,2,31,28,7
2503,1.0,7131489,7131488,8898401054030437390605,8898398289801598112120,2764228839278485,2763679083464597,21000,75156,129.87,110.73,1548518394,1548518382,1.0,1.456,1.0,2.0,3.0,2.0,5.0,2.0,0.0,23.0,5.0,12,20,2,31,28
2504,6.0,7131490,7131489,8898403817459311370050,8898401054030437390605,2763428873979445,2764228839278485,200000,21000,132.89,129.87,1548561612,1548518394,1.0,1.0,1.456,1.0,2.0,6.0,2.0,5.0,2.0,0.0,23.0,43218,12,20,2,31
2505,1.0,7131491,7131490,8898406582787271668255,8898403817459311370050,2765327960298205,2763428873979445,50000,200000,116.24,132.89,1548561615,1548561612,6.0,1.0,1.0,1.456,1.0,43668.0,6.0,2.0,5.0,2.0,0.0,3,43218,12,20,2
2506,20.0,7131492,7131491,8898409347314729987234,8898406582787271668255,2764527458318979,2765327960298205,166666,50000,114.29,116.24,1548561635,1548561615,1.0,6.0,1.0,1.0,1.456,8.0,43668.0,6.0,2.0,5.0,2.0,20,3,43218,12,20
2507,6.1,7131493,7131492,8898412106992476428073,8898409347314729987234,2759677746440839,2764527458318979,400000,166666,113.95,114.29,1548561682,1548561635,20.0,1.0,6.0,1.0,1.0,53.0,8.0,43668.0,6.0,2.0,5.0,47,20,3,43218,12
2508,1.32,7131494,7131493,8898414868567477582429,8898412106992476428073,2761575001154356,2759677746440839,100000,400000,146.52,113.95,1548561685,1548561682,6.1,20.0,1.0,6.0,1.0,0.0,53.0,8.0,43668.0,6.0,2.0,3,47,20,3,43218
2509,1.4,7131495,7131494,8898417627995383963609,8898414868567477582429,2759427906381180,2761575001154356,100000,100000,115.78,146.52,1548561714,1548561685,1.32,6.1,20.0,1.0,6.0,81.0,0.0,53.0,8.0,43668.0,6.0,29,3,47,20,3
