,height,date,difficulty,gaslimit,rate,gasprice,confirmtime
0,7128588,26102319,2.71005,210000,114.75,17.564,0
1,7128588,26102319,2.71005,50000,95.24,5,0
2,7128588,26102319,2.71005,250000,118.53,4,0
3,7128588,26102319,2.71005,30000,111.11,30,0
4,7128588,26102319,2.71005,40753,113.38,12,2
5,7128588,26102319,2.71005,70000,118.93,20,2
6,7128588,26102319,2.71005,55000,114.03,10,2
7,7128588,26102319,2.71005,70000,118.93,20,2
8,7128588,26102319,2.71005,35000,120.28,8.05,2
9,7128588,26102319,2.71005,70000,119.13,20,2
10,7128588,26102319,2.71005,70000,118.93,20,2
11,7128588,26102319,2.71005,50000,95.24,5,2
12,7128588,26102319,2.71005,21000,129.87,11,2
13,7128588,26102319,2.71005,35000,120.28,8.05,2
14,7128588,26102319,2.71005,121000,89.91,5,4
15,7128588,26102319,2.71005,21000,115.82,3.02,4
16,7128588,26102319,2.71005,70000,119.13,20,4
17,7128588,26102319,2.71005,60000,119.05,8,4
18,7128588,26102319,2.71005,21000,126.98,15,6
19,7128588,26102319,2.71005,25200,119.05,8,6
20,7128588,26102319,2.71005,21000,119.05,8,9
21,7128588,26102319,2.71005,21000,95.24,10,9
22,7128588,26102319,2.71005,55000,109.65,5.3,11
23,7128588,26102319,2.71005,47008,133.99,7,11
24,7128588,26102319,2.71005,107000,118.3,11,13
25,7128588,26102319,2.71005,1600000,136.05,7,13
26,7128588,26102319,2.71005,22000,123.46,27,13
27,7128588,26102319,2.71005,1600000,136.05,7,13
28,7128588,26102319,2.71005,1600000,136.05,7,13
29,7128588,26102319,2.71005,60000,106.87,7,13
30,7128588,26102319,2.71005,60000,106.75,20,13
31,7128588,26102319,2.71005,50000,95.24,5,15
32,7128588,26102319,2.71005,50000,95.24,5,17
33,7128588,26102319,2.71005,25200,119.05,8,17
34,7128588,26102319,2.71005,4000000,114.29,25,17
35,7128588,26102319,2.71005,21000,119.05,8,19
36,7128588,26102319,2.71005,120000,123.22,15,19
37,7128588,26102319,2.71005,53441,130.07,6,19
38,7128588,26102319,2.71005,30400,117.1,61,19
39,7128588,26102319,2.71005,21000,95.24,10,19
40,7128588,26102319,2.71005,60000,115.82,6.667,21
41,7128588,26102319,2.71005,50000,95.24,5,21
42,7128588,26102319,2.71005,45000,109.94,3.3,25
43,7128589,26102346,2.70796,60000,115.89,10,0
44,7128589,26102346,2.70796,21000,95.24,10,0
45,7128589,26102346,2.70796,70000,118.93,20,3
46,7128589,26102346,2.70796,70000,118.93,20,3
47,7128589,26102346,2.70796,60000,115.71,3,3
48,7128589,26102346,2.70796,76869,129.93,3,3
49,7128589,26102346,2.70796,70000,118.93,20,3
50,7128589,26102346,2.70796,70000,119.13,20,3
51,7128589,26102346,2.70796,121000,89.91,5,5
52,7128589,26102346,2.70796,90000,115.69,11,5
53,7128589,26102346,2.70796,50000,95.24,5,5
54,7128589,26102346,2.70796,90000,110.23,10,5
55,7128589,26102346,2.70796,400000,117.4,14,5
56,7128589,26102346,2.70796,90000,126.96,15,5
57,7128590,26102407,2.70718,1600000,115.84,3.3,18
58,7128590,26102407,2.70718,55048,115.56,2,31
59,7128590,26102407,2.70718,67882,95.75,2,33
60,7128590,26102407,2.70718,64216,77.86,2,35
61,7128590,26102407,2.70718,1285945,116.65,2,35
62,7128590,26102407,2.70718,157941,94.97,2,35
63,7128590,26102407,2.70718,1600000,115.69,3.3,42
64,7128590,26102407,2.70718,300000,110.71,1.7,46
65,7128591,26102516,2.6998,21000,95.24,10,1
66,7128591,26102516,2.6998,41906,118.12,20,1
67,7128591,26102516,2.6998,90000,118.54,21,1
68,7128591,26102516,2.6998,90000,126.96,15,3
69,7128591,26102516,2.6998,52381,114.57,20,7
70,7128591,26102516,2.6998,21000,95.24,10,7
71,7128591,26102516,2.6998,21000,119.05,60,9
72,7128591,26102516,2.6998,45192,110.64,8,9
73,7128591,26102516,2.6998,55000,117.6,41,9
74,7128591,26102516,2.6998,90000,119.05,20,9
75,7128591,26102516,2.6998,90000,111.48,21,11
76,7128591,26102516,2.6998,90000,120.33,21,11
77,7128591,26102516,2.6998,21000,119.05,12,11
78,7128591,26102516,2.6998,150000,114.62,10,13
79,7128591,26102516,2.6998,21000,136.05,7,15
80,7128591,26102516,2.6998,25200,91.1,5.227,15
81,7128591,26102516,2.6998,250000,109.78,8,17
82,7128591,26102516,2.6998,60000,115.96,6.667,17
83,7128591,26102516,2.6998,100000,113.37,26,18
84,7128591,26102516,2.6998,99000,120.13,9,43
85,7128591,26102516,2.6998,50000,95.24,5,43
86,7128591,26102516,2.6998,21000,119.05,12,45
87,7128591,26102516,2.6998,90000,112.78,38,45
88,7128591,26102516,2.6998,21000,109.89,13,47
89,7128591,26102516,2.6998,21000,119.05,40,47
90,7128591,26102516,2.6998,1000000,115.7,20,47
91,7128591,26102516,2.6998,50000,95.24,5,47
92,7128591,26102516,2.6998,21000,119.05,40,49
93,7128591,26102516,2.6998,21000,119.05,40,49
94,7128591,26102516,2.6998,32945,113.83,40,49
95,7128591,26102516,2.6998,3000000,102.04,14,49
96,7128591,26102516,2.6998,50000,95.24,5,49
97,7128591,26102516,2.6998,21000,119.05,40,49
98,7128591,26102516,2.6998,21000,118.3,8.05,53
99,7128591,26102516,2.6998,60000,120.12,9,53
100,7128591,26102516,2.6998,21000,95.24,10,53
101,7128592,26102519,2.70167,21000,116.14,41,1
102,7128593,26102521,2.70354,21000,126.98,15,1
103,7128593,26102521,2.70354,90000,95.22,10,1
104,7128593,26102521,2.70354,21000,115.74,2,1
105,7128593,26102521,2.70354,60000,115.89,10,1
106,7128593,26102521,2.70354,21000,95.24,10,1
107,7128593,26102521,2.70354,21000,116.29,3,1
108,7128593,26102521,2.70354,250000,118.06,16,1
109,7128593,26102521,2.70354,70000,118.93,20,2
110,7128593,26102521,2.70354,70000,118.93,20,2
111,7128593,26102521,2.70354,21000,95.24,10,3
112,7128593,26102521,2.70354,67882,95.75,2,3
113,7128593,26102521,2.70354,50000,95.24,5,3
114,7128593,26102521,2.70354,441305,120.26,1.7,3
115,7128593,26102521,2.70354,114011,86.79,1.8,3
116,7128593,26102521,2.70354,77367,115.59,1.8,3
117,7128593,26102521,2.70354,79665,94.14,2,3
118,7128593,26102521,2.70354,114028,86.77,1.8,3
119,7128593,26102521,2.70354,72471,137.99,3,6
120,7128593,26102521,2.70354,52967,125.86,3,8
121,7128593,26102521,2.70354,65278,101.98,2,8
122,7128593,26102521,2.70354,50000,95.24,5,10
123,7128593,26102521,2.70354,50000,95.24,5,12
124,7128593,26102521,2.70354,53000,115.81,3,16
125,7128593,26102521,2.70354,185875,106.99,3,16
126,7128593,26102521,2.70354,50000,95.24,5,18
127,7128593,26102521,2.70354,65278,101.98,2,20
128,7128593,26102521,2.70354,110205,136.11,2,50
129,7128593,26102521,2.70354,100000,106.66,2,52
130,7128593,26102521,2.70354,52393,115.65,2,56
131,7128594,26102535,2.70409,52000,116.86,41,1
132,7128594,26102535,2.70409,50000,123.68,7.7,2
133,7128594,26102535,2.70409,82942,120.57,3,2
134,7128594,26102535,2.70409,21000,129.87,11,2
135,7128594,26102535,2.70409,60000,119.21,37.562,2
136,7128594,26102535,2.70409,99000,106.84,9,2
137,7128594,26102535,2.70409,90000,114.94,29,2
138,7128594,26102535,2.70409,200000,105.79,2,2
139,7128594,26102535,2.70409,57065,118.04,9,2
140,7128594,26102535,2.70409,50000,95.24,10,2
141,7128594,26102535,2.70409,90000,114.94,29,2
142,7128594,26102535,2.70409,50000,136.05,7,4
143,7128594,26102535,2.70409,211396,114.02,5,4
144,7128594,26102535,2.70409,21000,89.85,5.3,4
145,7128594,26102535,2.70409,21000,95.24,5,4
146,7128594,26102535,2.70409,50000,115.83,3,8
147,7128594,26102535,2.70409,50000,95.24,10,8
148,7128594,26102535,2.70409,60000,116.25,1.6,8
149,7128594,26102535,2.70409,54224,112.7,18,10
150,7128594,26102535,2.70409,70000,119.13,20,10
151,7128594,26102535,2.70409,21000,95.24,5,10
152,7128594,26102535,2.70409,125815,79.61,3,10
153,7128594,26102535,2.70409,65000,131.83,9,10
154,7128594,26102535,2.70409,37169,100.89,8,10
155,7128594,26102535,2.70409,70000,119.33,20,10
156,7128594,26102535,2.70409,52221,114.9,10,10
157,7128594,26102535,2.70409,70000,118.93,20,10
158,7128594,26102535,2.70409,70000,119.13,20,10
159,7128594,26102535,2.70409,100000,138.01,3,10
160,7128594,26102535,2.70409,70000,108.47,7,10
161,7128595,26102613,2.70068,182000,136.98,4,1
162,7128595,26102613,2.70068,300000,126.21,3,1
163,7128595,26102613,2.70068,350317,114.53,3,1
164,7128595,26102613,2.70068,21000,109.89,13,2
165,7128595,26102613,2.70068,35000,116.02,2,2
166,7128595,26102613,2.70068,53659,124.24,6,2
167,7128595,26102613,2.70068,42900,115.67,2,2
168,7128595,26102613,2.70068,41906,118.12,20,4
169,7128595,26102613,2.70068,210000,116.42,10,4
170,7128595,26102613,2.70068,37435,102.39,8,6
171,7128595,26102613,2.70068,60000,117.01,7,6
172,7128595,26102613,2.70068,21000,116.4,3,6
173,7128595,26102613,2.70068,90000,116.79,38,8
174,7128595,26102613,2.70068,166666,114.29,50,8
175,7128595,26102613,2.70068,60000,116.35,1.6,8
176,7128595,26102613,2.70068,80036,119.28,40,8
177,7128595,26102613,2.70068,21000,95.24,5,8
178,7128595,26102613,2.70068,90000,79.37,6,8
179,7128595,26102613,2.70068,25200,136.05,7,8
180,7128595,26102613,2.70068,21000,114.29,50,10
181,7128595,26102613,2.70068,250000,84.77,4,10
182,7128595,26102613,2.70068,400000,117.81,14,10
183,7128595,26102613,2.70068,21000,119.05,20,10
184,7128595,26102613,2.70068,25200,136.05,7,10
185,7128595,26102613,2.70068,130000,142.15,6.7,12
186,7128595,26102613,2.70068,22000,123.46,27,12
187,7128595,26102613,2.70068,1000000,145.43,3,12
188,7128595,26102613,2.70068,21000,95.24,5,12
189,7128595,26102613,2.70068,21000,119.05,20,12
190,7128595,26102613,2.70068,21000,136.05,7,14
191,7128595,26102613,2.70068,60000,136.05,7,14
192,7128595,26102613,2.70068,120000,136.71,10,14
193,7128595,26102613,2.70068,60000,114.92,1.87,14
194,7128595,26102613,2.70068,21000,95.24,10,16
195,7128595,26102613,2.70068,400000,114.91,14,16
196,7128595,26102613,2.70068,36668,129.87,4.2,16
197,7128595,26102613,2.70068,135963,86.17,2.55,18
198,7128595,26102613,2.70068,250000,99.21,1.7,18
199,7128595,26102613,2.70068,58300,95.24,10,18
200,7128595,26102613,2.70068,21000,95.24,10,21
201,7128595,26102613,2.70068,259519,115.6,2,21
202,7128595,26102613,2.70068,38018,116.32,1.92,21
203,7128595,26102613,2.70068,38301,112.1,16,21
204,7128595,26102613,2.70068,182000,137.14,4,23
205,7128595,26102613,2.70068,21000,119.05,12,23
206,7128595,26102613,2.70068,90000,115.52,3,23
207,7128595,26102613,2.70068,50000,95.24,5,23
208,7128595,26102613,2.70068,1600000,127.87,3,23
209,7128595,26102613,2.70068,300000,125.47,3,23
210,7128595,26102613,2.70068,42000,105.42,4.5,23
211,7128595,26102613,2.70068,21000,119.05,20,23
212,7128595,26102613,2.70068,1600000,127.87,3,23
213,7128595,26102613,2.70068,166666,114.29,50,23
214,7128595,26102613,2.70068,52204,127.7,3,25
215,7128595,26102613,2.70068,2100000,115.62,9,25
216,7128595,26102613,2.70068,1600000,127.87,3,27
217,7128595,26102613,2.70068,1000000,88.64,3,27
218,7128595,26102613,2.70068,60000,116.39,1.6,27
219,7128595,26102613,2.70068,1600000,127.87,3,29
220,7128595,26102613,2.70068,1600000,127.87,3,29
221,7128595,26102613,2.70068,50000,95.24,5,29
222,7128595,26102613,2.70068,126061,111.99,4,31
223,7128595,26102613,2.70068,21000,119.05,20,31
224,7128595,26102613,2.70068,50000,95.24,5,31
225,7128595,26102613,2.70068,115000,108.44,8,31
226,7128595,26102613,2.70068,21000,126.98,15,33
227,7128595,26102613,2.70068,200000,119.8,8,33
228,7128595,26102613,2.70068,50000,95.24,5,33
229,7128595,26102613,2.70068,166666,114.29,50,35
230,7128595,26102613,2.70068,50000,95.24,5,35
231,7128595,26102613,2.70068,21000,119.05,8,35
232,7128595,26102613,2.70068,55000,108.11,10,37
233,7128595,26102613,2.70068,70000,119.13,20,37
234,7128595,26102613,2.70068,21000,95.24,10,37
235,7128595,26102613,2.70068,60000,115.89,10,37
236,7128595,26102613,2.70068,237108,117.86,3,37
237,7128595,26102613,2.70068,21000,95.24,10,37
238,7128595,26102613,2.70068,113947,86.88,1.8,37
239,7128595,26102613,2.70068,21000,126.98,15,37
240,7128595,26102613,2.70068,50000,95.24,5,40
241,7128595,26102613,2.70068,52967,125.86,3,42
242,7128595,26102613,2.70068,50000,95.24,5,42
243,7128595,26102613,2.70068,21000,116.29,3,46
244,7128595,26102613,2.70068,50000,95.24,5,48
245,7128595,26102613,2.70068,60000,115.81,3,48
246,7128595,26102613,2.70068,65000,123.51,8.352,48
247,7128596,26102637,2.69991,21000,119.05,16,0
248,7128596,26102637,2.69991,52396,89.14,3,0
249,7128596,26102637,2.69991,1000000,116.53,10,2
250,7128596,26102637,2.69991,200000,112.31,6,4
251,7128596,26102637,2.69991,90000,118.47,29,4
252,7128596,26102637,2.69991,42000,105.42,4.5,4
253,7128596,26102637,2.69991,35000,120.29,8.05,4
254,7128596,26102637,2.69991,21000,136.05,7,4
255,7128596,26102637,2.69991,454378,121.04,3,4
256,7128596,26102637,2.69991,104354,105.13,7,4
257,7128596,26102637,2.69991,21000,119.05,16,6
258,7128596,26102637,2.69991,60000,117.07,7,6
259,7128596,26102637,2.69991,60000,116.88,6.7,6
260,7128596,26102637,2.69991,55000,116.23,1.545,6
261,7128596,26102637,2.69991,72000,105.02,7.389,6
262,7128596,26102637,2.69991,100000,121.73,7,8
263,7128596,26102637,2.69991,90000,114.94,29,8
264,7128596,26102637,2.69991,60000,115.33,1.6,8
265,7128596,26102637,2.69991,60000,119.55,6.7,8
266,7128596,26102637,2.69991,21000,124.22,23,12
267,7128596,26102637,2.69991,60000,115.27,1.6,12
268,7128596,26102637,2.69991,52207,119.45,9,12
269,7128596,26102637,2.69991,60000,142.15,6.7,12
270,7128596,26102637,2.69991,150000,107.11,10,12
271,7128596,26102637,2.69991,25200,136.05,7,12
272,7128596,26102637,2.69991,21000,134.58,10.615,14
273,7128596,26102637,2.69991,21000,136.05,7,16
274,7128596,26102637,2.69991,21000,95.24,10,16
275,7128596,26102637,2.69991,126061,122,4,18
276,7128596,26102637,2.69991,180000,114.41,38.567,20
277,7128596,26102637,2.69991,150000,114.29,50,20
278,7128596,26102637,2.69991,150000,114.29,50,20
279,7128596,26102637,2.69991,120000,108.44,8,20
280,7128596,26102637,2.69991,70000,118.93,20,23
281,7128596,26102637,2.69991,70000,118.93,20,23
282,7128596,26102637,2.69991,125815,79.61,3,23
283,7128596,26102637,2.69991,600000,118.8,7,23
284,7128596,26102637,2.69991,70000,119.13,20,23
285,7128596,26102637,2.69991,159482,116.01,56.7,28
286,7128596,26102637,2.69991,159141,116.91,56.7,28
287,7128597,26102657,2.69914,1000000,113.84,3,0
288,7128597,26102657,2.69914,52016,128.17,3,3
289,7128597,26102657,2.69914,75868,117.16,36,5
290,7128597,26102657,2.69914,75868,117.16,36,5
291,7128597,26102657,2.69914,75868,117.16,36,5
292,7128597,26102657,2.69914,75868,117.16,36,5
293,7128597,26102657,2.69914,75868,117.16,36,5
294,7128597,26102657,2.69914,75868,117.16,36,5
295,7128597,26102657,2.69914,75868,117.16,36,5
296,7128597,26102657,2.69914,75868,117.16,36,5
297,7128597,26102657,2.69914,105868,115.45,36,5
298,7128597,26102657,2.69914,75868,117.16,36,5
299,7128597,26102657,2.69914,220836,116.96,40,9
300,7128597,26102657,2.69914,200000,104.53,7,9
301,7128597,26102657,2.69914,90000,126.96,15,11
302,7128597,26102657,2.69914,60000,110.14,7,11
303,7128597,26102657,2.69914,60000,119.76,6.7,11
304,7128597,26102657,2.69914,60000,109.51,6.7,11
305,7128597,26102657,2.69914,67882,95.75,2,11
306,7128597,26102657,2.69914,300000,119.39,3,11
307,7128597,26102657,2.69914,300000,126.21,3,13
308,7128597,26102657,2.69914,200000,105.79,2,15
309,7128597,26102657,2.69914,105818,113.4,40,15
310,7128597,26102657,2.69914,21000,79.37,6,15
311,7128597,26102657,2.69914,60000,115.89,10,17
312,7128597,26102657,2.69914,53031,125.71,3,17
313,7128597,26102657,2.69914,55000,108.11,10,17
314,7128597,26102657,2.69914,21000,95.24,10,17
315,7128597,26102657,2.69914,21000,115.83,3,17
316,7128597,26102657,2.69914,41906,118.12,20,17
317,7128597,26102657,2.69914,60000,115.65,3,17
318,7128597,26102657,2.69914,50000,95.24,5,24
319,7128597,26102657,2.69914,104346,115,40,30
320,7128597,26102657,2.69914,1000000,115.55,8,32
321,7128597,26102657,2.69914,50000,95.24,5,43
322,7128597,26102657,2.69914,50000,95.24,5,50
323,7128597,26102657,2.69914,1600000,127.87,3,62
324,7128598,26102701,2.70101,52412,118.5,8.05,15
325,7128599,26102731,2.69892,50000,95.24,5,9
326,7128599,26102731,2.69892,200000,117.28,20,9
327,7128599,26102731,2.69892,216000,84.82,3.1,9
328,7128599,26102731,2.69892,400000,115.22,14,9
329,7128599,26102731,2.69892,21000,95.24,10,9
330,7128599,26102731,2.69892,99000,90.1,3,11
331,7128599,26102731,2.69892,21000,119.05,8,11
332,7128599,26102731,2.69892,100000,118.26,18,13
333,7128599,26102731,2.69892,400000,118.05,14,13
334,7128599,26102731,2.69892,105000,119.05,40,13
335,7128599,26102731,2.69892,150000,120.69,4,13
336,7128599,26102731,2.69892,21000,124.22,23,13
337,7128599,26102731,2.69892,21000,119.05,12,13
338,7128599,26102731,2.69892,21040,116.22,3,13
339,7128599,26102731,2.69892,90000,114.94,29,13
340,7128599,26102731,2.69892,90000,105.25,5,15
341,7128599,26102731,2.69892,200000,115.03,13,17
342,7128599,26102731,2.69892,50000,95.24,5,17
343,7128599,26102731,2.69892,400000,115.02,12.5,19
344,7128599,26102731,2.69892,104000,123.93,14,21
345,7128599,26102731,2.69892,50000,95.24,5,21
346,7128599,26102731,2.69892,50000,95.24,5,21
347,7128599,26102731,2.69892,21000,113.72,8.375,21
348,7128599,26102731,2.69892,400000,112.74,12.5,21
349,7128599,26102731,2.69892,500000,118.45,6,23
350,7128599,26102731,2.69892,420000,108.84,35,23
351,7128599,26102731,2.69892,50000,95.24,5,23
352,7128599,26102731,2.69892,36530,115.59,4,23
353,7128599,26102731,2.69892,126061,122,4,23
354,7128599,26102731,2.69892,21000,114.29,50,25
355,7128599,26102731,2.69892,50000,95.24,5,25
356,7128599,26102731,2.69892,42000,105.42,4.5,25
357,7128599,26102731,2.69892,21000,116.29,2,25
358,7128599,26102731,2.69892,90000,115.81,21,25
359,7128599,26102731,2.69892,90000,114.94,29,25
360,7128599,26102731,2.69892,90000,114.94,29,25
361,7128599,26102731,2.69892,21000,95.24,10,25
362,7128599,26102731,2.69892,70000,119.13,20,25
363,7128599,26102731,2.69892,60000,115.89,10,28
364,7128599,26102731,2.69892,21000,116.33,3,28
365,7128599,26102731,2.69892,60000,115.89,10,28
366,7128599,26102731,2.69892,21000,115.87,3,28
367,7128599,26102731,2.69892,21000,95.24,10,28
368,7128599,26102731,2.69892,75868,117.16,36,39
369,7128599,26102731,2.69892,75868,117.16,36,39
370,7128599,26102731,2.69892,75868,117.16,36,39
371,7128599,26102731,2.69892,75868,117.16,36,39
372,7128599,26102731,2.69892,75868,117.16,36,39
373,7128599,26102731,2.69892,50000,95.24,5,45
374,7128600,26102741,2.69947,60000,102.29,5.575,1
375,7128600,26102741,2.69947,1000000,120.37,2.6,1
376,7128600,26102741,2.69947,111000,118.3,11,1
377,7128600,26102741,2.69947,21040,116.4,3,1
378,7128600,26102741,2.69947,99000,105.06,10,1
379,7128600,26102741,2.69947,60000,116.18,6.7,1
380,7128600,26102741,2.69947,1000000,126.07,2,1
381,7128600,26102741,2.69947,80000,104.31,8,1
382,7128600,26102741,2.69947,295021,127.11,2,25
383,7128600,26102741,2.69947,38122,115.72,2,33
384,7128600,26102741,2.69947,259615,115.56,2,38
385,7128601,26102751,2.70002,21000,79.37,6,1
386,7128601,26102751,2.70002,53000,114.64,2,1
387,7128601,26102751,2.70002,76869,129.93,3,1
388,7128601,26102751,2.70002,300000,126.7,2,2
389,7128601,26102751,2.70002,99000,89.94,3,3
390,7128601,26102751,2.70002,90000,114.03,29,3
391,7128601,26102751,2.70002,600000,120.14,2,3
392,7128601,26102751,2.70002,21000,129.87,11,3
393,7128601,26102751,2.70002,50000,95.24,5,3
394,7128601,26102751,2.70002,25200,136.05,7,3
395,7128601,26102751,2.70002,21000,129.87,11,3
396,7128601,26102751,2.70002,90000,114.94,29,5
397,7128601,26102751,2.70002,38058,115.51,2,5
398,7128601,26102751,2.70002,1000000,116.25,2,5
399,7128601,26102751,2.70002,21000,95.24,10,7
400,7128601,26102751,2.70002,25200,142.15,6.7,7
401,7128601,26102751,2.70002,500000,113.49,1.6,7
402,7128601,26102751,2.70002,60000,115.56,3,7
403,7128601,26102751,2.70002,21000,95.24,10,7
404,7128601,26102751,2.70002,70000,119.13,20,7
405,7128601,26102751,2.70002,55000,108.11,10,7
406,7128601,26102751,2.70002,70000,118.73,20,7
407,7128601,26102751,2.70002,21000,102.04,14,7
408,7128601,26102751,2.70002,21000,105.82,9,7
409,7128601,26102751,2.70002,21000,113.38,21,7
410,7128601,26102751,2.70002,60000,115.76,3,7
411,7128601,26102751,2.70002,400000,115.07,14,9
412,7128602,26102758,2.70189,21000,114.29,50,1
413,7128602,26102758,2.70189,360000,111.86,6.564,5
414,7128602,26102758,2.70189,79761,94.03,2,5
415,7128602,26102758,2.70189,70000,119.13,20,5
416,7128602,26102758,2.70189,3000000,116.16,30,5
417,7128602,26102758,2.70189,21000,105.82,9,5
418,7128602,26102758,2.70189,125815,115.78,2,5
419,7128602,26102758,2.70189,70000,118.93,20,5
420,7128602,26102758,2.70189,335000,112.98,7.1,5
421,7128602,26102758,2.70189,70000,118.93,20,5
422,7128602,26102758,2.70189,340000,87.77,6.5,5
423,7128603,26102815,2.70244,471305,118.68,2.8,1
424,7128603,26102815,2.70244,21000,95.24,10,1
425,7128603,26102815,2.70244,200000,100.89,8,1
426,7128603,26102815,2.70244,50000,95.24,5,1
427,7128603,26102815,2.70244,1000000,117.37,3,1
428,7128603,26102815,2.70244,50000,95.24,5,5
429,7128603,26102815,2.70244,90000,123.8,11,5
430,7128603,26102815,2.70244,90000,119.05,20,6
431,7128603,26102815,2.70244,21000,119.05,8,6
432,7128603,26102815,2.70244,21000,129.87,11,6
433,7128603,26102815,2.70244,100000,103.51,6,7
434,7128603,26102815,2.70244,100000,117.1,61,7
435,7128603,26102815,2.70244,400000,115.76,14,7
436,7128603,26102815,2.70244,21000,119.05,12,7
437,7128603,26102815,2.70244,50000,95.24,5,8
438,7128603,26102815,2.70244,38370,115.78,2,8
439,7128603,26102815,2.70244,38370,86.88,3,10
440,7128603,26102815,2.70244,21000,102.04,14,10
441,7128603,26102815,2.70244,21000,95.24,10,10
442,7128603,26102815,2.70244,50000,95.24,5,10
443,7128603,26102815,2.70244,60000,120.11,10.844,10
444,7128603,26102815,2.70244,500000,121.78,10,10
445,7128603,26102815,2.70244,150000,121.7,10,10
446,7128603,26102815,2.70244,25200,136.05,7,12
447,7128603,26102815,2.70244,1600000,127.87,3,12
448,7128603,26102815,2.70244,300000,97.99,2,12
449,7128603,26102815,2.70244,1000000,117.32,2,12
450,7128603,26102815,2.70244,21000,114.29,50,12
451,7128603,26102815,2.70244,76869,129.93,3,12
452,7128603,26102815,2.70244,60000,111.87,7,12
453,7128603,26102815,2.70244,42000,115.84,3,12
454,7128603,26102815,2.70244,21000,119.05,40,12
455,7128603,26102815,2.70244,1600000,127.87,3,12
456,7128603,26102815,2.70244,60000,116.25,10,12
457,7128603,26102815,2.70244,50000,95.24,5,12
458,7128603,26102815,2.70244,148719,115.27,7,12
459,7128603,26102815,2.70244,100000,100.56,3,12
460,7128603,26102815,2.70244,1600000,128.03,3,12
461,7128603,26102815,2.70244,55000,116.72,15,14
462,7128603,26102815,2.70244,74528,116.09,7,14
463,7128603,26102815,2.70244,22000,123.46,27,14
464,7128603,26102815,2.70244,25200,136.05,7,14
465,7128603,26102815,2.70244,105156,114.12,40,14
466,7128603,26102815,2.70244,47521,140.29,3,14
467,7128603,26102815,2.70244,21000,119.05,16,14
468,7128603,26102815,2.70244,21000,136.05,7,14
469,7128603,26102815,2.70244,52000,117.03,41,14
470,7128603,26102815,2.70244,90000,114.94,29,16
471,7128603,26102815,2.70244,60000,109.01,7,16
472,7128603,26102815,2.70244,90000,115.95,29,17
473,7128603,26102815,2.70244,50000,95.24,5,17
474,7128605,26102859,2.7009,21000,136.05,7,0
475,7128605,26102859,2.7009,60000,115.71,3,0
476,7128605,26102859,2.7009,21000,126.98,15,0
477,7128605,26102859,2.7009,70000,119.13,20,0
478,7128605,26102859,2.7009,70000,118.93,20,0
479,7128605,26102859,2.7009,21000,116.25,3,0
480,7128605,26102859,2.7009,79761,94.03,2,0
481,7128605,26102859,2.7009,70000,118.93,20,0
482,7128605,26102859,2.7009,50000,95.24,5,0
483,7128605,26102859,2.7009,21000,95.24,10,0
484,7128605,26102859,2.7009,21000,119.05,20,3
485,7128605,26102859,2.7009,90000,114.94,29,4
486,7128605,26102859,2.7009,53615,113.73,41,6
487,7128605,26102859,2.7009,50000,95.24,5,19
488,7128605,26102859,2.7009,2000000,114.74,60,21
489,7128605,26102859,2.7009,2000000,115.43,60,21
490,7128605,26102859,2.7009,2000000,114.74,60,21
491,7128605,26102859,2.7009,2000000,115.43,60,21
492,7128605,26102859,2.7009,2000000,115.43,60,21
493,7128605,26102859,2.7009,50000,95.24,5,21
494,7128605,26102859,2.7009,21000,119.05,72,21
495,7128605,26102859,2.7009,2000000,115.43,60,21
496,7128605,26102859,2.7009,104770,114.54,40,21
497,7128605,26102859,2.7009,441305,118.65,2.8,21
498,7128605,26102859,2.7009,21000,136.05,7,23
499,7128605,26102859,2.7009,300000,94.66,2,25
500,7128605,26102859,2.7009,1000000,114.75,8,30
501,7128605,26102859,2.7009,250000,99.21,1.7,32
502,7128605,26102859,2.7009,100000,115.66,1.76,36
503,7128605,26102859,2.7009,60000,116.69,1.6,51
504,7128606,26102908,2.70145,100000,136.05,7,0
505,7128606,26102908,2.70145,50000,116.25,1.6,0
506,7128606,26102908,2.70145,1000000,111.68,4,0
507,7128606,26102908,2.70145,21000,119.05,16,0
508,7128606,26102908,2.70145,25200,136.05,7,0
509,7128606,26102908,2.70145,100000,136.05,7,0
510,7128606,26102908,2.70145,21000,142.15,6.7,0
511,7128606,26102908,2.70145,210000,116.42,10,0
512,7128606,26102908,2.70145,50000,95.24,5,2
513,7128606,26102908,2.70145,105916,118.02,40,2
514,7128606,26102908,2.70145,21000,129.87,11,2
515,7128606,26102908,2.70145,75210,110.6,20,2
516,7128606,26102908,2.70145,150000,108.73,5.55,2
517,7128606,26102908,2.70145,100000,117.1,61,2
518,7128606,26102908,2.70145,200000,108.04,7,2
519,7128606,26102908,2.70145,75082,110.91,20,2
520,7128606,26102908,2.70145,79908,121.17,20,2
521,7128606,26102908,2.70145,21000,129.87,11,2
522,7128606,26102908,2.70145,74782,111.65,20,2
523,7128606,26102908,2.70145,79726,121.61,20,2
524,7128606,26102908,2.70145,210000,110.8,16.6,6
525,7128606,26102908,2.70145,1000000,117.17,3,6
526,7128606,26102908,2.70145,160000,127.26,3,6
527,7128606,26102908,2.70145,21000,114.29,50,6
528,7128606,26102908,2.70145,21000,115.83,1.6,6
529,7128606,26102908,2.70145,90000,117.1,36.6,6
