,height,date,difficulty,gaslimit,rate,gasprice,confirmtime
40955,7131323,26231426,2.74845,21000,102.04,14,15
40956,7131323,26231426,2.74845,4000000,116.29,25,19
40957,7131323,26231426,2.74845,117000,116.89,14,23
40958,7131323,26231426,2.74845,55000,125.26,10,25
40959,7131323,26231426,2.74845,70000,114.06,18.343,25
40960,7131323,26231426,2.74845,55000,124.86,10,25
40961,7131323,26231426,2.74845,55000,125.06,10,25
40962,7131323,26231426,2.74845,4000000,114.29,25,52
40963,7131324,26231432,2.75034,200000,119.05,20,0
40964,7131324,26231432,2.75034,675000,114.91,7,0
40965,7131324,26231432,2.75034,21000,136.05,7,0
40966,7131324,26231432,2.75034,65000,99.79,9,2
40967,7131324,26231432,2.75034,200000,105.79,2,2
40968,7131324,26231432,2.75034,53225,116.27,99,2
40969,7131324,26231432,2.75034,80442,118.3,6,5
40970,7131324,26231432,2.75034,21000,129.87,11,5
40971,7131324,26231432,2.75034,21000,119.05,16,5
40972,7131324,26231432,2.75034,250000,116.14,16,5
40973,7131324,26231432,2.75034,203295,118.03,4.4,5
40974,7131324,26231432,2.75034,119977,125.02,2,5
40975,7131324,26231432,2.75034,70000,123.82,3.1,7
40976,7131324,26231432,2.75034,109000,123.93,7,9
40977,7131324,26231432,2.75034,21000,119.05,40,9
40978,7131324,26231432,2.75034,21000,79.37,6,9
40979,7131324,26231432,2.75034,400000,117.71,14,15
40980,7131324,26231432,2.75034,250000,115.35,4,17
40981,7131324,26231432,2.75034,53850,114.74,1.1,17
40982,7131324,26231432,2.75034,100000,136.12,4,19
40983,7131324,26231432,2.75034,21000,115.5,2,21
40984,7131324,26231432,2.75034,150000,120.69,3,21
40985,7131324,26231432,2.75034,37762,115.47,2,21
40986,7131324,26231432,2.75034,52698,94.88,2,21
40987,7131324,26231432,2.75034,21000,115.69,2,21
40988,7131324,26231432,2.75034,21000,105.82,9,23
40989,7131324,26231432,2.75034,100000,112.95,5,25
40990,7131324,26231432,2.75034,205244,111.28,7,27
40991,7131324,26231432,2.75034,100000,103.64,2,27
40992,7131324,26231432,2.75034,86310,115.86,7,29
40993,7131324,26231432,2.75034,120000,115.49,2.6,31
40994,7131324,26231432,2.75034,42000,116.07,3,31
40995,7131324,26231432,2.75034,50000,116.24,1,33
40996,7131324,26231432,2.75034,50000,115.86,1,33
40997,7131324,26231432,2.75034,50000,116.33,1,35
40998,7131324,26231432,2.75034,50000,115.67,1,35
40999,7131324,26231432,2.75034,168000,115.67,2,37
41000,7131324,26231432,2.75034,50000,115.67,1,38
41001,7131324,26231432,2.75034,50000,115.9,1,38
41002,7131324,26231432,2.75034,50000,116.29,1,40
41003,7131324,26231432,2.75034,160000,123.88,4,40
41004,7131324,26231432,2.75034,50000,115.67,1,40
41005,7131324,26231432,2.75034,50000,115.71,1,42
41006,7131324,26231432,2.75034,50000,116.38,1,42
41007,7131324,26231432,2.75034,50000,116.33,1,44
41008,7131324,26231432,2.75034,50000,116.24,1,44
41009,7131324,26231432,2.75034,50000,115.67,1,44
41010,7131324,26231432,2.75034,50000,115.52,1,46
41011,7131324,26231432,2.75034,50000,115.76,1,46
41012,7131324,26231432,2.75034,50000,115.81,1,46
41013,7131324,26231432,2.75034,50000,115.9,1,48
41014,7131324,26231432,2.75034,21000,116.41,1.1,48
41015,7131324,26231432,2.75034,50000,115.62,1,48
41016,7131324,26231432,2.75034,50000,116.29,1,48
41017,7131324,26231432,2.75034,50000,116.24,1,48
41018,7131324,26231432,2.75034,50000,115.76,1,48
41019,7131324,26231432,2.75034,50000,115.95,1,48
41020,7131324,26231432,2.75034,50000,115.57,1,50
41021,7131324,26231432,2.75034,50000,116.24,1,50
41022,7131324,26231432,2.75034,50000,115.77,1,50
41023,7131324,26231432,2.75034,50000,116.38,1,50
41024,7131324,26231432,2.75034,50000,115.71,1,52
41025,7131324,26231432,2.75034,50000,115.86,1,52
41026,7131324,26231432,2.75034,50000,115.48,1,52
41027,7131324,26231432,2.75034,50000,115.71,1,54
41028,7131324,26231432,2.75034,50000,114.81,1,54
41029,7131324,26231432,2.75034,50000,115.76,1,54
41030,7131324,26231432,2.75034,50000,115.81,1,54
41031,7131324,26231432,2.75034,50000,115.19,1,54
41032,7131324,26231432,2.75034,50000,115.53,1,56
41033,7131324,26231432,2.75034,50000,116.24,1,56
41034,7131324,26231432,2.75034,50000,116.38,1,56
41035,7131324,26231432,2.75034,50000,115.81,1,58
41036,7131324,26231432,2.75034,50000,116.33,1,58
41037,7131324,26231432,2.75034,50000,115.86,1,60
41038,7131324,26231432,2.75034,50000,116.24,1,60
41039,7131324,26231432,2.75034,50000,115.76,1,62
41040,7131324,26231432,2.75034,50000,116.33,1,62
41041,7131324,26231432,2.75034,50000,115.86,1,62
41042,7131324,26231432,2.75034,50000,115.81,1,62
41043,7131324,26231432,2.75034,50000,115.71,1,64
41044,7131324,26231432,2.75034,50000,95.24,10,72
41045,7131324,26231432,2.75034,108888,114.51,1.1,80
41046,7131324,26231432,2.75034,50000,116.38,1.4,89
41047,7131325,26231444,2.75089,60000,113.13,20,0
41048,7131325,26231444,2.75089,150000,121.71,10,0
41049,7131325,26231444,2.75089,5310000,115.96,1.3,2
41050,7131325,26231444,2.75089,21000,102.04,14,2
41051,7131325,26231444,2.75089,211396,114.02,5,4
41052,7131325,26231444,2.75089,50000,95.24,5,4
41053,7131325,26231444,2.75089,53037,114.97,41,6
41054,7131325,26231444,2.75089,100000,109.29,5,6
41055,7131325,26231444,2.75089,21000,119.05,16,6
41056,7131325,26231444,2.75089,335000,101.09,7.1,10
41057,7131325,26231444,2.75089,4000000,114.29,25,10
41058,7131325,26231444,2.75089,1520000,91.97,6.5,10
41059,7131325,26231444,2.75089,104482,104.88,7,10
41060,7131326,26231453,2.75144,117000,122.73,12,1
41061,7131326,26231453,2.75144,65000,127.35,8.1,1
41062,7131326,26231453,2.75144,400000,120.16,14,2
41063,7131326,26231453,2.75144,180000,119.7,11,3
41064,7131326,26231453,2.75144,200000,119.14,23.1,3
41065,7131326,26231453,2.75144,200000,130.46,5,3
41066,7131326,26231453,2.75144,21000,102.04,14,3
41067,7131326,26231453,2.75144,200000,132.38,5,3
41068,7131326,26231453,2.75144,200000,120.56,5,3
41069,7131326,26231453,2.75144,99000,135.15,6,3
41070,7131326,26231453,2.75144,21000,136.05,7,3
41071,7131326,26231453,2.75144,2000000,114.74,60,5
41072,7131326,26231453,2.75144,21000,136.05,7,5
41073,7131326,26231453,2.75144,42000,116.33,3,7
41074,7131326,26231453,2.75144,21000,112.43,72,7
41075,7131326,26231453,2.75144,2000000,114.74,60,7
41076,7131326,26231453,2.75144,90000,95.24,10,7
41077,7131326,26231453,2.75144,2000000,114.74,60,7
41078,7131326,26231453,2.75144,760000,112.67,6.5,7
41079,7131326,26231453,2.75144,360000,115.91,7.39,7
41080,7131326,26231453,2.75144,90000,126.96,15,7
41081,7131326,26231453,2.75144,135963,146.49,3,7
41082,7131326,26231453,2.75144,1000000,115.72,2,7
41083,7131326,26231453,2.75144,400000,114.91,14,7
41084,7131326,26231453,2.75144,200000,78.69,2.1,7
41085,7131326,26231453,2.75144,400000,115.02,14,13
41086,7131327,26231501,2.75334,53850,115.77,2,0
41087,7131327,26231501,2.75334,36588,113.33,41,0
41088,7131327,26231501,2.75334,42897,115.84,2,2
41089,7131327,26231501,2.75334,28317,120.59,41,4
41090,7131327,26231501,2.75334,90000,126.96,15,4
41091,7131327,26231501,2.75334,54380,137.92,4,4
41092,7131327,26231501,2.75334,21000,105.82,9,4
41093,7131327,26231501,2.75334,22000,116.4,45,4
41094,7131327,26231501,2.75334,21000,115.57,2,4
41095,7131327,26231501,2.75334,500000,83.23,1.1,29
41096,7131328,26231521,2.75254,21000,136.05,7,1
41097,7131328,26231521,2.75254,21000,136.05,7,1
41098,7131328,26231521,2.75254,21000,116.14,41,1
41099,7131328,26231521,2.75254,1900000,114.89,6.5,1
41100,7131328,26231521,2.75254,90000,125.02,5,3
41101,7131328,26231521,2.75254,21000,136.05,7,3
41102,7131328,26231521,2.75254,90000,125.02,5,3
41103,7131328,26231521,2.75254,55000,124.06,15,5
41104,7131328,26231521,2.75254,200000,108.04,7,5
41105,7131328,26231521,2.75254,21000,136.05,7,5
41106,7131328,26231521,2.75254,74444,112.5,20,5
41107,7131328,26231521,2.75254,150000,115.87,50,5
41108,7131328,26231521,2.75254,150000,112.99,50,5
41109,7131328,26231521,2.75254,80442,118.3,6,7
41110,7131328,26231521,2.75254,2100000,116.24,9,7
41111,7131328,26231521,2.75254,150000,109.62,10,9
41112,7131328,26231521,2.75254,73832,115.13,40,11
41113,7131328,26231521,2.75254,21000,136.05,7,11
41114,7131328,26231521,2.75254,21000,136.05,7,11
41115,7131328,26231521,2.75254,21000,136.05,7,11
41116,7131328,26231521,2.75254,73704,115.33,40,13
41117,7131328,26231521,2.75254,126000,95.24,5,15
41118,7131328,26231521,2.75254,55000,103.04,5.3,15
41119,7131328,26231521,2.75254,100000,136.05,7,18
41120,7131328,26231521,2.75254,150000,109.53,10,18
41121,7131328,26231521,2.75254,100000,136.05,7,18
41122,7131328,26231521,2.75254,100000,136.12,4,18
41123,7131328,26231521,2.75254,100000,136.05,7,18
41124,7131328,26231521,2.75254,21000,136.05,7,18
41125,7131328,26231521,2.75254,6720000,120.56,20,18
41126,7131328,26231521,2.75254,65000,127.39,8.1,22
41127,7131329,26231532,2.75309,168000,116.26,2,1
41128,7131329,26231532,2.75309,53000,115.52,2,1
41129,7131329,26231532,2.75309,2451000,115.74,5,2
41130,7131329,26231532,2.75309,30000,111.11,30,2
41131,7131329,26231532,2.75309,21000,136.05,7,4
41132,7131329,26231532,2.75309,75000,113.7,12,4
41133,7131329,26231532,2.75309,1000000,115.83,2,16
41134,7131329,26231532,2.75309,1000000,118.96,2,16
41135,7131329,26231532,2.75309,110586,116.1,2,20
41136,7131329,26231532,2.75309,21000,115.79,2,24
41137,7131329,26231532,2.75309,200000,105.71,2,24
41138,7131329,26231532,2.75309,72471,137.99,2,24
41139,7131329,26231532,2.75309,134983,111.13,2,26
41140,7131329,26231532,2.75309,60000,115.57,2,26
41141,7131329,26231532,2.75309,218037,99.64,2,29
41142,7131329,26231532,2.75309,80967,115.67,1.1,29
41143,7131329,26231532,2.75309,50000,115.48,1.4,29
41144,7131329,26231532,2.75309,50000,116.21,1.4,29
41145,7131330,26231623,2.74826,250000,117.06,21,0
41146,7131330,26231623,2.74826,21000,136.05,7,0
41147,7131330,26231623,2.74826,125815,79.61,3,0
41148,7131330,26231623,2.74826,21000,136.05,7,0
41149,7131330,26231623,2.74826,200000,112.46,41,0
41150,7131330,26231623,2.74826,201861,128.68,7,2
41151,7131330,26231623,2.74826,53850,115.72,2,2
41152,7131330,26231623,2.74826,21000,79.37,6,4
41153,7131330,26231623,2.74826,53850,115.52,2,13
41154,7131330,26231623,2.74826,100000,109.29,5,13
41155,7131330,26231623,2.74826,114216,121.42,7,13
41156,7131330,26231623,2.74826,450000,116.22,10,15
41157,7131330,26231623,2.74826,21000,119.05,40,17
41158,7131330,26231623,2.74826,21000,119.05,40,17
41159,7131330,26231623,2.74826,60000,113.65,7,17
41160,7131330,26231623,2.74826,21000,136.05,7,17
41161,7131330,26231623,2.74826,21000,119.05,40,17
41162,7131330,26231623,2.74826,105210,114.06,40,39
41163,7131330,26231623,2.74826,42000,115.91,3,39
41164,7131330,26231623,2.74826,250000,123.13,4.4,39
41165,7131330,26231623,2.74826,74444,114.18,40,39
41166,7131330,26231623,2.74826,75000,107.22,1.54,39
41167,7131330,26231623,2.74826,420000,114.56,35,39
41168,7131330,26231623,2.74826,50000,95.24,5,39
41169,7131330,26231623,2.74826,21000,123.46,27,41
41170,7131330,26231623,2.74826,105228,114.04,40,43
41171,7131330,26231623,2.74826,22000,116.4,45,43
41172,7131330,26231623,2.74826,53538,116.75,2,43
41173,7131330,26231623,2.74826,21000,136.05,7,43
41174,7131330,26231623,2.74826,99541,120.55,20,43
41175,7131330,26231623,2.74826,21000,129.87,11,43
41176,7131330,26231623,2.74826,235655,82.04,1.3,45
41177,7131330,26231623,2.74826,90000,114.94,29,45
41178,7131330,26231623,2.74826,935000,98.19,7.1,47
41179,7131330,26231623,2.74826,1260000,100.66,7.134,47
41180,7131330,26231623,2.74826,960000,97.57,7.42,47
41181,7131330,26231623,2.74826,111000,120,15,47
41182,7131330,26231623,2.74826,21000,129.87,11,49
41183,7131330,26231623,2.74826,150000,112.84,50,52
41184,7131331,26231633,2.74881,21000,136.05,7,0
41185,7131331,26231633,2.74881,21000,136.05,7,2
41186,7131331,26231633,2.74881,21000,136.05,7,2
41187,7131331,26231633,2.74881,90000,114.53,37,4
41188,7131331,26231633,2.74881,42000,115.54,3,4
41189,7131331,26231633,2.74881,21000,119.05,16,6
41190,7131331,26231633,2.74881,133000,136.63,1.103,8
41191,7131331,26231633,2.74881,21000,136.05,7,8
41192,7131331,26231633,2.74881,50000,115.88,1.4,8
41193,7131331,26231633,2.74881,218037,99.64,2,8
41194,7131331,26231633,2.74881,2246613,115.73,2.2,51
41195,7131331,26231633,2.74881,441305,116.16,1.1,59
41196,7131332,26231704,2.74668,21000,136.05,7,0
41197,7131332,26231704,2.74668,90000,111.13,21,0
41198,7131332,26231704,2.74668,400000,115.28,14,0
41199,7131332,26231704,2.74668,200000,95.24,10,2
41200,7131332,26231704,2.74668,40000,136.05,7,3
41201,7131332,26231704,2.74668,21000,114.35,16.657,3
41202,7131332,26231704,2.74668,95982,107.16,7,3
41203,7131332,26231704,2.74668,1560000,115.73,12.31,3
41204,7131332,26231704,2.74668,1535000,111.07,12.201,3
41205,7131332,26231704,2.74668,1680000,109.31,12.2,3
41206,7131332,26231704,2.74668,150000,115,91,3
41207,7131332,26231704,2.74668,55000,106.33,10,4
41208,7131332,26231704,2.74668,80442,111.34,5.1,5
41209,7131332,26231704,2.74668,2451000,115.83,5,5
41210,7131332,26231704,2.74668,150000,110.24,10.95,6
41211,7131332,26231704,2.74668,117000,116.78,13,10
41212,7131332,26231704,2.74668,55000,106.88,10,11
41213,7131332,26231704,2.74668,55000,106.52,10,11
41214,7131332,26231704,2.74668,109000,122.73,8,12
41215,7131332,26231704,2.74668,210000,108.19,17,12
41216,7131332,26231704,2.74668,21000,116.14,41,13
41217,7131332,26231704,2.74668,21000,136.05,7,13
41218,7131332,26231704,2.74668,21000,136.05,7,13
41219,7131332,26231704,2.74668,21000,136.05,7,13
41220,7131332,26231704,2.74668,52027,118.57,41,14
41221,7131332,26231704,2.74668,21000,119.05,8,14
41222,7131332,26231704,2.74668,21000,119.05,20,14
41223,7131332,26231704,2.74668,21000,136.05,7,14
41224,7131332,26231704,2.74668,350000,112.22,4.4,15
41225,7131332,26231704,2.74668,57065,137.08,3.1,15
41226,7131332,26231704,2.74668,250000,109.55,16,15
41227,7131332,26231704,2.74668,21000,136.05,7,15
41228,7131332,26231704,2.74668,400000,117.57,14,16
41229,7131332,26231704,2.74668,211396,114.02,5,18
41230,7131332,26231704,2.74668,200000,119.05,20,18
41231,7131332,26231704,2.74668,21000,126.98,15,18
41232,7131332,26231704,2.74668,21000,119.05,20,18
41233,7131332,26231704,2.74668,21000,119.05,20,20
41234,7131332,26231704,2.74668,21000,136.05,7,20
41235,7131332,26231704,2.74668,1700000,107.31,9,20
41236,7131332,26231704,2.74668,4000000,116.48,25,20
41237,7131332,26231704,2.74668,90000,115.83,21,22
41238,7131332,26231704,2.74668,90000,116.93,13.333,22
41239,7131332,26231704,2.74668,21000,119.05,20,22
41240,7131332,26231704,2.74668,21000,126.98,15,24
41241,7131332,26231704,2.74668,21000,111.11,30,24
41242,7131332,26231704,2.74668,55000,103.04,5.3,26
41243,7131332,26231704,2.74668,25200,136.05,7,26
41244,7131332,26231704,2.74668,600000,122.88,16,26
41245,7131332,26231704,2.74668,21000,105.82,9,28
41246,7131332,26231704,2.74668,21000,119.05,20,28
41247,7131332,26231704,2.74668,100000,136.12,4,28
41248,7131332,26231704,2.74668,111483,114.82,12.5,28
41249,7131332,26231704,2.74668,116000,108.44,12,28
41250,7131332,26231704,2.74668,102706,114.05,7,28
41251,7131333,26231721,2.74723,2551888,117.77,2.2,43
41252,7131334,26231728,2.74912,150000,116.02,50,2
41253,7131334,26231728,2.74912,21040,115.68,1.95,2
41254,7131334,26231728,2.74912,21000,119.05,8,2
41255,7131334,26231728,2.74912,65000,99.98,9,2
41256,7131334,26231728,2.74912,65000,99.98,9,2
41257,7131334,26231728,2.74912,21000,136.05,7,2
41258,7131334,26231728,2.74912,1000000,120.15,1.3,4
41259,7131334,26231728,2.74912,1680000,115.01,12.2,4
41260,7131334,26231728,2.74912,21000,79.37,6,4
41261,7131334,26231728,2.74912,1140000,101.37,6.5,4
41262,7131334,26231728,2.74912,90000,115.85,1.43,4
41263,7131334,26231728,2.74912,100000,103.51,6,4
41264,7131334,26231728,2.74912,1560000,115.27,12.33,4
41265,7131334,26231728,2.74912,99541,110.51,20,5
41266,7131334,26231728,2.74912,250000,122.23,4.4,5
41267,7131334,26231728,2.74912,479428,115.14,1.2,11
41268,7131334,26231728,2.74912,42000,115.61,1.65,15
41269,7131334,26231728,2.74912,50000,116.11,1.4,24
41270,7131334,26231728,2.74912,21000,116.23,1.3,24
41271,7131334,26231728,2.74912,60000,115.5,1.1,34
41272,7131334,26231728,2.74912,213502,108.09,1.3,36
41273,7131334,26231728,2.74912,4000000,115.59,1.95,42
41274,7131334,26231728,2.74912,42000,116.14,1.95,44
41275,7131335,26231744,2.74967,21000,136.05,7,0
41276,7131335,26231744,2.74967,35000,120.29,8.05,0
41277,7131335,26231744,2.74967,112476,115.84,2,4
41278,7131335,26231744,2.74967,218037,99.64,2,6
41279,7131335,26231744,2.74967,171717,102.04,14,8
41280,7131335,26231744,2.74967,1000000,115.38,12,8
41281,7131335,26231744,2.74967,76408,118.13,11.4,10
41282,7131335,26231744,2.74967,211396,114.02,5,10
41283,7131335,26231744,2.74967,21000,119.05,20,12
41284,7131335,26231744,2.74967,120000,109.43,10,14
41285,7131335,26231744,2.74967,218037,99.64,2,14
41286,7131335,26231744,2.74967,360000,98.92,7.405,14
41287,7131336,26231747,2.75156,250000,121.38,4.4,1
41288,7131336,26231747,2.75156,158000,111.14,2.4,1
41289,7131336,26231747,2.75156,21000,95.24,10,1
41290,7131336,26231747,2.75156,218037,99.64,2,2
41291,7131336,26231747,2.75156,21000,115.65,4,2
41292,7131336,26231747,2.75156,210000,108.19,17,5
41293,7131336,26231747,2.75156,21000,119.05,16,5
41294,7131336,26231747,2.75156,65000,99.79,9,5
41295,7131336,26231747,2.75156,21000,136.05,7,5
41296,7131336,26231747,2.75156,21000,126.98,15,5
41297,7131336,26231747,2.75156,2451000,115.6,5,5
41298,7131336,26231747,2.75156,21000,102.04,14,7
41299,7131336,26231747,2.75156,70000,108.6,7,9
41300,7131336,26231747,2.75156,21000,136.05,7,9
41301,7131336,26231747,2.75156,21000,136.05,7,9
41302,7131336,26231747,2.75156,21000,136.05,7,9
41303,7131336,26231747,2.75156,74712,113.77,40,9
41304,7131336,26231747,2.75156,200000,104.53,7,11
41305,7131336,26231747,2.75156,200000,105.64,2,11
41306,7131336,26231747,2.75156,106000,122.73,12,11
41307,7131336,26231747,2.75156,90000,114.94,29,11
41308,7131336,26231747,2.75156,55000,125.06,10,13
41309,7131336,26231747,2.75156,211396,114.02,5,13
41310,7131336,26231747,2.75156,21000,136.05,7,13
41311,7131336,26231747,2.75156,75338,119.46,40,13
41312,7131336,26231747,2.75156,55000,125.06,10,13
41313,7131336,26231747,2.75156,75210,113.02,40,13
41314,7131336,26231747,2.75156,400000,118,14,13
41315,7131336,26231747,2.75156,95000,116.14,41,15
41316,7131336,26231747,2.75156,21000,113.51,12.585,17
41317,7131336,26231747,2.75156,21000,136.05,7,19
41318,7131336,26231747,2.75156,250000,115.56,4.4,21
41319,7131336,26231747,2.75156,21000,102.04,14,21
41320,7131336,26231747,2.75156,21000,116.25,3,21
41321,7131336,26231747,2.75156,21000,116.96,57,21
41322,7131336,26231747,2.75156,250000,104.11,4,23
41323,7131336,26231747,2.75156,21000,129.87,11,23
41324,7131336,26231747,2.75156,21000,95.24,5,25
41325,7131336,26231747,2.75156,95415,117.33,11.4,27
41326,7131336,26231747,2.75156,21000,136.05,7,27
41327,7131336,26231747,2.75156,21000,136.05,7,27
41328,7131336,26231747,2.75156,90000,117.13,13.333,29
41329,7131336,26231747,2.75156,21000,136.05,7,31
41330,7131336,26231747,2.75156,55000,109.23,2.5,35
41331,7131336,26231747,2.75156,21000,136.05,7,37
41332,7131336,26231747,2.75156,38370,116.32,2,37
41333,7131336,26231747,2.75156,38370,115.61,2,37
41334,7131336,26231747,2.75156,21000,95.24,5,37
41335,7131336,26231747,2.75156,210000,108.19,17,39
41336,7131336,26231747,2.75156,37106,118.32,41,41
41337,7131336,26231747,2.75156,38370,116.25,2,41
41338,7131336,26231747,2.75156,21000,119.05,12,41
41339,7131337,26231832,2.74808,1600000,116.02,1.43,0
41340,7131337,26231832,2.74808,22000,116.4,45,0
41341,7131337,26231832,2.74808,21000,102.04,14,2
41342,7131337,26231832,2.74808,21000,126.98,15,2
41343,7131337,26231832,2.74808,42000,115.55,1.65,2
41344,7131337,26231832,2.74808,21000,102.04,14,3
41345,7131337,26231832,2.74808,117834,115.67,1.56,6
41346,7131337,26231832,2.74808,100000,116.35,1.2,8
41347,7131337,26231832,2.74808,133000,136.63,1.103,26
41348,7131337,26231832,2.74808,53000,115.53,1.3,28
41349,7131337,26231832,2.74808,168000,115.82,1.3,32
41350,7131337,26231832,2.74808,42000,116.38,1.65,32
41351,7131337,26231832,2.74808,50000,116.28,1.4,46
41352,7131337,26231832,2.74808,50000,115.64,1.4,46
41353,7131337,26231832,2.74808,42000,115.51,1.95,48
41354,7131337,26231832,2.74808,100000,116.41,1.3,54
41355,7131337,26231832,2.74808,90000,115.84,1.1,73
41356,7131337,26231832,2.74808,52762,116.23,1.1,81
41357,7131337,26231832,2.74808,80967,116.21,1.1,88
41358,7131337,26231832,2.74808,80967,115.82,1.1,88
41359,7131338,26231839,2.74997,110449,93.39,3,0
41360,7131338,26231839,2.74997,570618,114.68,5,0
41361,7131338,26231839,2.74997,150000,114.29,50,0
41362,7131338,26231839,2.74997,21000,136.05,7,2
41363,7131338,26231839,2.74997,21000,136.05,7,2
41364,7131338,26231839,2.74997,65000,99.98,9,2
41365,7131338,26231839,2.74997,65000,99.79,9,2
41366,7131338,26231839,2.74997,80967,116.39,1.1,2
41367,7131338,26231839,2.74997,300000,95.24,10,4
41368,7131338,26231839,2.74997,360000,98.65,7.412,4
41369,7131338,26231839,2.74997,100000,115.7,2,4
41370,7131338,26231839,2.74997,340000,113.04,7,4
41371,7131338,26231839,2.74997,218037,99.64,2,7
41372,7131338,26231839,2.74997,800725,115.52,1.1,76
41373,7131339,26231851,2.75186,200000,105.71,2,1
41374,7131339,26231851,2.75186,21000,109.89,13,1
41375,7131339,26231851,2.75186,21000,79.37,6,3
41376,7131339,26231851,2.75186,456305,113.59,1.3,3
41377,7131339,26231851,2.75186,150000,121.71,10,3
41378,7131339,26231851,2.75186,21000,136.05,7,6
41379,7131339,26231851,2.75186,55000,114.03,10,6
41380,7131339,26231851,2.75186,70000,113.74,7,6
41381,7131339,26231851,2.75186,200000,109.53,7,8
41382,7131339,26231851,2.75186,70000,116.22,1.3,8
41383,7131339,26231851,2.75186,341500,86.28,6.612,10
41384,7131339,26231851,2.75186,760000,112.71,6.5,10
41385,7131339,26231851,2.75186,21000,79.37,6,10
41386,7131339,26231851,2.75186,335000,101.09,7.1,10
41387,7131340,26231942,2.74704,21000,129.87,11,4
41388,7131340,26231942,2.74704,150000,115.87,50,5
41389,7131340,26231942,2.74704,60000,116.21,2,5
41390,7131340,26231942,2.74704,150000,116.02,50,5
41391,7131340,26231942,2.74704,250000,115.69,4.4,9
41392,7131340,26231942,2.74704,75210,110.6,20,12
41393,7131340,26231942,2.74704,55000,109.23,2.5,12
41394,7131340,26231942,2.74704,90000,125.02,5,12
41395,7131340,26231942,2.74704,70000,112.41,11,14
41396,7131340,26231942,2.74704,400000,115.86,14,16
41397,7131340,26231942,2.74704,400000,117.57,14,16
41398,7131340,26231942,2.74704,21000,136.05,7,16
41399,7131340,26231942,2.74704,50000,123.69,7.7,18
41400,7131340,26231942,2.74704,21000,136.05,7,20
41401,7131340,26231942,2.74704,166666,114.29,50,20
41402,7131340,26231942,2.74704,210000,112.65,16.3,20
41403,7131340,26231942,2.74704,150543,99.64,2,22
41404,7131340,26231942,2.74704,4000000,114.29,25,22
41405,7131340,26231942,2.74704,55000,114.03,15,26
41406,7131340,26231942,2.74704,50000,95.24,5,26
41407,7131340,26231942,2.74704,90000,125.02,5,26
41408,7131340,26231942,2.74704,21000,136.05,7,28
41409,7131340,26231942,2.74704,37687,118.26,41,30
41410,7131340,26231942,2.74704,100000,103.82,6,34
41411,7131340,26231942,2.74704,74910,111.33,20,36
41412,7131340,26231942,2.74704,21000,136.05,7,36
41413,7131340,26231942,2.74704,150000,110.22,10.95,36
41414,7131340,26231942,2.74704,500000,108.23,4.4,36
41415,7131340,26231942,2.74704,90000,116.93,13.333,38
41416,7131340,26231942,2.74704,166666,114.29,50,46
41417,7131340,26231942,2.74704,335000,101.09,7.1,48
41418,7131340,26231942,2.74704,90000,114.94,29,48
41419,7131340,26231942,2.74704,1140000,101.37,6.5,50
41420,7131341,26231948,2.74893,250000,113.75,31,0
41421,7131341,26231948,2.74893,218037,99.64,2,2
41422,7131341,26231948,2.74893,1010000,101.91,6.727,2
41423,7131341,26231948,2.74893,935000,111.09,7.1,2
41424,7131342,26231954,2.75082,1000000,119.05,60,0
41425,7131342,26231954,2.75082,2000000,107.46,10,0
41426,7131342,26231954,2.75082,1700000,116.43,9,0
41427,7131342,26231954,2.75082,1000000,121.98,1.3,24
41428,7131342,26231954,2.75082,100000,107.22,1.3,28
41429,7131342,26231954,2.75082,21000,115.56,1.68,30
41430,7131342,26231954,2.75082,21000,116.3,1.68,30
41431,7131342,26231954,2.75082,100000,107.22,1.3,32
41432,7131342,26231954,2.75082,100000,107.22,1.3,36
41433,7131342,26231954,2.75082,100000,107.22,1.3,38
41434,7131342,26231954,2.75082,100000,107.22,1.3,40
41435,7131342,26231954,2.75082,100000,107.22,1.3,40
41436,7131342,26231954,2.75082,100000,107.22,1.3,42
41437,7131342,26231954,2.75082,100000,107.22,1.3,44
41438,7131342,26231954,2.75082,37922,116.21,1.3,54
41439,7131342,26231954,2.75082,53000,116.26,1.3,60
41440,7131342,26231954,2.75082,50000,115.71,1.4,62
41441,7131342,26231954,2.75082,50000,116.08,1.4,62
41442,7131343,26232006,2.75137,21000,113.38,8.4,2
41443,7131343,26232006,2.75137,133000,130.42,1.155,2
41444,7131343,26232006,2.75137,100000,107.22,1.3,2
41445,7131343,26232006,2.75137,300000,116.75,2,2
41446,7131343,26232006,2.75137,4000000,116.29,25,2
41447,7131343,26232006,2.75137,250000,117.56,11,4
41448,7131343,26232006,2.75137,21000,136.05,7,4
41449,7131343,26232006,2.75137,57065,118.04,9,6
41450,7131343,26232006,2.75137,2000000,128.17,12,6
41451,7131343,26232006,2.75137,2000000,121.69,12,6
41452,7131343,26232006,2.75137,55000,125.26,10,6
41453,7131343,26232006,2.75137,2000000,115.35,10,8
41454,7131343,26232006,2.75137,65000,127.29,8.1,8
41455,7131343,26232006,2.75137,960000,104.6,6.927,10
41456,7131343,26232006,2.75137,54709,116.13,5,10
41457,7131343,26232006,2.75137,21000,119.05,8,10
41458,7131343,26232006,2.75137,2800000,114.5,1.201,70
41459,7131344,26232015,2.75192,37049,115.68,7,0
41460,7131344,26232015,2.75192,210000,112.65,16.3,0
