,difficulty,gaslimit,gasused,gaspricel1,gaspricel2
4886,1934800000000000.0,8000000,7986725,100.0,20.0
8031,1882980000000000.0,7992222,7982062,20.0,40.40597094
5369,1919520000000000.0,7992222,3807598,10.0,1.0
8149,1887520000000000.0,7999992,7985114,20.0,100.0
3484,1894350000000000.0,7996144,7873207,140.0,1.0
8425,1879100000000000.0,8000029,4864146,1.0,10.0
3816,1895130000000000.0,8000029,3076322,1.0,1.0
8638,1879920000000000.0,7996137,7993403,1.0,15.4
6855,1906650000000000.0,8004691,2586178,1.0,1.0
6870,1913180000000000.0,8000029,7997529,100.0,10.0
4353,1954080000000000.0,7999918,2208276,10.0,10.0
1621,1933630000000000.0,8000000,7970864,10.0,10.0
8365,1880050000000000.0,8003879,7992358,1.0,1.0
4952,1938560000000000.0,7999992,5704670,1.0,1.0
4900,1935740000000000.0,7992222,7989571,20.0,10.0
7605,1979370000000000.0,8000029,4004658,1.0,10.0
1096,1922560000000000.0,8007813,7993124,21.0,0.1
8702,1878970000000000.0,8003829,7620912,10.0,20.0
8413,1874520000000000.0,8000004,7991285,10.0,20.0
2463,1981030000000000.0,8000000,7995461,10.0,10.0
8693,1882650000000000.0,7992222,7798160,1.0,10.0
1788,1945880000000000.0,8000029,3827478,1.0,20.0
6931,1917830000000000.0,7992222,7981408,10.0,100.0
4860,1953810000000000.0,8010058,7998873,1.0,10.0
4871,1948090000000000.0,7984415,7969973,20.0,0.1
192,1901510000000000.0,7999992,7997923,10.0,20.0
820,1945380000000000.0,8003413,7984872,120.0,0.1
4483,1954990000000000.0,7992222,495404,1.0,10.000010000000001
5525,1923210000000000.0,7995959,1570081,1.0,1.0
4166,1938980000000000.0,8000029,3947150,1.0,1.0
2687,1992570000000000.0,8003916,7991930,1.0,1.0
4814,1951920000000000.0,8000029,7989056,40.0,40.0
4689,1965410000000000.0,7984452,7904199,10.0,1.0
2607,2006290000000000.0,8003745,7976865,10.0,12.0
5837,1908100000000000.0,8000000,7989745,10.0,1.0
238,1908930000000000.0,7984470,7967440,120.0,10.0
4015,1927730000000000.0,7988300,7968859,100.0,1.0
8215,1903230000000000.0,7972760,4543375,10.0,10.0
2977,1945290000000000.0,8000029,7958184,10.0,10.0
6231,1935130000000000.0,8000029,4607187,1.0,10.0
5170,1922440000000000.0,8007801,8000270,1.0,10.0
945,1951990000000000.0,7999992,1719829,1.0,12.0001
5039,1949920000000000.0,7995680,7986447,1.0,1.0
8640,1879000000000000.0,7996137,7978053,1.0,10.0
5340,1903660000000000.0,7999992,7989490,20.0,10.0
8275,1886530000000000.0,7992222,7972782,10.0,0.1
3552,1897100000000000.0,7992222,1383887,10.0,1.0
7848,1914600000000000.0,8000029,6289667,1.0,1.0
3360,1888880000000000.0,8000029,7811860,1.0,1.0
6468,1919950000000000.0,7992222,7977991,100.0,10.0
2410,1978160000000000.0,8000029,6584332,10.0,10.0
6854,1904790000000000.0,8012505,8012497,1.0,100.0
3982,1928680000000000.0,8000029,2144092,10.0,10.0
146,1905260000000000.0,8000029,3619077,1000.0,1.0
6266,1927570000000000.0,8001231,2480693,10.0,1.0
2294,1992760000000000.0,8000029,6988795,1.0,1.0
7018,1924360000000000.0,7992222,7989482,100.0,100.0
3611,1885980000000000.0,8007798,8001069,10.0,1.0
1736,1947800000000000.0,8000029,7989089,21.0,10.0
5998,1911750000000000.0,8003933,7989282,1.0,1.0
114,1897860000000000.0,8000029,7962859,10.0,10.0
7537,1990060000000000.0,7999992,7996822,100.0,1.0
4434,1942630000000000.0,8000258,7992712,10.0,10.0
498,1900420000000000.0,7992185,6352021,1.0,1.0
720,1919930000000000.0,8000029,5541289,1.0,1.0
3089,1956670000000000.0,7992222,7988418,10.0,1.0
5664,1922210000000000.0,7995219,7993016,20.0,1.0
5722,1912810000000000.0,7999992,7997058,20.0,10.0
596,1906900000000000.0,8000029,6811414,0.1,1.0
7935,1895950000000000.0,8003919,7928129,10.0,100.0
8298,1878240000000000.0,7984452,7975891,100.0,1.0
1647,1937400000000000.0,7996075,7965819,1.0,0.1
8167,1885670000000000.0,8000029,7987971,10.0,1.0
2700,1991590000000000.0,8000000,7993276,0.1,0.1
5807,1909980000000000.0,7999955,7985669,20.0,10.0
1700,1956400000000000.0,8000029,7556858,1.0,20.0
7676,1950540000000000.0,7980604,7964914,1.0,15.0
7075,1930930000000000.0,8000000,7981710,20.0,10.0
5518,1919460000000000.0,7980530,7979462,10.0,10.0
2942,1948150000000000.0,7999992,7997873,10.0,1.0
8423,1880020000000000.0,7996107,7000044,1.0,1.0
86,1899720000000000.0,8000000,7990930,21.0,10.0
2308,1989830000000000.0,7976645,7974668,20.0,10.0
2677,1996470000000000.0,7992222,7973023,1.0,10.0
6442,1914340000000000.0,8000029,7832394,10.0,100.0
6054,1919210000000000.0,7993951,7981555,10.0,10.000001
2594,2005310000000000.0,7984452,7972230,10.0,1.0
4610,1969300000000000.0,7968838,7955250,10.0,1.0
1029,1936740000000000.0,7972797,7351324,12.0001,0.1
136,1908070000000000.0,7992222,7985847,1.0,10.0
5362,1915770000000000.0,8000029,1444307,10.0,1.0
4823,1946210000000000.0,7976682,7917092,100.0,1.0
7520,1992020000000000.0,7992222,489699,10.0,10.0
1200,1923460000000000.0,7976682,7963769,1.0,10.0
8448,1875430000000000.0,8000029,7976985,1.0,10.0
5173,1922440000000000.0,8000029,7979906,1.0,1.0
566,1901330000000000.0,7992222,7957282,10.0,10.0
7539,1989090000000000.0,8003255,7984860,10.0,10.0
3927,1926820000000000.0,8000029,5797509,1.0,100.0
8863,1897300000000000.0,8000029,7834537,40.0,20.0
6750,1890940000000000.0,7999992,7985974,10.0,1.0
8407,1873610000000000.0,8003906,7988708,20.0,20.0
5155,1927150000000000.0,7992074,7984338,1.0,1.0
5121,1930930000000000.0,8000000,7985587,0.1,10.0
7927,1901510000000000.0,8000029,7996417,10.0,0.5
2330,2000540000000000.0,7992518,3766491,1.0,1.0
3515,1892480000000000.0,8000029,5791292,1.0,1.0
2187,1969580000000000.0,7996884,2329590,10.0001,1.0
195,1894090000000000.0,7984452,7981420,21.0,10.0
6448,1912470000000000.0,7988374,7981170,20.0,100.0
802,1938740000000000.0,7970392,2856943,1.0,0.1
4997,1949930000000000.0,7992222,7991021,1.0,10.0
8123,1893080000000000.0,7999992,6305612,10.0,10.0
2068,1961010000000000.0,7996144,7990077,1.0,1.0
4533,1964530000000000.0,8003910,7996248,1.0,1.0
7359,1965020000000000.0,8000029,6449055,10.0,10.0
644,1910600000000000.0,8000000,7996970,1.0,12.0
8599,1874440000000000.0,7999992,3635472,1.0,10.0
6642,1924550000000000.0,7999992,7996965,0.01,10.0
120,1900640000000000.0,7999992,5362675,10.0,10.0
2981,1941490000000000.0,8003885,7988462,1.0,10.0
3074,1953810000000000.0,7992222,1272448,1.0,1.0
7653,1955320000000000.0,7995834,7984362,1.0,10.0
3278,1896310000000000.0,8003912,7985878,20.0,20.0
2135,1954270000000000.0,8003914,7992381,140.0,1.0
4862,1950950000000000.0,8006151,8001350,1.0,1.0
134,1908070000000000.0,8000029,2337553,10.0,1.0
6056,1919210000000000.0,7990030,7981081,1.0,1.0
8558,1865320000000000.0,7996144,7987781,10.0,1.0
2559,1995560000000000.0,7992222,3823187,1.0,10.0
62,1899740000000000.0,8000029,7902780,10.0,10.0
1358,1946080000000000.0,7958441,7958066,100.0,1.0
5716,1915620000000000.0,8000029,719902,1.0,1.0
2467,1980060000000000.0,8000029,7990895,11.0,10.0
679,1919010000000000.0,7992100,7975455,0.1,0.0001
5333,1905520000000000.0,7992222,7979946,1.0,10.0
741,1913370000000000.0,7999992,4477193,100.0,10.0
3641,1892430000000000.0,8000029,7968844,1.0,10.0
6533,1925540000000000.0,8003917,8003423,104.0,140.0
6360,1923750000000000.0,7992222,3093758,10.0,10.0
3258,1901900000000000.0,8000029,7983500,10.0,10.0
1873,1935410000000000.0,7979198,7956832,1.0,10.0
2596,2007270000000000.0,7984470,7954681,20.0,1.0
1717,1961180000000000.0,8000029,1774662,10.0,10.0
7896,1905250000000000.0,7984452,7975460,0.5,10.0
2843,1958710000000000.0,7992148,7977244,20.0,10.0
7995,1882990000000000.0,8000029,7972921,1.0,1.0
7169,1944130000000000.0,8000029,5577669,10.0,1.0
7663,1955320000000000.0,7999988,7993641,10.34375,10.0
489,1899490000000000.0,8000029,4625819,20.0,1.0
493,1897640000000000.0,8000029,7996841,1.0,1.0
690,1921820000000000.0,8000029,3084098,20.0,10.0
3821,1899770000000000.0,8000029,3291547,10.0,1.0
602,1905030000000000.0,7999955,7811268,10.0,10.0
1911,1925960000000000.0,8010690,7997476,1.0,1.0
6576,1920820000000000.0,7992222,7982046,100.0,100.0
5930,1913660000000000.0,7992248,7936138,0.1,1.0
6775,1902040000000000.0,8003934,4262913,10.0,10.0
7727,1942910000000000.0,8000029,3734760,10.0,1.0
3757,1880400000000000.0,8000029,7986618,1.0,1.0
2366,1993700000000000.0,8000000,7997428,1.0,1.0
4370,1939810000000000.0,8003918,7987535,10.0,1.0
5404,1926080000000000.0,7984415,7975531,1.0,10.0
5500,1925100000000000.0,8000029,3294468,10.0,1.0
1361,1946070000000000.0,7966211,7947197,0.1,1.0
4692,1964450000000000.0,7992222,7979024,40.0,10.0
1526,1928960000000000.0,7999914,7992304,1.0,1.0
6664,1919840000000000.0,7996144,7987357,20.0,20.0
4772,1969200000000000.0,8000029,7890404,1.0,10.0
8113,1890310000000000.0,8000029,7804313,10.0,20.0
1551,1932720000000000.0,8000029,5828234,10.0,1.0
4920,1940470000000000.0,7976682,7974597,100.0,1.0
8602,1872610000000000.0,8000029,7974934,10.0,10.0
1337,1944180000000000.0,8003925,7983539,10.0,1.0
3901,1928720000000000.0,8000000,7981433,20.0,10.0
3010,1945280000000000.0,7992222,7985237,1.0,1.0
7488,1993980000000000.0,8000029,7903289,1.0,1.0
2250,1990830000000000.0,7973463,1334476,20.0,1.0
2346,1998580000000000.0,7992185,7990032,1.0,10.0
8233,1899500000000000.0,8000029,7990258,10.0,1.0
2784,1958730000000000.0,8000029,7999275,1.0,1.0
5242,1910230000000000.0,7992222,7968225,1.0,1.0
150,1906190000000000.0,8000029,5983056,1.0,1.0
2804,1953940000000000.0,8003918,7995085,1.0,1.0
5499,1925100000000000.0,8000029,2454940,1.0,1.0
2086,1960040000000000.0,8007824,8007043,1.0,1.0
3751,1879490000000000.0,7992703,6763415,1.0,10.0
2259,1994720000000000.0,7981233,7972322,1.0,0.001
4017,1928670000000000.0,8000029,3256084,1.0,1.0
5192,1927130000000000.0,8001710,7992676,1.0,10.0
5504,1924160000000000.0,8003917,8001924,10.0,1.0
7349,1960230000000000.0,8000000,7994829,10.0,1.0
6518,1912430000000000.0,7999992,6250854,100.0,1.0
3856,1914660000000000.0,7999992,2365628,10.0,1.0
859,1947260000000000.0,7984452,3950022,0.1,1.0
5945,1910850000000000.0,7992222,7975140,1.0,1.0
8239,1900430000000000.0,7988300,7987119,10.0,1.0
8879,1902850000000000.0,8000029,7979279,20.0,1.0
7039,1931880000000000.0,8000029,3137102,10.0,10.0
7088,1927150000000000.0,7984304,7964119,10.0,10.0
4462,1951180000000000.0,8003376,7986281,1.0,10.0
6695,1918890000000000.0,7992222,4144697,10.0,10.0
1779,1943040000000000.0,7999955,7503129,100.0,10.0
4597,1978940000000000.0,7992248,7932629,10.0,100.0
4977,1939500000000000.0,8000029,3810087,1.0,0.1
1818,1941120000000000.0,8000029,7999964,21.0,21.0
6108,1922940000000000.0,8000029,7996540,10.0,10.0
2704,1996460000000000.0,7992222,1726327,1.0,10.0
175,1899660000000000.0,8003936,8001286,1.0,1.0
2093,1962910000000000.0,8000153,7984009,10.0,1.0
6930,1917830000000000.0,8000029,7979643,100.0,10.0
3491,1896190000000000.0,8007773,4511302,120.0,120.0
7636,1972600000000000.0,7992185,7934837,10.0,140.0
82,1897870000000000.0,7988337,7969344,10.0,10.0
816,1942530000000000.0,8003889,7977630,1.0,1.0
5755,1916540000000000.0,7992222,1112058,1.0,1.0
6784,1892770000000000.0,8000029,7990090,100.0,100.0
5310,1916740000000000.0,7995973,762704,1.0,1.0
283,1908900000000000.0,7984470,7966761,10.0,20.0
7484,1994950000000000.0,8000029,7319060,10.0,1.0
8071,1884800000000000.0,7988300,7978993,1.0,1.0
8172,1891200000000000.0,7996122,7990845,20.0,10.0
2915,1948170000000000.0,8000029,7974445,20.0,20.0
1813,1947770000000000.0,8000029,7988624,100.0,1.0
1271,1931910000000000.0,8000029,7998539,40.0,21.0
8718,1881720000000000.0,7995959,6163825,1.0,10.0
8517,1863520000000000.0,8000029,7836897,10.0,1.0
7501,1996900000000000.0,7992222,7985349,1.0,1.0
5756,1916540000000000.0,7999992,6716337,20.0,1.0
2642,2004320000000000.0,8000000,7997961,19.0,12.0
5137,1927150000000000.0,8000029,7993867,1.0,1.0
2305,1988860000000000.0,7999992,7993108,0.1,1.0
5097,1937550000000000.0,7999955,7029046,10.0,20.0
4195,1937070000000000.0,7999918,4098314,1.0,1.0
4168,1937090000000000.0,8000029,7981877,1.0,1.0
3849,1910920000000000.0,8003870,7994787,1.0,140.0
8745,1893690000000000.0,8000029,7633901,1.0,10.0
6747,1890020000000000.0,7996107,7985138,20.0,10.0
6170,1932330000000000.0,7992222,7991529,100.0,1.0
2414,1976230000000000.0,8003902,7990243,1.0,10.0001
3554,1898950000000000.0,7992222,2490669,18.0,100.0
4498,1965510000000000.0,7992222,7973505,1.0,10.0
2195,1969570000000000.0,8000029,3592812,0.1,10.0
2600,2007270000000000.0,8000029,7983487,1.0,1.0
6689,1917960000000000.0,8000002,7990787,100.0,100.0
4314,1944580000000000.0,8003581,7811026,10.0,20.0
3366,1887950000000000.0,8003874,8003007,10.0,1.0
6058,1921080000000000.0,8000915,7994450,10.0,1.0
8704,1878050000000000.0,8003933,7995736,1.0,10.0
2633,2002370000000000.0,8000000,7970182,1.0,10.0
6403,1919030000000000.0,7992222,7980603,100.0,100.0
2434,1985890000000000.0,7957405,291963,1.0,10.0
6535,1926480000000000.0,8000029,7992199,20.0,104.0
5303,1912070000000000.0,7996091,7991216,10.0,1.0
6663,1918900000000000.0,7988374,7975080,20.0,100.0
4520,1962620000000000.0,8000029,1890370,1.0,1.0
3545,1893400000000000.0,7992222,4405046,1.0,10.0
4678,1960620000000000.0,8000029,2744901,1.0,10.0
7460,1983300000000000.0,7992222,3706108,0.1,10.0
517,1904130000000000.0,7992222,5042555,1.0,10.0
6209,1940830000000000.0,7992222,7984724,10.0,1.0
5388,1926090000000000.0,7997328,7980354,1.0,1.0
1415,1947000000000000.0,7992222,1814970,10.0,10.0
4456,1947370000000000.0,7996107,2236849,1.0,1.0
7607,1976470000000000.0,8000000,7980349,10.0,10.0
127,1905280000000000.0,7995207,7986243,10.0,10.0
3474,1898070000000000.0,8001261,7995663,1.0,10.0
8222,1904160000000000.0,8000029,7991966,100.0,10.0
4310,1944590000000000.0,8000029,7979069,12.0,1.0
2438,1988800000000000.0,7973352,7946399,1.0,1.0
3765,1885920000000000.0,8005063,7998616,1.0,1.0
4575,1974130000000000.0,8000029,7928541,1.0,20.0
7268,1957410000000000.0,7992222,7977045,10.0,20.0
8674,1883580000000000.0,8000029,6992807,1.0,10.0
1473,1940320000000000.0,8000029,7983089,10.0,1.0
5426,1930790000000000.0,8000029,7981390,100.0,1.0
3560,1894320000000000.0,7976645,7957869,1.0,10.0
3951,1934360000000000.0,7998290,7989924,10.0,1.0
49,1901600000000000.0,7992222,5184315,1.0,20.0
7105,1926200000000000.0,7980507,7973165,1.0,10.0
887,1945350000000000.0,7999992,7957354,10.0,1.0
2616,1998460000000000.0,8000029,7973279,1.0,1.0
516,1904130000000000.0,7984452,7400301,10.0,10.0
3168,1940440000000000.0,8000029,3569523,10.0,1.0
2949,1953870000000000.0,8000029,7987824,1.0,1.0
1424,1948900000000000.0,8007636,1743283,1.0,10.0
139,1909010000000000.0,8000029,6530964,10.0,1.0
1924,1929720000000000.0,8000029,1945595,10.0,100.0
2378,1983980000000000.0,8000000,7980712,1.0,10.0
3197,1927190000000000.0,7999992,7563823,10.0,1.0
112,1898790000000000.0,8007818,7987094,21.0,10.0
4559,1962600000000000.0,8000029,3599462,1.0,1.0
3250,1904690000000000.0,8000029,7993193,1.0,20.0
5795,1913720000000000.0,8000029,7981480,20.0,20.0
6935,1921570000000000.0,7976645,7966144,10.0,0.1
4546,1963560000000000.0,8003899,7991751,10.0,1.0
5351,1910170000000000.0,8003895,7995744,1.0,10.0
3277,1895390000000000.0,8000029,7983780,20.0,1.0
8548,1862590000000000.0,8002352,7988987,10.0,20.0
7318,1950700000000000.0,8000029,7990846,100.0,100.0
7686,1944820000000000.0,8000029,7645948,10.0,10.0
4830,1949060000000000.0,8000029,7974388,10.0,10.0
7569,1987140000000000.0,7999992,3845313,10.0,1.0
5778,1914660000000000.0,7992222,7979460,10.0,10.0
3222,1918710000000000.0,7992285,7977193,10.0,1.0
6435,1917150000000000.0,7968912,7948803,0.1,10.0
451,1906020000000000.0,7996107,7985292,21.0,21.0
3731,1885930000000000.0,8003907,7984833,1.0,10.0
7700,1941970000000000.0,8000029,7962091,10.0,1.0
7870,1908980000000000.0,8000029,7979093,10.0,1.0
2763,1974120000000000.0,7984452,7942548,10.0,10.0
658,1910600000000000.0,7999992,7998478,10.0,0.1
6559,1922710000000000.0,7996107,7975459,120.0,100.0
999,1945280000000000.0,7992222,7990639,1.0,10.0
389,1908840000000000.0,8003893,7965979,1.0,10.0
3407,1906470000000000.0,7984452,7983832,10.0,1.0
1476,1941270000000000.0,8007728,7994706,1.0,10.0
2240,1995700000000000.0,8000000,2089603,49.0,10.0
2386,1986880000000000.0,7976682,306866,10.0,10.0
7944,1899650000000000.0,7984452,7969170,10.0,1.0
3922,1925880000000000.0,8000029,1169641,1.0,10.0
2972,1945290000000000.0,8000029,7992377,1.0,20.0
3386,1893490000000000.0,8002435,7993092,1.0,10.0
1293,1940410000000000.0,8000029,7766076,10.0,20.0
1824,1940170000000000.0,7992148,2418747,1.0,10.0
2873,1945340000000000.0,8003895,7985362,1.0,1259.380785
4173,1931410000000000.0,7992222,7972686,20.0,20.0
2535,1989730000000000.0,8000029,919825,1.0,10.0
8001,1883910000000000.0,7994294,7978544,1.0,21.0
1907,1927840000000000.0,7992185,3391062,1.0,1.0
6587,1921760000000000.0,8000029,7991877,10.0,10.0
368,1915390000000000.0,8000029,4251839,1.0,16.0
1151,1920660000000000.0,7996033,7988538,1.0,10.0
6071,1926710000000000.0,7992222,1167449,10.0,10.0
5848,1909030000000000.0,8000029,7985191,20.0,1.0
4634,1963520000000000.0,7999955,7990673,20.0,10.0
5253,1917700000000000.0,7992185,4896766,10.0,1.0
5885,1922110000000000.0,7979507,7969697,20.0,20.0
4160,1932370000000000.0,8000029,7987227,1.0,20.0
4287,1937960000000000.0,8000029,7985712,1.0,10.0
6088,1927650000000000.0,8003923,8002131,10.0,10.0
5273,1918630000000000.0,8007834,7991944,20.0,1.0
174,1900580000000000.0,8000029,7999591,1.0,1.0
1903,1930670000000000.0,8000918,7996398,11.0,10.0
1099,1920690000000000.0,8000029,7987401,100.0,104.0
6341,1914380000000000.0,8000029,7895784,1.0,10.13190451
3408,1907400000000000.0,7976682,7956716,10.0,10.0
1538,1932720000000000.0,7976682,7946054,10.0,1.0
2292,1992760000000000.0,8003457,7990600,10.0,1.0
8251,1893010000000000.0,7968912,7959001,10.0,10.0
1363,1947970000000000.0,7966211,7950512,20.0,1.0
7571,1979380000000000.0,7992222,7977891,1.0,10.0
8143,1898630000000000.0,8000029,3485398,10.0,1.0
7630,1973570000000000.0,8000029,5180177,1.0,1.0
680,1919950000000000.0,7984304,602261,1.0,0.1
8290,1877330000000000.0,7968875,7956019,1.0,20.0
3664,1886880000000000.0,8000029,7169071,10.0,1.0
1661,1940240000000000.0,7999992,7976757,1.0,10.0
508,1901350000000000.0,7992222,2677747,18.0,10.0
166,1907110000000000.0,8007785,8001455,1.0,1.0
6577,1920820000000000.0,7984452,3156758,20.0,100.0
1006,1942430000000000.0,7999992,7997807,11.0,10.0
6669,1919840000000000.0,7996107,7989386,40.0,1.0
6444,1913400000000000.0,8007593,7902687,100.0,10.0
3494,1892490000000000.0,8003919,7990950,1.0,100.0
6567,1918950000000000.0,8003894,7995996,120.0,100.0
8657,1880830000000000.0,7984470,7965318,1.0,10.0
2536,1989730000000000.0,8000000,7993013,11.0001,1.0
1104,1912260000000000.0,7996070,7989669,120.0,1.0
3875,1916520000000000.0,8000029,7972381,1.0,10.0
5883,1920230000000000.0,7963954,339421,10.0,1.0
1752,1944000000000000.0,7996052,7971731,1.0,10.0
5467,1925120000000000.0,8000029,7988165,1.0,1.0
2916,1949120000000000.0,8000029,5531046,1.0,20.0
8487,1859890000000000.0,8000029,7979994,10.0,20.0
152,1905250000000000.0,8000029,5163571,10.0,10.0
3907,1928720000000000.0,8000029,6438402,10.0,10.0
8008,1890360000000000.0,8003854,7987821,10.0,20.0
2552,1992640000000000.0,7999992,7018590,20.0,10.0
2773,1974120000000000.0,8002249,7980172,1.0,1.0
4787,1959580000000000.0,7992222,7985237,1.0,1.0
3551,1896170000000000.0,8000029,3378951,1.0,10.0
3722,1891470000000000.0,8000029,7998414,10.0,1.0
5211,1920540000000000.0,8000066,3797362,1.0,1.0
7011,1928120000000000.0,8000029,7994718,100.0,100.0
8040,1877460000000000.0,8000000,7981461,140.0,1.0
4538,1962610000000000.0,8011653,8004133,20.0,1.0
5318,1915800000000000.0,7976682,7955888,10.0,1.0
1822,1938270000000000.0,7992185,5648295,10.0,10.0
4086,1922050000000000.0,8000029,7991605,1.0,1.0
4828,1950010000000000.0,7999955,7991820,10.0,10.0
7353,1961190000000000.0,7996588,6899302,1.0,1.0
5741,1912800000000000.0,8000029,7981509,1.0,10.0
6062,1922960000000000.0,8000000,7980007,10.000001,1.0
309,1913560000000000.0,7992222,5407753,100.0,10.0
6961,1924390000000000.0,8003914,7995632,1.0,20.0
5729,1912810000000000.0,8000029,7996539,1.0,1.0
3599,1887820000000000.0,7992222,3707701,10.0,20.0
3622,1887820000000000.0,8000029,6368201,10.0,1.0
6845,1899220000000000.0,8000029,4565670,10.0,10.0
3450,1895300000000000.0,7968912,7797652,20.0,10.0
4591,1975080000000000.0,8003531,7982560,12.0,1.0
205,1896860000000000.0,8000029,7986545,1.0,1.0
1135,1915980000000000.0,8002450,7985466,10.0,10.0
2749,1975100000000000.0,7992185,2900869,1.0,1.0
3613,1886900000000000.0,8001063,7988489,10.0,10.0
305,1912630000000000.0,7991519,3821862,20.0,10.0
1849,1939210000000000.0,8000000,7988509,10.0,1.0
5057,1941350000000000.0,7984446,7971887,0.1,10.0
1988,1942930000000000.0,8000029,854944,10.0,1.0
3240,1910290000000000.0,8000029,7006027,20.0,1.0
2798,1953950000000000.0,7992222,859103,10.0,10.0
